player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Nevriye Yilmaz,SAS,C,7,77,7,77,4.2,0.357,0.271,0.292,0.25,5.3,8.8,5.1,2.3,1.2,13.1,20,77,102,-0.1,0,-0.1,-0.054,/wnba/players/y/yilmane01w.html,2004
La'Keshia Frett,TOT,F,26,347,26,347,14.3,0.512,0.48,0,0.378,7,9.7,11.6,1.7,1.7,17.4,20.9,95,100,0.3,0.3,0.5,0.061,/wnba/players/f/frettla01w.html,2004
Gwen Jackson,TOT,F,33,426,33,426,14.5,0.546,0.5,0.065,0.344,10,13,7.2,0.8,0.8,12.3,14.6,110,103,1,0.1,1.2,0.111,/wnba/players/j/jacksgw01w.html,2004
Jae Kingi-Cross,TOT,G,18,143,18,143,9.2,0.504,0.417,0.389,0.611,4.9,6.8,16.1,2.1,1.3,28.3,11.3,95,100,0.1,0.1,0.2,0.053,/wnba/players/k/kingija01w.html,2004
Adrian Williams-Strong,TOT,C-F,23,294,23,294,11.6,0.425,0.4,0,0.2,7.5,11.5,9.6,3.8,1.9,19.1,24.5,79,95,-0.6,0.4,-0.2,-0.021,/wnba/players/w/williad01w.html,2004
La'Keshia Frett,CHA,F,10,71,10,71,5.5,0.48,0.462,0,0.462,6.6,10.4,12.4,0.9,2.5,39,20.1,68,103,-0.3,0,-0.2,-0.129,/wnba/players/f/frettla01w.html,2004
Gwen Jackson,SAS,F,19,290,19,290,11.5,0.533,0.479,0.021,0.438,9.4,12.6,7.4,0.6,0.9,16.1,11.9,106,104,0.5,0,0.5,0.069,/wnba/players/j/jacksgw01w.html,2004
Jae Kingi-Cross,DET,G,5,15,5,15,4.6,0.852,NA,NA,NA,0,4.1,10.5,0,0,53.2,11.6,87,106,0,0,0,-0.018,/wnba/players/k/kingija01w.html,2004
Adrian Williams-Strong,PHO,C-F,11,145,11,145,18.1,0.491,0.45,0,0.233,9.7,10.2,8.2,4.5,3.1,18.5,28.8,88,93,0,0.3,0.2,0.063,/wnba/players/w/williad01w.html,2004
La'Keshia Frett,NYL,F,16,276,16,276,16.6,0.517,0.482,0,0.365,7.1,9.5,11.4,1.9,1.5,12.4,21.1,101,100,0.5,0.2,0.8,0.11,/wnba/players/f/frettla01w.html,2004
Gwen Jackson,PHO,F,14,136,14,136,20.9,0.562,0.522,0.111,0.244,11.3,14,6.7,1.3,0.7,7.4,20.4,116,99,0.6,0.1,0.7,0.2,/wnba/players/j/jacksgw01w.html,2004
Jae Kingi-Cross,PHO,G,13,128,13,128,9.7,0.474,0.417,0.389,0.389,5.5,7.2,16.8,2.3,1.4,24.9,11.3,96,99,0.1,0.1,0.2,0.061,/wnba/players/k/kingija01w.html,2004
Adrian Williams-Strong,SAS,C-F,12,149,12,149,5.3,0.333,0.333,0,0.156,5.5,12.7,11,3.2,0.6,20,20.3,66,98,-0.6,0.2,-0.4,-0.104,/wnba/players/w/williad01w.html,2004
Svetlana Abrosimova,MIN,F,31,777,31,777,14.4,0.493,0.455,0.297,0.264,5,9.1,17.4,3.6,0.6,20.6,24.9,89,96,-0.1,1.2,1.1,0.056,/wnba/players/a/abrossv01w.html,2005
Mactabene Amachree,WAS,F,3,3,3,3,26,0.532,0,0,2,0,0,0,0,0,0,32.7,127,110,0,0,0,0.32,/wnba/players/a/amachma01w.html,2005
Chantelle Anderson,SAS,C,34,669,34,669,8.3,0.512,0.466,0,0.258,5.9,9.1,3.8,0.7,1.8,21.7,19.4,86,106,-0.3,-0.1,-0.4,-0.024,/wnba/players/a/anderch01w.html,2005
Janeth Arcain,HOU,G,34,1079,34,1079,13.9,0.495,0.426,0.053,0.309,2.6,6.2,9.7,3,0.5,14,19.3,97,99,1.2,1.1,2.3,0.086,/wnba/players/a/arcaija01w.html,2005
Elena Baranova,NYL,F,33,953,33,953,18.4,0.553,0.511,0.36,0.233,6.1,16.5,12.7,1.6,4.1,18.5,18.1,103,95,1.8,1.5,3.3,0.138,/wnba/players/b/baranel01w.html,2005
Suzy Batkovic-Brown,SEA,C,29,461,29,461,17.7,0.499,0.443,0.04,0.333,7.6,13.1,11.3,2.1,4.1,13.8,23.8,100,95,0.9,0.8,1.7,0.144,/wnba/players/b/batkosu01w.html,2005
Jacqueline Batteast,MIN,F,8,46,8,46,-5.6,0,0,0,0,0,7.2,11.2,0,1.8,33.3,9.8,18,102,-0.3,0,-0.2,-0.203,/wnba/players/b/batteja01w.html,2005
Ashley Battle,SEA,F,2,8,2,8,2.7,0.5,0.5,0,0,0,16.1,0,0,0,33.3,17.7,63,97,0,0,0,-0.09,/wnba/players/b/battlas01w.html,2005
Alana Beard,WAS,G-F,30,1015,30,1015,17.1,0.465,0.419,0.248,0.257,3.3,9,19.2,2.6,0.9,12.2,26.6,94,99,1,1,2,0.08,/wnba/players/b/beardal01w.html,2005
Jenni Benningfield,IND,F,10,52,10,52,7.6,0.461,0.375,0.25,0.5,7.6,8,15.1,1.2,1.9,29.1,13.6,86,99,0,0.1,0,0.023,/wnba/players/b/bennije01w.html,2005
Tully Bevilaqua,IND,G,31,873,31,873,12.7,0.535,0.525,0.716,0.272,1.8,5,18.6,4.2,0,21.9,13.7,98,94,0.8,1.6,2.4,0.11,/wnba/players/b/beviltu01w.html,2005
Sue Bird,SEA,G,30,1020,30,1020,17.6,0.561,0.519,0.35,0.235,2.8,4.5,32.2,1.6,0.5,21.1,19.1,108,103,3,0.4,3.4,0.133,/wnba/players/b/birdsu01w.html,2005
Kara Braxton,DET,C-F,33,455,33,455,16.1,0.48,0.462,0.005,0.286,11,13.6,8,2.2,2.7,18,29.5,88,92,-0.2,1,0.8,0.07,/wnba/players/b/braxtka01w.html,2005
Coretta Brown,IND,G,6,23,6,23,11.1,0.6,0.6,1,0,0,6,27.2,2.6,0,37.5,17.9,85,96,0,0,0,0.035,/wnba/players/b/brownco01w.html,2005
Jessica Brungo,CON,F,12,48,12,48,-4.5,0.111,0.111,0.444,0,2.7,7.8,6.4,0,0,18.2,11.2,37,101,-0.2,0,-0.2,-0.152,/wnba/players/b/brungje01w.html,2005
Rebekkah Brunson,SAC,F,34,722,34,722,16.9,0.463,0.427,0,0.374,13.3,17.5,4.6,2.2,2,12.8,22.1,96,87,0.8,2.1,2.9,0.163,/wnba/players/b/brunsre01w.html,2005
Janell Burse,SEA,C,34,859,34,859,16.9,0.572,0.523,0,0.506,12.8,14.9,5.2,1.2,3.6,20.8,20.7,102,97,1.8,1.1,2.9,0.134,/wnba/players/b/burseja01w.html,2005
Edna Campbell,SAS,G,28,248,28,248,3.1,0.356,0.351,0.284,0.015,1.1,3.8,11.8,1.7,0,18.2,17,69,107,-0.7,-0.1,-0.7,-0.121,/wnba/players/c/campbed01w.html,2005
Dominique Canty,HOU,G,33,997,33,997,12.2,0.471,0.399,0.017,0.462,3.6,7.8,19.1,1.7,0.2,19,18.4,93,101,0.6,0.7,1.2,0.049,/wnba/players/c/cantydo01w.html,2005
Jamie Carey,CON,G,15,85,15,85,7.7,0.474,0.474,0.684,0,3,4.4,13.9,1.3,0,17.4,13.2,95,101,0.1,0.1,0.1,0.054,/wnba/players/c/careyja01w.html,2005
Amisha Carter,NYL,F,3,13,3,13,-12.2,0,0,0,0,0,10.6,0,0,0,50,8.3,0,103,-0.1,0,-0.1,-0.216,/wnba/players/c/carteam01w.html,2005
Swin Cash*,DET,F,21,458,21,458,10.2,0.425,0.389,0.079,0.254,11,11.9,19,1.5,1.2,25.1,19,83,95,-0.5,0.7,0.2,0.017,NA,2005
Iziane Castro Marques,SEA,F-G,33,879,33,879,10.1,0.491,0.434,0.298,0.302,3.5,7.1,10,1.1,0.4,17.7,17.9,95,102,0.6,0.4,1,0.047,/wnba/players/c/castriz01w.html,2005
Tamika Catchings*,IND,F,34,1174,34,1174,25.1,0.506,0.426,0.3,0.471,7.7,15.6,28.2,4.7,1.3,15.5,25.6,105,87,3.7,3.4,7.1,0.241,NA,2005
Kaayla Chones,WAS,C,12,61,12,61,4,0.457,0.429,0,0.214,4.4,6.9,3.2,1,0,20.7,16.5,79,104,-0.1,0,-0.1,-0.048,/wnba/players/c/choneka01w.html,2005
Kayte Christensen,PHO,F,11,108,11,108,9.3,0.498,0.467,0,0.467,10.8,13.3,11.9,3.7,3.8,35.6,12.6,84,93,-0.1,0.2,0.1,0.048,/wnba/players/c/chriska01w.html,2005
Shameka Christon,NYL,G,34,809,34,809,16.1,0.512,0.456,0.33,0.281,4.6,7.9,11,2.5,2,14.1,23.6,99,100,1.3,0.6,1.9,0.096,/wnba/players/c/chrissh01w.html,2005
Edniesha Curry,LAS,G,13,113,13,113,8,0.449,0.435,0.696,0.261,4.7,6.5,18.3,3.5,0.8,28.1,15.3,83,98,-0.1,0.1,0,0.011,/wnba/players/c/curryed01w.html,2005
Helen Darling,CHA,G,31,600,31,600,9.8,0.471,0.364,0.364,0.659,1.1,5.5,27,4.1,0,31,13.9,86,100,-0.3,0.5,0.3,0.017,/wnba/players/d/darlihe01w.html,2005
Anna DeForge,PHO,G,33,1131,33,1131,14.9,0.519,0.455,0.396,0.33,3.6,6.6,14.7,2.1,0.5,16.3,21.3,101,102,2.1,0.6,2.7,0.096,/wnba/players/d/deforan01w.html,2005
Jennifer Derevjanik,CON,G,34,359,34,359,3.5,0.413,0.386,0.318,0.727,3.6,5.2,17.1,1.8,0.4,47.2,7.5,76,99,-0.4,0.4,0,-0.002,/wnba/players/d/derevje01w.html,2005
Tai Dillard,SAS,G,10,51,10,51,0.4,0.253,0.25,0.188,0.25,2.8,8,12.2,2.3,0,14.5,20.9,56,103,-0.3,0,-0.3,-0.204,/wnba/players/d/dillata01w.html,2005
Tamecka Dixon,LAS,G,30,607,30,607,12.2,0.466,0.409,0.032,0.26,5.2,7.3,23.6,2.2,0.3,18.9,16.9,97,101,0.6,0.4,1,0.067,/wnba/players/d/dixonta01w.html,2005
Katie Douglas,CON,G-F,32,998,32,998,18.1,0.524,0.467,0.382,0.368,5.8,8.1,17,2.8,0.3,13.9,19.1,108,96,2.8,1.5,4.3,0.171,/wnba/players/d/douglka01w.html,2005
Margo Dydek,CON,C,31,671,31,671,21,0.59,0.54,0.012,0.401,5.2,18.1,10.4,0.7,8.5,19.8,17.3,105,87,1.4,1.9,3.3,0.199,/wnba/players/d/dydekma01w.html,2005
Simone Edwards,SEA,C,28,201,28,201,14.1,0.594,0.585,0,0.293,6.1,9.9,2.7,1.1,0.8,8,11.8,120,101,0.5,0.1,0.7,0.136,/wnba/players/e/edwarsi01w.html,2005
Shyra Ely-Gash,SAS,F,31,528,31,528,8.6,0.466,0.413,0.235,0.295,3,8,10.9,0.8,0.6,18.1,17.7,87,106,-0.2,-0.1,-0.3,-0.022,/wnba/players/e/elysh01w.html,2005
Barbara Farris,DET,F-C,34,444,34,444,4.6,0.429,0.342,0,0.74,8.4,11.7,7.9,1,0.2,30.8,14.7,75,96,-0.8,0.6,-0.2,-0.017,/wnba/players/f/farriba01w.html,2005
Allison Feaster,CHA,F,21,666,21,666,11.1,0.536,0.491,0.531,0.241,1.8,3.9,16.4,1.3,0.3,17.5,16.6,101,107,1,-0.2,0.8,0.046,/wnba/players/f/feastal01w.html,2005
Sui Feifei,SAC,G,5,24,5,24,6.7,0.451,0.25,0.167,0.667,0,2.8,21.3,0,0,20.5,19.7,95,98,0,0,0,0.08,/wnba/players/f/feifesu01w.html,2005
Marie Ferdinand-Harris,SAS,G,31,999,31,999,15.2,0.465,0.397,0.182,0.374,5.7,7.9,15.8,2.7,0.4,14.4,25,93,104,0.6,0.2,0.9,0.036,/wnba/players/f/ferdima01w.html,2005
Cheryl Ford,DET,F,33,932,33,932,16.4,0.454,0.43,0,0.538,14.5,21.4,5.9,2,4.6,16.7,20.7,91,87,0.2,2.7,2.9,0.123,/wnba/players/f/fordch01w.html,2005
La'Keshia Frett,NYL,F,33,361,33,361,11.5,0.509,0.477,0,0.216,6.2,7.3,10.4,2,1,15.7,17.1,98,103,0.4,0.1,0.6,0.062,/wnba/players/f/frettla01w.html,2005
Yolanda Griffith*,SAC,C-F,34,962,34,962,24,0.541,0.485,0,0.487,11.6,15.7,12.1,2.5,3,13.6,25.3,108,86,3.5,2.9,6.4,0.268,NA,2005
Gordana Grubin,LAS,G,9,41,9,41,-3.3,0.051,0,0.25,0.5,3.2,9.7,19,1.4,0,17,13.9,37,100,-0.2,0,-0.2,-0.208,/wnba/players/g/grubigo01w.html,2005
Becky Hammon,NYL,G,34,1165,34,1165,21.1,0.601,0.528,0.53,0.39,2.6,6.8,26.5,3.2,0.1,21.4,23.2,108,101,4.1,0.8,4.9,0.168,/wnba/players/h/hammobe01w.html,2005
Lisa Harrison,PHO,F,27,297,27,297,5.9,0.51,0.441,0.029,0.412,5.7,8.6,6,1,0.3,23,8.5,97,103,0.2,0.1,0.2,0.033,/wnba/players/h/harrili01w.html,2005
Kristi Harrower,MIN,G,34,832,34,832,10.5,0.468,0.424,0.45,0.238,1.8,6.5,22.1,2.7,0.1,24.5,13.2,91,99,0.1,0.8,0.9,0.045,/wnba/players/h/harrokr01w.html,2005
Vanessa Hayden,MIN,C,31,595,31,595,16.5,0.456,0.433,0,0.303,10.8,18,9.4,1.5,9.5,18.9,27.9,83,90,-0.8,1.4,0.6,0.042,/wnba/players/h/haydeva01w.html,2005
Kristin Haynie,SAC,G,30,434,30,434,11.4,0.409,0.363,0.274,0.197,5.6,9.7,18.5,4.4,0.2,21.6,18.1,84,86,-0.3,1.3,1,0.093,/wnba/players/h/haynikr01w.html,2005
Doneeka Lewis,LAS,G,32,669,32,669,11.9,0.53,0.513,0.439,0.159,1.6,4.7,21.1,1.5,1,22.2,15.6,97,103,0.6,0.2,0.9,0.051,/wnba/players/h/hodgedo01w.html,2005
Roneeka Hodges,HOU,G,26,188,26,188,6.1,0.345,0.33,0.553,0.043,6.8,6.5,6.7,1,0,5.9,14,86,105,-0.1,0,-0.1,-0.012,/wnba/players/h/hodgero01w.html,2005
Ebony Hoffman,IND,F,33,497,33,497,12.6,0.464,0.409,0.017,0.259,9,13.5,6.8,2.6,1.9,15.1,15.7,96,93,0.4,1,1.4,0.11,/wnba/players/h/hoffmeb01w.html,2005
Chamique Holdsclaw,LAS,F,33,1183,33,1183,21.4,0.539,0.483,0.029,0.356,9.6,12.5,19.1,1.8,1.3,16,25.3,105,99,3.7,1.1,4.8,0.162,/wnba/players/h/holdsch01w.html,2005
Sandora Irvin,PHO,F,12,122,12,122,19.2,0.435,0.364,0.182,0.341,17,18.2,8.3,2.3,4,3.8,20.8,109,95,0.4,0.2,0.6,0.191,/wnba/players/i/irvinsa01w.html,2005
Dalma Ivanyi,SAS,G,30,577,30,577,6.8,0.532,0.522,0.672,0.119,1.2,5.9,22.7,2.6,0,42.9,11,78,104,-0.7,0.1,-0.5,-0.037,/wnba/players/i/ivanyda01w.html,2005
Deanna Jackson,IND,F,34,472,34,472,15.2,0.48,0.403,0.022,0.489,10.3,11.3,10.9,2.2,2.5,15.9,21.9,97,95,0.6,0.8,1.3,0.113,/wnba/players/j/jacksde01w.html,2005
Gwen Jackson,PHO,F,11,121,11,121,8.8,0.541,0.538,0.154,0.231,8.6,12.4,5,0,2,25.9,15.4,88,102,0,0,0,0.008,/wnba/players/j/jacksgw01w.html,2005
Lauren Jackson*,SEA,F-C,34,1176,34,1176,26.7,0.564,0.496,0.262,0.402,11,17.1,9.9,1.7,4.5,10,23.7,118,94,6,2.1,8.2,0.278,NA,2005
Tamicha Jackson,WAS,G,8,68,8,68,0.7,0.167,0.173,0.346,0.077,2,6.2,26.5,4.4,0,13,23.7,51,97,-0.5,0.1,-0.4,-0.237,/wnba/players/j/jacksta02w.html,2005
Amber Jacobs,MIN,G,33,478,33,478,10.8,0.518,0.481,0.51,0.279,1.1,2.6,28.4,2.3,0.7,28.3,17,91,102,0.1,0.3,0.3,0.029,/wnba/players/j/jacobam01w.html,2005
Shannon Johnson,SAS,G,34,1104,34,1104,13.5,0.527,0.423,0.373,0.564,2.2,5.6,29.7,2.4,0.4,27.3,19.2,93,105,0.7,0.1,0.8,0.028,/wnba/players/j/johnssh01w.html,2005
Temeka Johnson,WAS,G,34,973,34,973,17.2,0.521,0.482,0.158,0.242,1.8,7.5,37.5,2.7,0.1,22.6,20.9,99,100,1.7,0.8,2.5,0.103,/wnba/players/j/johnste01w.html,2005
Vickie Johnson,NYL,G-F,34,1023,34,1023,18.8,0.571,0.529,0.309,0.309,5.4,8,19.1,1.4,0.2,12.5,18.6,115,104,3.9,0.1,4.1,0.159,/wnba/players/j/johnsvi01w.html,2005
Asjha Jones,CON,F,33,705,33,705,16.1,0.502,0.487,0.018,0.204,9.9,10.7,11.7,0.8,0.8,14.5,24.3,98,99,1.1,0.7,1.8,0.101,/wnba/players/j/jonesas01w.html,2005
Susan King Borchardt,MIN,G,3,17,3,17,10.4,0.543,0,0,4,0,3.9,10.1,0,4.9,0,8.1,137,103,0.1,0,0.1,0.139,/wnba/players/k/kingbsu01w.html,2005
Laurie Koehn,WAS,G,30,229,30,229,22.2,0.696,0.69,0.949,0.063,2.4,3.4,9.7,0.5,0,6.9,19.9,129,107,1.3,-0.1,1.2,0.21,/wnba/players/k/koehnla01w.html,2005
Cathrine Kraayeveld,NYL,F,17,196,17,196,14.5,0.56,0.5,0.436,0.273,9.9,9.5,5.3,1.2,3.5,21.6,21.7,97,103,0.3,0.1,0.3,0.066,/wnba/players/k/kraayca01w.html,2005
Sheila Lambert,DET,G,12,152,12,152,3.9,0.35,0.322,0.156,0.111,1.6,6.9,27.2,3,0.6,33.7,21.8,62,93,-0.8,0.3,-0.5,-0.123,/wnba/players/l/lambesh01w.html,2005
Amanda Lassiter,MIN,F,31,388,31,388,7.5,0.446,0.435,0.626,0.096,3.5,7.8,12.2,2.1,0.9,19.5,19.1,83,99,-0.4,0.4,0,0.001,/wnba/players/l/lassiam01w.html,2005
Kara Lawson,SAC,G,24,508,24,508,17,0.594,0.561,0.547,0.209,1.8,4.4,14.6,1.5,0.6,12,17.5,118,94,1.9,0.9,2.8,0.218,/wnba/players/l/lawsoka01w.html,2005
Betty Lennox,SEA,G,28,800,28,800,15,0.491,0.43,0.248,0.277,3.6,10,14,2.4,0.5,17.6,25.3,94,97,0.7,1,1.7,0.083,/wnba/players/l/lennobe01w.html,2005
Lisa Leslie*,LAS,C,34,1096,34,1096,21.7,0.478,0.447,0.073,0.375,8.4,15,17.4,3.5,6.1,15.6,28.3,94,91,1,2.5,3.5,0.128,NA,2005
Stacey Lovelace,MIN,C,34,594,34,594,16.5,0.531,0.48,0.364,0.312,7.9,11.9,11.2,2.4,1.5,15.8,19.6,102,97,1.2,0.8,1.9,0.131,/wnba/players/l/lovelst01w.html,2005
Sancho Lyttle,HOU,F,33,460,33,460,19.3,0.59,0.584,0,0.396,10.9,19.5,7.4,2.6,0.6,16.2,16,110,94,1.2,0.8,2.1,0.178,/wnba/players/l/lyttlsa01w.html,2005
Mwadi Mabika,LAS,G,17,367,17,367,7.7,0.378,0.365,0.402,0.164,2.9,4.9,14.8,2.3,0,9.7,19.1,85,102,-0.2,0.2,0,-0.002,/wnba/players/m/mabikmw01w.html,2005
Laura Macchi,LAS,F,13,148,13,148,14.1,0.521,0.481,0.528,0.321,5.4,8.1,9.5,3.1,0.6,17.7,24,95,98,0.1,0.2,0.3,0.083,/wnba/players/m/macchla01w.html,2005
Hamchetou Maiga-Ba,SAC,F,34,408,34,408,10.8,0.441,0.45,0,0.267,9.7,11.1,15.2,3.4,1.4,22.3,22.4,82,87,-0.6,1.1,0.6,0.058,/wnba/players/m/maigaha01w.html,2005
Kristen Mann,MIN,F,24,185,24,185,19.8,0.53,0.5,0.15,0.267,8,12.5,14.1,2.5,0.5,9.5,20,109,97,0.5,0.2,0.8,0.171,/wnba/players/m/mannkr01w.html,2005
Nuria Martinez,MIN,G,1,2,1,2,-21.6,0,0,1,0,0,0,0,0,0,0,24.9,0,109,0,0,0,-0.586,/wnba/players/m/martinu01w.html,2005
Raffaella Masciadri,LAS,F,33,463,33,463,11,0.541,0.514,0.442,0.192,5.7,6.8,9.1,1.8,0.2,15.7,14,104,102,0.8,0.2,1,0.083,/wnba/players/m/mascira01w.html,2005
Caity Matter,CHA,G,10,56,10,56,4.7,0.324,0.269,0.538,0.154,0,3.7,21.3,1.1,0,12.6,14.4,80,107,-0.1,0,-0.1,-0.057,/wnba/players/m/matteca01w.html,2005
Katie Mattera,SAS,C,34,673,34,673,18.9,0.535,0.468,0,0.577,12,17.7,2.2,0.8,5.4,18.2,25.9,96,100,0.9,0.6,1.5,0.087,/wnba/players/m/matteka01w.html,2005
Kelly Mazzante,CHA,G,27,226,27,226,11.8,0.419,0.389,0.639,0.139,8.4,9.6,6.7,2.4,0,8.4,18.8,94,103,0.1,0.1,0.2,0.034,/wnba/players/m/mazzake01w.html,2005
Janel McCarville,CHA,F-C,28,311,28,311,9,0.41,0.34,0,0.5,14,17.1,7,2.3,2,26.5,13.6,81,99,-0.3,0.3,0,0.002,/wnba/players/m/mccarja01w.html,2005
Nikki McCray,SAS,G,23,302,23,302,1,0.284,0.25,0.323,0.177,3.3,4.5,10.3,2.1,0,21.2,14.4,60,107,-1,-0.1,-1.1,-0.143,/wnba/players/m/mccrani01w.html,2005
Teana Miller,CHA,C,31,362,31,362,13.5,0.529,0.484,0,0.396,10.9,12.6,4.4,2.3,4.4,19.6,18.7,95,99,0.3,0.3,0.6,0.069,/wnba/players/m/mckivte01w.html,2005
Taj McWilliams-Franklin,CON,F-C,34,1083,34,1083,22.8,0.556,0.5,0.049,0.374,9.3,14.2,11.8,2,1.8,12.2,21.8,112,93,4.2,2.1,6.3,0.232,/wnba/players/m/mcwilta01w.html,2005
Chasity Melvin,WAS,C-F,34,1050,34,1050,17.3,0.543,0.498,0.052,0.452,10.5,13.3,5.1,1.8,1.3,14.3,21.2,104,100,2.5,0.8,3.3,0.125,/wnba/players/m/melvich01w.html,2005
Miao Lijie,SAC,G,18,135,18,135,5,0.469,0.4,0.667,0.233,0,2,17.2,2.1,0.7,31.2,17.3,79,93,-0.2,0.3,0.1,0.015,/wnba/players/m/miaomi01w.html,2005
Coco Miller,WAS,G,34,500,34,500,14.4,0.465,0.453,0.15,0.063,6.5,8.3,18.4,3.1,0.6,14.6,20.1,94,99,0.4,0.5,0.8,0.067,/wnba/players/m/milleco01w.html,2005
Kelly Miller,IND,G,34,1057,34,1057,15.9,0.556,0.505,0.41,0.284,3.2,5.6,17,2.3,0.2,14.5,17.8,109,98,2.9,1.3,4.2,0.157,/wnba/players/m/milleke01w.html,2005
DeLisha Milton-Jones,WAS,F,33,1069,33,1069,17,0.526,0.476,0.36,0.299,5.7,11.3,11.2,3.2,1.6,16.7,22,98,97,1.5,1.5,3,0.112,/wnba/players/m/miltode01w.html,2005
Loree Moore,NYL,G,24,197,24,197,4.1,0.408,0.391,0.087,0.391,3,9.5,17.5,3.1,0,48.1,14.2,61,99,-0.7,0.2,-0.5,-0.107,/wnba/players/m/moorelo01w.html,2005
Tamara Moore,NYL,G,7,48,7,48,12.3,0.799,0.75,0.5,0.333,0,10.1,24.3,0,0,36.8,12.2,112,104,0.1,0,0.1,0.107,/wnba/players/m/mooreta01w.html,2005
Chelsea Newton,SAC,G,34,715,34,715,8.3,0.449,0.423,0.168,0.242,5.7,6.2,14.2,1.9,1.2,18.3,13.7,94,93,0.3,1.4,1.8,0.098,/wnba/players/n/newtoch01w.html,2005
Bernadette Ngoyisa,SAS,C,26,251,26,251,17.1,0.6,0.568,0,0.321,9.6,16.5,5.3,1.2,0.7,21.3,24,98,101,0.4,0.1,0.5,0.083,/wnba/players/n/ngoyibe01w.html,2005
Marlous Nieuwveen,LAS,C,7,16,7,16,1.9,0.667,0.667,0,0,16.5,8.3,0,0,0,40,15.1,83,109,0,0,0,-0.056,/wnba/players/n/nieuwma01w.html,2005
Deanna Nolan,DET,G-F,33,1213,33,1213,18.1,0.492,0.429,0.195,0.346,3.1,8,22.3,2.6,1.1,15.8,24.3,99,93,2.2,2.3,4.4,0.146,/wnba/players/n/nolande01w.html,2005
Nicole Ohlde,MIN,F-C,34,1038,34,1038,16.8,0.539,0.455,0.007,0.486,8.1,12.3,16.5,1.2,1.8,19.2,21.1,102,99,2.2,1,3.2,0.123,/wnba/players/o/ohldeni01w.html,2005
Murriel Page,WAS,F,34,589,34,589,8.4,0.441,0.42,0.185,0.067,4.8,9.9,7.9,1.5,1.5,15.8,12.9,89,101,-0.1,0.4,0.3,0.024,/wnba/players/p/pagemu01w.html,2005
Yolanda Paige,IND,G,13,78,13,78,9.5,0.337,0.295,0.227,0.182,3.4,8,34.1,1.6,0,20.2,19.6,79,98,-0.1,0.1,0,-0.02,/wnba/players/p/paigeyo01w.html,2005
Wendy Palmer,SAS,F,34,882,34,882,19.3,0.598,0.566,0.231,0.289,8.5,14.9,8.9,1.3,0.7,13.3,18.3,113,102,2.9,0.4,3.3,0.15,/wnba/players/p/palmewe01w.html,2005
Ticha Penicheiro,SAC,G,34,927,34,927,12.7,0.451,0.337,0.238,0.581,1.1,7.1,28.3,3,0.6,23.7,14.8,95,89,0.7,2.4,3.1,0.133,/wnba/players/p/penicti01w.html,2005
Jia Perkins,CHA,G,30,464,30,464,14,0.457,0.434,0.06,0.199,7.1,6.6,16.4,3.8,1.7,16.3,21.5,89,101,0,0.3,0.3,0.025,/wnba/players/p/perkiji01w.html,2005
Erin Perperoglou,SAC,F,23,209,23,209,18.4,0.691,0.7,0,0.85,8.6,9.4,13.6,4.4,2.2,32.1,18.8,99,86,0.3,0.6,1,0.182,/wnba/players/p/perpeer01w.html,2005
Tari Phillips,HOU,F-C,32,366,32,366,12.5,0.482,0.426,0,0.511,11.7,15.4,7.4,1.8,2,20.7,20.6,91,97,0.1,0.5,0.5,0.059,/wnba/players/p/phillta01w.html,2005
Elaine Powell,DET,G,29,671,29,671,11.8,0.478,0.437,0.014,0.458,4.5,7.4,22.6,2.4,0.6,23,15.4,92,95,0.2,1.1,1.3,0.079,/wnba/players/p/powelel01w.html,2005
Nicole Powell,SAC,F,34,988,34,988,16.6,0.522,0.483,0.502,0.227,4.1,8.5,12.4,2.3,1.5,11.2,19.3,109,90,2.7,2.4,5.2,0.209,/wnba/players/p/powelni01w.html,2005
Felicia Ragland,HOU,G,4,9,4,9,-7,0,0,0,0,0,0,17.8,0,0,0,5.8,49,108,0,0,0,-0.093,/wnba/players/r/raglafe01w.html,2005
Ruth Riley,DET,C,33,855,33,855,10,0.428,0.38,0.045,0.225,6,11.3,9.4,1.5,5,18.8,19.7,84,92,-0.8,1.8,1.1,0.051,/wnba/players/r/rileyru01w.html,2005
Ashley Robinson,PHO,C,34,658,34,658,6.4,0.353,0.326,0.008,0.295,9.5,11.7,8.7,1.7,4.2,20.7,13.5,78,98,-0.9,0.7,-0.1,-0.007,/wnba/players/r/robinas01w.html,2005
Crystal Robinson,NYL,F,32,969,32,969,10.6,0.486,0.455,0.478,0.17,4.5,7.1,11.7,1.3,0.4,13.6,15.5,99,104,1.2,0.1,1.3,0.052,/wnba/players/r/robincr01w.html,2005
Nykesha Sales,CON,F-G,34,1074,34,1074,20.1,0.502,0.468,0.241,0.224,4.3,7.2,14.2,3.2,0.7,10.8,27,102,94,2.7,1.8,4.5,0.167,/wnba/players/s/salesny01w.html,2005
Sheri Sam,CHA,G-F,34,1075,34,1075,13.1,0.456,0.411,0.149,0.286,6.7,9.4,20.1,2.5,0.2,19.1,24.8,87,102,-0.4,0.5,0,0.002,/wnba/players/s/samsh01w.html,2005
