player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Alanna Smith,PHO,F,19,296,19,0,15.6,2.3,5.4,0.422,0.5,2.3,0.233,1.7,3.1,0.559,1.1,1.5,0.69,1.1,3.6,1.2,0.3,0.8,0.9,2.5,6.1,/wnba/players/s/smithal01w.html,2020
Azura Stevens,CHI,F-C,13,355,13,13,27.3,4.5,9.1,0.5,1.2,3,0.385,3.4,6.1,0.557,1.3,1.5,0.85,1.4,5.9,1.5,0.9,1.8,1.5,3,11.5,/wnba/players/s/steveaz01w.html,2020
Breanna Stewart,SEA,F,20,607,20,20,30.4,6.7,14.8,0.451,1.8,4.8,0.368,4.9,10,0.49,4.7,5.2,0.894,1,8.3,3.6,1.7,1.3,2.6,2.3,19.7,/wnba/players/s/stewabr01w.html,2020
Kiah Stokes,NYL,C,22,601,22,22,27.3,2.3,6.2,0.372,0.9,3.9,0.235,1.4,2.4,0.596,0.2,0.3,0.571,1.3,6.7,1.2,0.5,1.2,1.3,2,5.7,/wnba/players/s/stokeki01w.html,2020
Shekinna Stricklen,ATL,F,22,482,22,15,21.9,2.1,6.3,0.341,1.5,4.5,0.333,0.6,1.8,0.359,0.4,0.4,1,0.2,1.9,0.6,0.3,0,0.7,2,6.1,/wnba/players/s/stricsh01w.html,2020
Sug Sutton,WAS,G,12,113,12,0,9.4,1,2.8,0.364,0.4,1.4,0.294,0.6,1.3,0.438,0.4,0.6,0.714,0,0.7,1,0.1,0,0.5,0.9,2.8,/wnba/players/s/suttosu01w.html,2020
Carolyn Swords,LVA,C,22,384,22,21,17.5,1,2.3,0.46,0,0,NA,1,2.3,0.46,0.8,1,0.773,1.5,4.6,0.9,0.2,0,0.8,1,2.9,/wnba/players/s/swordca01w.html,2020
Brittney Sykes,LAS,G,21,517,21,14,24.6,3.5,7.1,0.487,0.8,2.3,0.327,2.7,4.8,0.564,2.4,3,0.806,0.8,2.6,2.1,1.5,0.3,1.7,3,10.1,/wnba/players/s/sykesbr01w.html,2020
Diana Taurasi,PHO,G,19,533,19,19,28.1,5.1,12.4,0.409,3.2,8.8,0.365,1.8,3.6,0.515,5.4,5.9,0.912,0.1,4.2,4.5,1,0.4,2.3,2.7,18.7,/wnba/players/t/tauradi01w.html,2020
Alyssa Thomas,CON,F,21,689,21,21,32.8,5.8,11.6,0.5,0,0,0,5.8,11.6,0.502,3.9,5.6,0.686,1.9,9,4.8,2,0.3,2.5,2.8,15.5,/wnba/players/t/thomaal01w.html,2020
Jasmine Thomas,CON,G,19,485,19,19,25.5,4,9.9,0.404,1.1,3.3,0.333,2.9,6.6,0.44,1.1,1.2,0.913,0.2,1.7,4,1.3,0.3,2.4,1.6,10.2,/wnba/players/t/thomaja01w.html,2020
Kayla Thornton,DAL,F,22,557,22,14,25.3,2.5,5.7,0.429,1.1,3.3,0.347,1.3,2.5,0.537,1.3,1.5,0.875,1.5,5.1,0.8,0.9,0.2,1.1,3,7.3,/wnba/players/t/thornka01w.html,2020
Morgan Tuck,SEA,F,10,88,10,0,8.8,0.5,1.6,0.313,0.2,0.9,0.222,0.3,0.7,0.429,0.5,0.8,0.625,0.2,0.6,0.2,0.5,0,0.6,1.2,1.7,/wnba/players/t/tuckmo01w.html,2020
Brianna Turner,PHO,F,22,613,22,22,27.9,3,5.2,0.579,0,0,0,3,5.1,0.584,1.2,1.9,0.643,2.6,9,1.8,1.1,2,1.4,3,7.2,/wnba/players/t/turnebr01w.html,2020
Courtney Vandersloot,CHI,G,22,693,22,22,31.5,4.9,9.9,0.491,1.4,3.5,0.395,3.5,6.5,0.542,2.5,2.9,0.889,0.5,3.5,10,1.2,0.4,2.5,2.1,13.6,/wnba/players/v/vandeco01w.html,2020
Kia Vaughn,PHO,C,22,415,22,10,18.9,2.8,5.8,0.488,0,0.1,0,2.8,5.7,0.496,0.5,0.9,0.579,1.1,3.6,1.5,0.5,0.3,1.5,1.8,6.1,/wnba/players/v/vaughki01w.html,2020
Victoria Vivians,IND,G,6,85,6,0,14.2,1.7,4.8,0.345,0.3,1.8,0.182,1.3,3,0.444,1.2,1.3,0.875,0.3,2.3,0.5,0.2,0,1,2.5,4.8,/wnba/players/v/viviavi01w.html,2020
Megan Walker,NYL,F,18,205,18,0,11.4,1.4,4.3,0.321,0.3,2.4,0.14,1.1,1.9,0.543,0.2,0.3,0.6,0.6,1.5,0.3,0.2,0,0.4,0.8,3.3,/wnba/players/w/walkeme01w.html,2020
Shatori Walker-Kimbrough,PHO,G,21,400,21,10,19,2.6,6,0.429,1,2.4,0.431,1.5,3.6,0.427,1.1,1.2,0.92,0.3,1.6,1.5,1.1,0.4,1,1.1,7.3,/wnba/players/w/walkesh01w.html,2020
Avery Warley-Talbert,LVA,C,3,24,3,0,8,1,2.3,0.429,0,0,NA,1,2.3,0.429,0.7,1,0.667,1.7,2.7,1,0,0,0.7,2,2.7,/wnba/players/w/warleav01w.html,2020
Sami Whitcomb,SEA,G,22,363,22,0,16.5,2.8,6.4,0.443,1.5,3.8,0.381,1.4,2.5,0.536,1,1,1,0.2,2.3,2,0.7,0.1,1,1.4,8.1,/wnba/players/w/whitcsa01w.html,2020
Sydney Wiese,LAS,G,19,363,19,15,19.1,2.5,4.9,0.505,1.3,2.8,0.472,1.2,2.1,0.55,0.6,0.6,0.917,0.3,1.7,1.2,0.6,0.1,1.2,0.9,6.8,/wnba/players/w/wiesesy01w.html,2020
Courtney Williams,ATL,G,20,615,20,14,30.8,6.7,15.4,0.436,0.4,1.7,0.235,6.3,13.7,0.462,0.8,1.2,0.696,1.9,7.2,3.2,0.7,0.1,2.7,2,14.6,/wnba/players/w/willico01w.html,2020
Elizabeth Williams,ATL,C-F,22,647,22,22,29.4,4,8.1,0.489,0,0,NA,4,8.1,0.489,2.2,3,0.742,2.2,5.7,1.4,0.8,1.4,1.1,2.6,10.1,/wnba/players/w/williel01w.html,2020
Gabby Williams,CHI,F,22,546,22,4,24.8,3,7.2,0.424,0.9,3.2,0.286,2.1,4,0.534,0.7,1.1,0.64,0.9,4,2,1.3,0.2,1.7,1.5,7.7,/wnba/players/w/williga01w.html,2020
Riquna Williams,LAS,G,21,444,21,4,21.1,3.9,8.9,0.435,2,4.9,0.422,1.8,4,0.452,0.8,0.9,0.889,0.1,1.8,1.5,1.1,0.3,0.9,2,10.5,/wnba/players/w/williri02w.html,2020
Jocelyn Willoughby,NYL,F-G,22,383,22,5,17.4,1.8,5,0.358,0.7,1.7,0.405,1.1,3.3,0.333,1.6,1.9,0.833,0.7,2.4,0.9,0.7,0.3,1.5,2.3,5.8,/wnba/players/w/willojo01w.html,2020
A'ja Wilson,LVA,F,22,697,22,22,31.7,7.5,15.7,0.48,0,0,NA,7.5,15.7,0.48,5.4,6.9,0.781,1.5,8.5,2,1.2,2,1.6,2.2,20.5,/wnba/players/w/wilsoa01w.html,2020
Jackie Young,LVA,G,22,568,22,0,25.8,4.2,8.6,0.492,0.1,0.6,0.231,4.1,8,0.511,2.4,2.8,0.852,0.8,4.3,3,0.7,0.1,1.6,1.8,11,/wnba/players/y/youngja01w.html,2020
Amanda Zahui B.,NYL,C,21,531,21,20,25.3,3.1,8.8,0.353,1.6,4.8,0.34,1.5,4,0.369,1.2,1.7,0.694,0.7,8.5,1.9,0.9,1.2,2.6,3.1,9,/wnba/players/z/zahuiam01w.html,2020
Essence Carson,TOT,G,21,291,21,2,13.9,1.4,4.7,0.303,0.6,2.1,0.273,0.9,2.6,0.327,0.3,0.5,0.6,0.3,1.7,0.6,0.4,0.1,0.8,1,3.7,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,TOT,G,18,222,18,1,12.3,1.1,3.1,0.339,0.5,1.9,0.257,0.6,1.2,0.476,0.1,0.2,0.5,0.2,1.1,0.8,0.3,0.1,0.7,1,2.7,/wnba/players/g/gemelja01w.html,2020
Megan Huff,TOT,F,7,16,7,0,2.3,0,0.4,0,0,0.1,0,0,0.3,0,0,0,NA,0.3,0.6,0.1,0,0,0.4,0.4,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,TOT,F,5,28,5,0,5.6,0.4,1.6,0.25,0,0.6,0,0.4,1,0.4,0.8,1.2,0.667,0,0.8,0,0,0,0.6,0.6,1.6,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,TOT,G,9,100,9,2,11.1,1.8,3.8,0.471,1,1.6,0.643,0.8,2.2,0.35,0.6,0.6,1,0.4,1.3,1.3,0.7,0.2,0.4,1.2,5.1,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,TOT,F,10,95,10,0,9.5,1.3,2.9,0.448,0,0.5,0,1.3,2.4,0.542,0.9,1.1,0.818,1,3.3,0.5,0.1,0.2,1.1,1.1,3.5,/wnba/players/m/mavunst01w.html,2020
Erica McCall,TOT,F,20,183,20,0,9.2,0.8,2.3,0.356,0.1,0.2,0.25,0.8,2.1,0.366,0.9,1.1,0.818,1.2,2.5,0.2,0.4,0.4,0.5,1.2,2.6,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,TOT,G,17,257,17,0,15.1,1.1,3.7,0.302,0.2,2,0.118,0.9,1.7,0.517,1.3,1.3,1,0.5,2.1,1.8,1.1,0.1,0.9,1.3,3.8,/wnba/players/p/peddysh01w.html,2020
Essence Carson,WAS,G,10,168,10,0,16.8,1.7,5.9,0.288,0.6,2.3,0.261,1.1,3.6,0.306,0.3,0.6,0.5,0.6,1.8,0.5,0.5,0.1,1,0.9,4.3,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,CON,G,6,29,6,0,4.8,0.7,1.3,0.5,0.5,1,0.5,0.2,0.3,0.5,0,0,NA,0,0.3,0.2,0.3,0,0.5,0.8,1.8,/wnba/players/g/gemelja01w.html,2020
Megan Huff,MIN,F,3,5,3,0,1.7,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0.7,1,0.3,0,0,0,0.3,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,IND,F,1,2,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,0,0,0,0,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,CHI,G,4,6,4,0,1.5,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0.5,0,0.3,0,0,0.3,0,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,IND,F,5,59,5,0,11.8,1.6,3.6,0.444,0,0.4,0,1.6,3.2,0.5,1.8,2.2,0.818,1.4,4,0.6,0,0.4,1,0.6,5,/wnba/players/m/mavunst01w.html,2020
Erica McCall,ATL,F,1,5,1,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2,0,1,0,0,1,0,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,WAS,G,9,116,9,0,12.9,1,3.2,0.31,0.2,1.7,0.133,0.8,1.6,0.5,1.3,1.3,1,0.2,1.2,1.2,0.8,0,0.9,0.9,3.6,/wnba/players/p/peddysh01w.html,2020
Essence Carson,CON,G,11,123,11,2,11.2,1.2,3.6,0.325,0.5,1.9,0.286,0.6,1.7,0.368,0.3,0.4,0.75,0.1,1.5,0.6,0.4,0.1,0.5,1.1,3.2,/wnba/players/c/carsoes01w.html,2020
Jacki Gemelos,WAS,G,12,193,12,1,16.1,1.3,4,0.313,0.5,2.4,0.207,0.8,1.6,0.474,0.2,0.3,0.5,0.3,1.4,1.2,0.3,0.1,0.8,1.1,3.2,/wnba/players/g/gemelja01w.html,2020
Megan Huff,LVA,F,4,11,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,NA,0,0.3,0,0,0,0.8,0.5,0,/wnba/players/h/huffme01w.html,2020
Alisia Jenkins,CHI,F,2,3,2,0,1.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/j/jenkial01w.html,2020
Stella Johnson,WAS,G,5,94,5,2,18.8,3.2,6.6,0.485,1.8,2.8,0.643,1.4,3.8,0.368,1,1,1,0.8,2,2.4,1,0.4,0.8,2,9.2,/wnba/players/j/johnsst01w.html,2020
Stephanie Mavunga,CHI,F,5,36,5,0,7.2,1,2.2,0.455,0,0.6,0,1,1.6,0.625,0,0,NA,0.6,2.6,0.4,0.2,0,1.2,1.6,2,/wnba/players/m/mavunst01w.html,2020
Erica McCall,MIN,F,19,178,19,0,9.4,0.8,2.4,0.356,0.1,0.2,0.25,0.8,2.2,0.366,0.9,1.2,0.818,1.2,2.5,0.2,0.3,0.4,0.5,1.2,2.7,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,PHO,G,8,141,8,0,17.6,1.3,4.3,0.294,0.3,2.4,0.105,1,1.9,0.533,1.3,1.3,1,0.9,3,2.4,1.5,0.1,0.9,1.8,4,/wnba/players/p/peddysh01w.html,2020
Alisia Jenkins,PHO,F,2,23,2,0,11.5,1,4,0.25,0,1.5,0,1,2.5,0.4,2,3,0.667,0,1.5,0,0,0,1.5,1.5,4,/wnba/players/j/jenkial01w.html,2020
Natalie Achonwa,MIN,F,21,253,21,1,12,1.2,2.9,0.426,0,0,0,1.2,2.9,0.433,1.2,1.3,0.893,0.6,2.1,1.2,0.6,0.2,0.6,1.6,3.7,/wnba/players/a/achonna01w.html,2021
Bella Alarie,DAL,C-F,31,407,31,11,13.1,1,2.1,0.5,0,0.1,0,1,2,0.516,0.5,0.6,0.85,1.4,3.3,0.5,0.6,0.6,0.6,1.4,2.6,/wnba/players/a/alaribe01w.html,2021
Lindsay Allen,IND,G,32,571,32,8,17.8,2,4.8,0.428,0.4,1.5,0.298,1.6,3.3,0.486,0.9,1.2,0.811,0.3,1.5,3,0.5,0.1,1,1.1,5.4,/wnba/players/a/allenli01w.html,2021
Rebecca Allen,NYL,G,25,615,25,13,24.6,3,8.6,0.343,1.9,5,0.381,1,3.6,0.289,1.3,1.5,0.892,0.8,3.7,1.1,1.6,1.2,0.8,2.2,9.2,/wnba/players/a/allenre01w.html,2021
Jillian Alleyne,WAS,C-F,2,8,2,0,4,0,1,0,0,0,NA,0,1,0,0,0,NA,0.5,2,0,0.5,0,0,0,0,/wnba/players/a/alleyji01w.html,2021
Ariel Atkins,WAS,G,30,918,30,30,30.6,5.4,13.2,0.407,2.2,6.1,0.359,3.2,7.1,0.448,3.3,3.9,0.831,1.1,2.8,2.6,1.6,0.5,2,3.2,16.2,/wnba/players/a/atkinar01w.html,2021
Rachel Banham,MIN,G,27,341,27,0,12.6,1.9,4.8,0.395,1,2.8,0.373,0.9,2,0.426,0.2,0.3,0.625,0.1,1.2,1.6,0.3,0.1,0.9,1.7,5,/wnba/players/b/banhara01w.html,2021
Monique Billings,ATL,F,31,740,31,9,23.9,3.2,6.5,0.495,0,0.1,0,3.2,6.5,0.5,1.7,2.5,0.675,2.8,6.5,1,1.2,1,1.4,2.5,8.1,/wnba/players/b/billimo01w.html,2021
Sue Bird,SEA,G,30,832,30,30,27.7,3.5,8.2,0.431,2.2,5.3,0.419,1.3,2.9,0.453,0.7,0.8,0.833,0.3,2.6,5.3,0.9,0.1,1.6,1,10,/wnba/players/b/birdsu01w.html,2021
DeWanna Bonner,CON,F-G,32,1022,32,32,31.9,5,12.6,0.395,1.4,4.3,0.317,3.6,8.3,0.436,3.9,4.3,0.892,0.7,6.4,3.5,1.3,0.7,2.2,1.6,15.2,/wnba/players/b/bonnede01w.html,2021
Brittany Boyd,CHI,G,2,22,2,0,11,0.5,2,0.25,0.5,1,0.5,0,1,0,0.5,1,0.5,0,1,2,1,0,2,1,2,/wnba/players/b/boydbr01w.html,2021
Crystal Bradford,ATL,G,24,440,24,9,18.3,3.4,8,0.429,1.2,3.4,0.358,2.2,4.6,0.482,0.8,1.6,0.462,1.3,3.8,1.5,1.2,0.4,1,2.3,8.8,/wnba/players/b/bradfcr01w.html,2021
Jessica Breland,IND,F,26,544,26,18,20.9,2.6,6.9,0.372,0.2,0.6,0.313,2.4,6.3,0.378,0.5,0.7,0.684,1.4,6.3,2,0.6,1.5,1.8,2,5.8,/wnba/players/b/brelaje01w.html,2021
Kalani Brown,ATL,C,1,5,1,0,5,1,3,0.333,0,0,NA,1,3,0.333,0,0,NA,0,1,0,0,0,0,0,2,/wnba/players/b/brownka01w.html,2021
Lexie Brown,CHI,G,17,162,17,0,9.5,0.6,2.2,0.263,0.5,1.9,0.242,0.1,0.3,0.4,0,0,NA,0,0.7,1.1,0.4,0,0.5,0.6,1.6,/wnba/players/b/brownle02w.html,2021
Kennedy Burke,SEA,G-F,23,176,23,0,7.7,1.1,2.4,0.446,0.3,0.8,0.333,0.8,1.7,0.5,0.4,0.7,0.625,0.3,0.8,0.3,0.3,0.1,0.5,0.6,2.9,/wnba/players/b/burkeke01w.html,2021
Liz Cambage,LVA,C,25,595,25,24,23.8,5.6,10.3,0.543,0.2,0.6,0.357,5.4,9.8,0.553,2.8,4,0.71,1.6,8.2,1.3,0.9,1.6,1.8,3,14.2,/wnba/players/c/cambael01w.html,2021
Jordin Canada,SEA,G,29,542,29,3,18.7,1.9,5,0.389,0.1,0.5,0.214,1.8,4.5,0.408,1.8,2.2,0.841,0.6,2.3,3,0.7,0.1,1.1,1,5.8,/wnba/players/c/canadjo01w.html,2021
Bridget Carleton,MIN,F,32,618,32,10,19.3,1.7,4.3,0.401,0.8,2.3,0.365,0.9,2,0.444,0.5,0.6,0.8,0.7,2.3,1.5,0.8,0.2,0.8,1.5,4.8,/wnba/players/c/carlebr01w.html,2021
DiJonai Carrington,CON,G-F,24,220,24,1,9.2,1.1,3.4,0.329,0.1,0.9,0.143,1,2.5,0.393,0.5,0.6,0.733,0.6,2,0.5,0.5,0.1,0.9,1.5,2.8,/wnba/players/c/carridi01w.html,2021
Chennedy Carter,ATL,G,11,280,11,11,25.5,5.5,12,0.455,0.1,0.8,0.111,5.4,11.2,0.48,3.2,3.6,0.875,0.5,1.3,3.3,0.7,0.4,2.1,3,14.2,/wnba/players/c/cartech01w.html,2021
Kaila Charles,CON,G-F,30,488,30,4,16.3,1.6,4.4,0.368,0.3,1.1,0.303,1.3,3.3,0.39,0.7,0.8,0.875,1.1,2.8,1.1,0.5,0.4,0.9,2,4.3,/wnba/players/c/charlka01w.html,2021
Tina Charles,WAS,C,27,900,27,27,33.3,8.8,19.6,0.449,1.9,5.1,0.365,7,14.6,0.478,3.9,4.7,0.82,2.7,9.6,2.1,0.9,0.9,2.2,2.3,23.4,/wnba/players/c/charlti01w.html,2021
Natasha Cloud,WAS,G,27,852,27,27,31.6,3,7.7,0.389,1,3.5,0.274,2,4.2,0.487,1.7,2,0.836,0.4,3.6,6.4,1.4,0.1,2.2,2.3,8.7,/wnba/players/c/cloudna01w.html,2021
Nia Coffey,LAS,F,32,805,32,17,25.2,2.9,6.9,0.421,1.6,3.8,0.417,1.3,3.2,0.426,0.9,1.1,0.778,0.6,3.8,0.9,0.8,1.2,1.4,2.7,8.3,/wnba/players/c/coffeni01w.html,2021
Charli Collier,DAL,F-C,28,345,28,18,12.3,1.4,3.1,0.465,0,0,NA,1.4,3.1,0.465,0.6,0.8,0.696,1.1,3.6,0.2,0.1,0.2,0.5,1.8,3.4,/wnba/players/c/collich01w.html,2021
Napheesa Collier,MIN,F,29,1003,29,29,34.6,6,13.7,0.441,0.7,2.9,0.253,5.3,10.8,0.49,3.4,3.9,0.86,1.7,6.6,3.2,1.3,1.3,2.3,2.8,16.2,/wnba/players/c/collina01w.html,2021
Te'a Cooper,LAS,G,31,682,31,13,22,3.1,8.3,0.379,0.8,2.4,0.324,2.4,5.9,0.401,2,2.7,0.75,0.1,1.7,1.4,0.9,0.2,1.8,2.2,9.1,/wnba/players/c/coopete01w.html,2021
Kahleah Copper,CHI,G-F,32,986,32,32,30.8,5.4,11.8,0.459,0.8,2.7,0.306,4.6,9.1,0.503,2.8,3.4,0.818,1.2,4.2,1.8,0.8,0.3,1.9,3,14.4,/wnba/players/c/coppeka01w.html,2021
Sophie Cunningham,PHO,G,30,524,30,4,17.5,2,4.5,0.437,1.1,2.6,0.41,0.9,1.9,0.474,0.6,0.9,0.704,0.3,2,1.1,0.5,0.2,0.5,1.9,5.6,/wnba/players/c/cunniso01w.html,2021
Crystal Dangerfield,MIN,G,31,623,31,10,20.1,2.8,7.2,0.388,0.9,2.5,0.359,1.9,4.7,0.404,1.2,1.4,0.857,0.3,2,2.8,0.7,0.1,1.4,1.9,7.7,/wnba/players/d/dangecr01w.html,2021
Damiris Dantas,MIN,F,24,572,24,20,23.8,2.8,7.3,0.377,1.4,4.3,0.333,1.3,3,0.438,0.8,1,0.75,0.6,4,2.3,0.4,0.3,1.8,2,7.7,/wnba/players/d/dantada01w.html,2021
Elena Delle Donne,WAS,F-G,3,52,3,3,17.3,4.3,9,0.481,1,1.7,0.6,3.3,7.3,0.455,4,4,1,1,4.3,0.7,0,0.3,0.7,0.7,13.7,/wnba/players/d/delleel01w.html,2021
Diamond DeShields,CHI,G,32,860,32,22,26.9,3.8,9.8,0.393,0.8,2.5,0.3,3.1,7.3,0.425,2.8,3.5,0.82,0.4,3.5,2.3,1.2,0.4,1.9,3.2,11.3,/wnba/players/d/deshidi01w.html,2021
Blake Dietrick,ATL,G,9,141,9,0,15.7,0.9,3,0.296,0.6,1.8,0.313,0.3,1.2,0.273,0,0,NA,0.3,1.6,1.2,0.6,0.1,0.6,2.2,2.3,/wnba/players/d/dietrbl01w.html,2021
Skylar Diggins-Smith,PHO,G,32,1040,32,32,32.5,5.5,12.3,0.45,1.6,4.2,0.37,4,8.1,0.492,5.1,6.2,0.818,0.5,3.2,5.3,1.1,0.8,2.6,2.2,17.7,/wnba/players/d/diggisk01w.html,2021
Stefanie Dolson,CHI,C,24,480,24,15,20,3,6.1,0.486,0.8,2,0.404,2.2,4.1,0.525,0.8,0.8,0.947,0.7,3.5,1.3,0.3,0.8,1.3,2.7,7.5,/wnba/players/d/dolsost01w.html,2021
Chelsea Dungee,DAL,G,14,64,14,0,4.6,0.2,1.2,0.176,0.1,0.7,0.2,0.1,0.5,0.143,0,0,NA,0.1,0.2,0.1,0,0.1,0.1,0.5,0.6,/wnba/players/d/dungech01w.html,2021
Sylvia Fowles,MIN,C,31,934,31,31,30.1,6.7,10.5,0.64,0,0,NA,6.7,10.5,0.64,2.6,3.4,0.755,2.1,10.1,1.4,1.8,1.8,2.3,2.5,16,/wnba/players/f/fowlesy01w.html,2021
Kysre Gondrezick,IND,G,19,173,19,0,9.1,0.7,2.4,0.283,0.4,1.5,0.286,0.3,0.9,0.278,0.1,0.2,0.5,0.2,1,0.9,0.4,0,0.9,0.7,1.9,/wnba/players/g/gondrky01w.html,2021
Aleah Goodman,CON,G,1,3,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,1,0,/wnba/players/g/goodmal01w.html,2021
Haley Gorecki,PHO,G,3,6,3,0,2,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.7,0,0,0,0.3,0,0,/wnba/players/g/gorecha01w.html,2021
Allisha Gray,DAL,G,25,694,25,16,27.8,4.2,9.7,0.438,1.2,3.3,0.366,3,6.4,0.475,2.2,2.6,0.862,1.3,5.2,1.7,1,0.8,1.4,2.1,11.9,/wnba/players/g/grayal01w.html,2021
Chelsea Gray,LVA,G,32,926,32,32,28.9,4.6,10.2,0.454,0.8,2.2,0.38,3.8,8,0.475,1,1.1,0.889,0.5,2.9,5.9,1.2,0.3,2.8,1.3,11.1,/wnba/players/g/graych01w.html,2021
Reshanda Gray,NYL,F,15,210,15,0,14,2.3,4.3,0.531,0.1,0.6,0.222,2.1,3.7,0.582,1.2,1.7,0.692,0.9,3.5,0.3,0.3,0.3,1.4,3.1,5.9,/wnba/players/g/grayre01w.html,2021
Brittney Griner,PHO,C,30,983,30,30,32.8,8.3,14.4,0.575,0.1,0.3,0.444,8.1,14.1,0.578,3.8,4.5,0.846,2.4,9.5,2.7,0.4,1.9,2.2,2.4,20.5,/wnba/players/g/grinebr01w.html,2021
Arella Guirantes,LAS,G,25,291,25,2,11.6,1,3.8,0.274,0.2,1.1,0.222,0.8,2.7,0.294,0.8,1,0.808,0.2,1.3,0.6,0.3,0.2,0.5,1,3.2,/wnba/players/g/guiraar01w.html,2021
Megan Gustafson,WAS,C,11,109,11,1,9.9,1.7,2.9,0.594,0,0.2,0,1.7,2.7,0.633,0.5,0.8,0.667,1,3.6,0,0.2,0.1,0.8,0.9,4,/wnba/players/g/gustame01w.html,2021
Dearica Hamby,LVA,F,29,710,29,0,24.5,4.4,8,0.545,0.3,1.2,0.25,4.1,6.8,0.599,2.6,3.9,0.655,1.1,6.7,1.7,1.1,0.1,1.5,2,11.6,/wnba/players/h/hambyde01w.html,2021
Linnae Harper,MIN,G,1,5,1,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,0,0,2,0,/wnba/players/h/harpeli01w.html,2021
Isabelle Harrison,DAL,F,28,665,28,5,23.8,4.6,8.6,0.538,0,0,0,4.6,8.5,0.54,1.7,2.1,0.783,1.6,5.9,1.1,1.1,0.7,1.5,2.5,10.9,/wnba/players/h/harriis01w.html,2021
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/h/harrimi01w.html,2021
Tyasha Harris,DAL,G,32,522,32,3,16.3,1.5,4.5,0.336,0.6,1.8,0.339,0.9,2.6,0.333,0.8,0.9,0.833,0.3,1.6,2.7,0.4,0.3,1,1.3,4.4,/wnba/players/h/harrity01w.html,2021
Bria Hartley,PHO,G,6,51,6,0,8.5,1.5,2.7,0.563,0.7,1.2,0.571,0.8,1.5,0.556,0,0,NA,0.3,0.7,0.8,0.2,0,0.8,0.2,3.7,/wnba/players/h/hartlbr01w.html,2021
Bernadett Hatar,IND,C,7,106,7,2,15.1,2,4.1,0.483,0,0,NA,2,4.1,0.483,0.9,1,0.857,1,2.6,0.3,0.4,0.4,1.6,2.6,4.9,/wnba/players/h/hatarbe01w.html,2021
Tianna Hawkins,ATL,F,28,433,28,8,15.5,1.8,4.5,0.397,0.6,2.4,0.242,1.2,2.1,0.567,0.8,0.8,0.913,0.5,3.1,0.6,0.4,0.5,1.1,2.2,4.9,/wnba/players/h/hawkiti01w.html,2021
Tiffany Hayes,ATL,G,21,595,21,19,28.3,5,11.4,0.438,1.6,4,0.405,3.4,7.4,0.455,3,3.6,0.853,0.7,3.2,3,1.6,0.2,1.5,3.1,14.7,/wnba/players/h/hayesti01w.html,2021
Shyla Heal,CHI,G,4,31,4,0,7.8,0.3,2,0.125,0,0.8,0,0.3,1.3,0.2,1.5,1.5,1,0.3,0.8,0.8,0,0,2.5,1.5,2,/wnba/players/h/healsh01w.html,2021
Ruthy Hebard,CHI,F,30,505,30,6,16.8,2.4,4.6,0.529,0,0.1,0,2.4,4.5,0.537,0.9,1.1,0.794,1.4,4.4,0.8,0.7,0.7,0.6,2,5.8,/wnba/players/h/hebarru01w.html,2021
Natisha Hiedeman,CON,G,32,644,32,5,20.1,2.4,6.1,0.4,1.6,4,0.398,0.8,2.1,0.403,1.1,1.6,0.7,0.2,1.9,1.9,0.8,0.2,0.9,1.9,7.6,/wnba/players/h/hiedena01w.html,2021
Myisha Hines-Allen,WAS,F,18,462,18,17,25.7,4.9,11.9,0.414,0.7,2.3,0.317,4.2,9.7,0.437,2.3,3.1,0.732,1.8,7,2.5,1.3,0.6,1.8,2.5,12.9,/wnba/players/h/hinesmy01w.html,2021
