player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Tierra Ruffin-Pratt,WAS,G,33,598,33,10,18.1,1.7,5,0.341,0.5,1.5,0.314,1.2,3.4,0.354,1.6,1.9,0.855,0.7,2,1.5,0.6,0.2,0.8,1.6,5.5,/wnba/players/r/ruffiti01w.html,2018
Karlie Samuelson,LAS,F,20,84,20,0,4.2,0.4,0.9,0.389,0.3,0.8,0.313,0.1,0.1,1,0,0,NA,0.1,0.5,0.3,0.1,0.3,0.2,0.7,1,/wnba/players/s/samueka01w.html,2018
Shoni Schimmel,LVA,G,2,13,2,0,6.5,0,2.5,0,0,2,0,0,0.5,0,0,0,NA,0,1,0.5,0,0,0.5,0,0,/wnba/players/s/schimsh01w.html,2018
Odyssey Sims,LAS,G,34,867,34,24,25.5,3.1,7.9,0.388,0.4,1.6,0.273,2.6,6.3,0.418,1.7,2.3,0.722,0.4,2.5,2.8,0.6,0,1.5,1.6,8.2,/wnba/players/s/simsod01w.html,2018
Azura Stevens,DAL,F-C,34,700,34,9,20.6,3.3,7.6,0.43,0.8,2.6,0.318,2.4,5,0.488,1.5,1.9,0.788,1.7,4.6,1.3,0.9,1.1,1.5,2.1,8.9,/wnba/players/s/steveaz01w.html,2018
Breanna Stewart,SEA,F,34,1074,34,34,31.6,7.9,15,0.529,1.8,4.3,0.415,6.1,10.7,0.576,4.1,5.1,0.82,1.1,8.4,2.5,1.4,1.4,1.8,2,21.8,/wnba/players/s/stewabr01w.html,2018
Kiah Stokes,NYL,C,30,427,30,4,14.2,1.4,2.6,0.545,0,0,NA,1.4,2.6,0.545,0.3,0.5,0.533,1.4,4.5,0.4,0.4,0.6,0.7,1.9,3.1,/wnba/players/s/stokeki01w.html,2018
Shekinna Stricklen,CON,F,34,639,34,30,18.8,2.3,5.3,0.43,1.7,4,0.43,0.6,1.3,0.432,0.4,0.4,0.857,0.3,2.3,0.5,0.6,0.1,0.6,1.4,6.6,/wnba/players/s/stricsh01w.html,2018
Carolyn Swords,LVA,C,26,375,26,12,14.4,1.7,3,0.557,0,0,NA,1.7,3,0.557,0.5,0.6,0.875,1.7,4.7,0.9,0.2,0.7,0.8,2.1,3.9,/wnba/players/s/swordca01w.html,2018
Brittney Sykes,ATL,G,29,600,29,7,20.7,3.3,8.1,0.411,0.8,2.8,0.268,2.6,5.3,0.487,2.2,3.4,0.663,0.6,3.5,2.3,0.3,0.6,1.1,1.8,9.7,/wnba/players/s/sykesbr01w.html,2018
Stephanie Talbot,PHO,F,31,453,31,8,14.6,1.3,2.7,0.464,0.5,1.4,0.386,0.7,1.3,0.55,0.6,0.7,0.905,0.8,1.9,1.3,0.5,0.3,0.9,1.6,3.7,/wnba/players/t/talbost01w.html,2018
Diana Taurasi,PHO,G,33,989,33,33,30,6.1,13.7,0.446,3.2,8.4,0.383,2.9,5.3,0.545,5.2,5.6,0.925,0.1,3.5,5.3,0.9,0.2,2.6,3,20.7,/wnba/players/t/tauradi01w.html,2018
Asia Taylor,IND,F,14,116,14,0,8.3,0.6,2.1,0.31,0.1,0.4,0.2,0.6,1.7,0.333,0.5,0.6,0.778,0.6,1.8,0.4,0.2,0,0.8,0.9,1.9,/wnba/players/t/tayloas01w.html,2018
Alyssa Thomas,CON,F,24,734,24,24,30.6,4.1,8.8,0.464,0,0,0,4.1,8.8,0.467,2.2,4,0.547,2,8.1,4.2,1.2,0.4,2,2.9,10.3,/wnba/players/t/thomaal01w.html,2018
Jasmine Thomas,CON,G,34,956,34,34,28.1,4.7,11.8,0.398,1.4,4.4,0.311,3.4,7.5,0.449,2.1,2.4,0.855,0.8,3.3,4.8,1.1,0.2,2.5,2.1,12.9,/wnba/players/t/thomaja01w.html,2018
Krystal Thomas,WAS,C,24,237,24,7,9.9,0.8,1.8,0.429,0,0,NA,0.8,1.8,0.429,0.3,0.5,0.636,0.9,2.5,0.2,0.2,0.1,0.8,1.9,1.8,/wnba/players/t/thomakr01w.html,2018
Kayla Thornton,DAL,F,34,971,34,32,28.6,3.4,7.5,0.447,1.3,3.6,0.355,2.1,3.9,0.53,1.3,1.5,0.86,1.3,4,1.8,1,0.4,1.1,2.7,9.2,/wnba/players/t/thornka01w.html,2018
Kristi Toliver,WAS,G,33,1087,33,33,32.9,4.5,10.4,0.433,2.2,6.1,0.36,2.3,4.4,0.535,2.7,2.9,0.918,0.2,2.3,4.4,1.2,0,2.2,1.6,13.9,/wnba/players/t/tolivkr01w.html,2018
Morgan Tuck,CON,F,34,462,34,1,13.6,2.4,5,0.473,0.6,1.9,0.349,1.7,3.1,0.547,0.6,0.7,0.826,0.7,2.3,0.5,0.4,0.1,0.7,1.2,5.9,/wnba/players/t/tuckmo01w.html,2018
Yvonne Turner,PHO,G,32,426,32,3,13.3,1.5,3.9,0.376,0.7,2.2,0.324,0.8,1.7,0.444,0.5,0.7,0.682,0.2,1.8,1.3,0.7,0.1,0.6,1.1,4.1,/wnba/players/t/turneyv01w.html,2018
Maria Vadeeva,LAS,C,25,204,25,0,8.2,1.6,3,0.527,0.2,0.5,0.333,1.4,2.5,0.565,0.4,0.5,0.75,0.7,2.2,0.4,0.4,0.4,0.5,1.8,3.6,/wnba/players/v/vadeema01w.html,2018
Courtney Vandersloot,CHI,G,30,955,30,30,31.8,4.5,9.3,0.489,1.5,3.8,0.398,3,5.5,0.552,1.9,2.3,0.826,0.5,3.7,8.6,1.3,0.6,3.5,2.1,12.5,/wnba/players/v/vandeco01w.html,2018
Kia Vaughn,NYL,C,29,532,29,27,18.3,2.5,4.7,0.533,0,0,NA,2.5,4.7,0.533,0.6,1,0.643,1.2,4,0.7,0.7,0.2,1,1.7,5.7,/wnba/players/v/vaughki01w.html,2018
Victoria Vivians,IND,G,34,920,34,26,27.1,3.1,7.6,0.404,1.9,4.8,0.399,1.2,2.9,0.412,0.8,0.9,0.931,0.5,3.1,1.2,0.9,0.1,1,1.8,8.9,/wnba/players/v/viviavi01w.html,2018
Shatori Walker-Kimbrough,WAS,G,19,168,19,1,8.8,1.3,2.9,0.429,0.4,1.2,0.304,0.9,1.7,0.515,0.6,0.6,1,0.2,0.8,0.4,0.4,0.3,0.8,0.4,3.5,/wnba/players/w/walkesh01w.html,2018
Lindsay Whalen*,MIN,G,32,617,32,29,19.3,2,5.6,0.363,0.5,1.3,0.357,1.6,4.3,0.365,1.2,1.3,0.881,0.3,2.6,3.1,0.7,0.1,1.3,1.3,5.7,NA,2018
Erica Wheeler,IND,G,34,737,34,22,21.7,2.9,8.3,0.351,0.6,2.2,0.276,2.3,6.1,0.379,1.4,1.7,0.797,0.6,2.9,4.1,0.8,0.2,1.4,2.3,7.8,/wnba/players/w/wheeler01w.html,2018
Sami Whitcomb,SEA,G,31,265,31,0,8.5,1,2.8,0.349,0.8,2.2,0.362,0.2,0.5,0.294,0.2,0.2,1,0.2,0.9,0.5,0.5,0.1,0.5,0.6,2.9,/wnba/players/w/whitcsa01w.html,2018
Sydney Wiese,LAS,G,11,36,11,0,3.3,0,0.4,0,0,0.4,0,0,0,NA,0,0,NA,0,0.3,0.2,0,0,0.1,0.5,0,/wnba/players/w/wiesesy01w.html,2018
Courtney Williams,CON,G,30,812,30,29,27.1,5.7,12.5,0.456,0.7,1.8,0.377,5,10.7,0.469,0.6,0.8,0.68,1.5,5.9,3,0.8,0.1,1.8,1.6,12.6,/wnba/players/w/willico01w.html,2018
Elizabeth Williams,ATL,C-F,33,885,33,32,26.8,3.7,6.7,0.548,0,0,NA,3.7,6.7,0.548,1.8,3.1,0.563,2.2,5.8,1.4,0.8,1.8,1.2,2.7,9.1,/wnba/players/w/williel01w.html,2018
Gabby Williams,CHI,F,34,781,34,30,23,3,6.9,0.432,0.2,0.8,0.269,2.8,6.2,0.452,1.1,1.4,0.783,1.2,4.3,1.6,1.6,0.2,1.1,1.9,7.3,/wnba/players/w/williga01w.html,2018
Riquna Williams,LAS,G,33,546,33,3,16.5,2.5,6,0.407,1.5,3.9,0.375,1,2.2,0.465,0.7,0.9,0.8,0.4,1.4,0.7,0.7,0.1,0.5,1.6,7.1,/wnba/players/w/williri02w.html,2018
A'ja Wilson,LVA,F,33,1010,33,33,30.6,7.4,16.1,0.462,0,0,NA,7.4,16.1,0.462,5.8,7.5,0.774,2,8,2.2,0.8,1.7,1.4,2.1,20.7,/wnba/players/w/wilsoa01w.html,2018
Imani Wright,PHO,G,1,1,1,0,1,0,1,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/w/wrighim01w.html,2018
Tanisha Wright,MIN,G,33,586,33,4,17.8,1.5,4,0.383,0.6,1.5,0.396,1,2.6,0.376,0.6,0.8,0.741,0.3,1.6,2,0.5,0.1,1.3,1.9,4.3,/wnba/players/w/wrighta01w.html,2018
Tamera Young,LVA,F,33,881,33,25,26.7,3.9,9.6,0.408,0.1,0.4,0.308,3.8,9.2,0.413,2,2.8,0.707,1.1,5.1,2.8,1,0.2,1.7,2.1,9.9,/wnba/players/y/youngta01w.html,2018
Amanda Zahui B.,NYL,C,29,460,29,0,15.9,3.1,6.2,0.5,0.7,2.1,0.344,2.4,4.1,0.58,0.8,1.3,0.605,1.3,3,0.7,0.4,0.4,1.6,2.8,7.7,/wnba/players/z/zahuiam01w.html,2018
Cecilia Zandalasini,MIN,F,29,478,29,6,16.5,2.1,5.1,0.409,0.8,2.1,0.383,1.3,3.1,0.427,0.7,0.9,0.84,0.2,1.9,1.1,0.3,0,1.1,1.8,5.7,/wnba/players/z/zandace01w.html,2018
Shavonte Zellous,NYL,G,22,531,22,22,24.1,2.9,6.8,0.423,0.4,1.4,0.267,2.5,5.4,0.462,2.1,2.8,0.754,0.3,3.1,3,0.6,0.2,1.2,2.6,8.2,/wnba/players/z/zellosh01w.html,2018
Alex Bentley,TOT,G,35,745,35,0,21.3,3.7,9.5,0.387,1.1,3.6,0.307,2.5,5.8,0.436,1,1.3,0.723,0.3,1.5,3.3,1.1,0.1,1.6,2.2,9.4,/wnba/players/b/bentlal01w.html,2018
Layshia Clarendon,TOT,G,33,549,33,4,16.6,1.7,4.3,0.401,0.1,0.6,0.1,1.7,3.7,0.451,1.3,1.6,0.811,0.5,1.8,2.2,0.5,0,1.2,1.5,4.8,/wnba/players/c/clarela01w.html,2018
Tayler Hill,TOT,G,20,235,20,1,11.8,1.2,4.2,0.286,0.7,2.3,0.289,0.6,2,0.282,0.7,0.7,0.929,0.2,0.8,1,0.2,0.1,0.9,0.4,3.7,/wnba/players/h/hillta01w.html,2018
Maggie Lucas,TOT,G,8,56,8,0,7,0.1,2,0.063,0.1,1.6,0.077,0,0.4,0,0,0,NA,0.1,0.4,0,0.4,0,0.8,0,0.4,/wnba/players/l/lucasma01w.html,2018
Teana Muldrow,TOT,F,4,9,4,0,2.3,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.3,0,0,0,0,0.3,0,/wnba/players/m/muldrte01w.html,2018
Cappie Pondexter,TOT,G,30,545,30,14,18.2,2.8,7.4,0.381,0.4,1,0.367,2.5,6.4,0.383,1.3,1.5,0.867,0.2,1.8,1.8,0.5,0,0.9,1.5,7.3,/wnba/players/p/pondeca01w.html,2018
Aerial Powers,TOT,F-G,24,345,24,0,14.4,2,5.1,0.393,0.5,1.8,0.273,1.5,3.3,0.462,1.7,1.9,0.87,0.7,2.8,0.9,0.5,0.3,1.3,1.3,6.2,/wnba/players/p/powerae01w.html,2018
Mercedes Russell,TOT,C,24,133,24,0,5.5,0.7,1.4,0.471,0,0,NA,0.7,1.4,0.471,0.3,0.6,0.571,0.3,1.4,0.2,0.1,0.1,0.3,0.7,1.7,/wnba/players/r/russeme01w.html,2018
Alex Bentley,CON,G,19,413,19,0,21.7,3.8,9.6,0.396,1.1,3.6,0.304,2.7,5.9,0.451,1.3,1.6,0.833,0.5,1.4,3.2,1.3,0.1,1.6,2.3,10,/wnba/players/b/bentlal01w.html,2018
Layshia Clarendon,ATL,G,18,311,18,4,17.3,1.4,4.4,0.329,0.1,0.8,0.143,1.3,3.6,0.369,1.3,1.7,0.8,0.6,2.1,1.7,0.4,0,1.3,1.7,4.3,/wnba/players/c/clarela01w.html,2018
Tayler Hill,WAS,G,13,117,13,0,9,0.8,3,0.282,0.5,1.6,0.286,0.4,1.4,0.278,0.8,0.9,0.917,0.1,0.6,1,0.2,0.1,0.8,0.5,3,/wnba/players/h/hillta01w.html,2018
Maggie Lucas,ATL,G,7,36,7,0,5.1,0.1,1.6,0.091,0.1,1.4,0.1,0,0.1,0,0,0,NA,0.1,0.4,0,0.1,0,0.7,0,0.4,/wnba/players/l/lucasma01w.html,2018
Teana Muldrow,SEA,F,3,6,3,0,2,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.3,0,0,0,0,0,0,/wnba/players/m/muldrte01w.html,2018
Cappie Pondexter,LAS,G,13,134,13,0,10.3,1.2,3.3,0.349,0,0.2,0,1.2,3.2,0.366,1.3,1.5,0.895,0.2,1.1,0.8,0.2,0,0.3,1.2,3.6,/wnba/players/p/pondeca01w.html,2018
Aerial Powers,DAL,F-G,15,231,15,0,15.4,2,5.5,0.366,0.3,1.9,0.179,1.7,3.6,0.463,1.9,2.3,0.824,0.7,2.5,0.9,0.5,0.1,1.6,1.4,6.2,/wnba/players/p/powerae01w.html,2018
Mercedes Russell,NYL,C,2,32,2,0,16,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,1.5,2,0.75,0,1.5,1,1,0.5,0.5,1,2.5,/wnba/players/r/russeme01w.html,2018
Alex Bentley,ATL,G,16,332,16,0,20.8,3.5,9.3,0.376,1.1,3.6,0.31,2.4,5.7,0.418,0.6,1.1,0.529,0,1.5,3.4,0.9,0.1,1.6,2,8.7,/wnba/players/b/bentlal01w.html,2018
Layshia Clarendon,CON,G,15,238,15,0,15.9,2.1,4.2,0.492,0,0.4,0,2.1,3.8,0.544,1.3,1.5,0.826,0.5,1.6,2.7,0.5,0,0.9,1.1,5.4,/wnba/players/c/clarela01w.html,2018
Tayler Hill,DAL,G,7,118,7,1,16.9,1.9,6.4,0.289,1,3.4,0.292,0.9,3,0.286,0.3,0.3,1,0.3,1,1,0.1,0.1,0.9,0.3,5,/wnba/players/h/hillta01w.html,2018
Maggie Lucas,DAL,G,1,20,1,0,20,0,5,0,0,3,0,0,2,0,0,0,NA,0,0,0,2,0,1,0,0,/wnba/players/l/lucasma01w.html,2018
Teana Muldrow,DAL,F,1,3,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,/wnba/players/m/muldrte01w.html,2018
Cappie Pondexter,IND,G,17,411,17,14,24.2,4.1,10.6,0.389,0.6,1.6,0.393,3.5,8.9,0.388,1.3,1.5,0.846,0.3,2.4,2.6,0.7,0,1.4,1.8,10.2,/wnba/players/p/pondeca01w.html,2018
Aerial Powers,WAS,F-G,9,114,9,0,12.7,2,4.4,0.45,0.8,1.8,0.438,1.2,2.7,0.458,1.3,1.3,1,0.6,3.2,0.9,0.7,0.4,0.8,1,6.1,/wnba/players/p/powerae01w.html,2018
Mercedes Russell,SEA,C,22,101,22,0,4.6,0.7,1.4,0.484,0,0,NA,0.7,1.4,0.484,0.2,0.5,0.5,0.4,1.4,0.1,0,0.1,0.3,0.6,1.6,/wnba/players/r/russeme01w.html,2018
Natalie Achonwa,IND,F,30,636,30,18,21.2,3.3,6.8,0.488,0.1,0.4,0.25,3.2,6.4,0.503,2,2.2,0.909,1.6,5.2,1.6,0.6,0.7,1,2.6,8.7,/wnba/players/a/achonna01w.html,2019
Kayla Alexander,CHI,C,3,20,3,0,6.7,1,1.3,0.75,0,0,NA,1,1.3,0.75,1,1.3,0.75,0.7,2.3,0.3,0,0,0.3,1,3,/wnba/players/a/alexaka01w.html,2019
Rebecca Allen,NYL,G,24,412,24,2,17.2,2.7,6.5,0.417,1.2,2.8,0.426,1.5,3.7,0.409,0.5,0.7,0.813,0.5,2.5,0.7,0.5,0.8,0.7,2.1,7.2,/wnba/players/a/allenre01w.html,2019
Jillian Alleyne,MIN,C-F,5,14,5,0,2.8,0.4,1.2,0.333,0,0,NA,0.4,1.2,0.333,0,0,NA,0.4,1,0.2,0,0.2,0,0,0.8,/wnba/players/a/alleyji01w.html,2019
Ariel Atkins,WAS,G,33,804,33,33,24.4,3.7,9,0.416,1.5,4.3,0.357,2.2,4.6,0.471,1.3,1.6,0.811,0.7,2.8,2,1.5,0.5,1,2.2,10.3,/wnba/players/a/atkinar01w.html,2019
Seimone Augustus,MIN,G-F,12,156,12,7,13,1.7,5.3,0.313,0.2,1,0.167,1.5,4.3,0.346,0.3,0.3,0.75,0.2,0.6,1.3,0.4,0.1,1,0.4,3.8,/wnba/players/a/augusse01w.html,2019
Rachel Banham,CON,G,29,353,29,0,12.2,1.3,4,0.322,0.8,2.5,0.306,0.5,1.5,0.349,0.3,0.4,0.692,0,1,0.9,0.3,0.1,0.9,1.2,3.6,/wnba/players/b/banhara01w.html,2019
Alana Beard,LAS,G-F,16,235,16,3,14.7,1.4,3.1,0.449,0.1,0.3,0.2,1.3,2.8,0.477,0.4,0.6,0.778,0.1,1.5,1.4,0.8,0.2,0.6,1.3,3.3,/wnba/players/b/beardal01w.html,2019
Kenisha Bell,MIN,G,3,11,3,0,3.7,0,0.3,0,0,0.3,0,0,0,NA,0,0,NA,0,0.3,0.3,0,0,0.3,0.3,0,/wnba/players/b/bellke01w.html,2019
Alex Bentley,ATL,G,29,634,29,4,21.9,3.4,11.1,0.307,1.1,4.7,0.235,2.3,6.4,0.358,1,1.2,0.857,0.3,1.9,3,0.7,0.3,1.5,1.9,9,/wnba/players/b/bentlal01w.html,2019
Tiffany Bias,NYL,G,12,105,12,0,8.8,0.6,2.3,0.25,0.3,1.6,0.158,0.3,0.8,0.444,0.5,0.6,0.857,0,0.5,0.9,0.3,0,0.7,0.6,1.9,/wnba/players/b/biasti01w.html,2019
Monique Billings,ATL,F,29,553,29,2,19.1,1.9,5,0.389,0,0,1,1.9,4.9,0.385,1.6,2.1,0.783,2.1,6.9,0.6,0.6,0.4,1.6,2.3,5.5,/wnba/players/b/billimo01w.html,2019
DeWanna Bonner,PHO,F-G,34,1120,34,34,32.9,5.6,14.8,0.377,1.5,5.6,0.272,4.1,9.2,0.441,4.5,4.9,0.916,1,7.6,2.7,1.3,0.6,1.6,1.6,17.2,/wnba/players/b/bonnede01w.html,2019
Brittany Boyd,NYL,G,33,649,33,17,19.7,2.2,5.5,0.394,0.2,0.7,0.304,1.9,4.8,0.408,0.8,1,0.765,0.8,3.7,4.6,1.4,0.1,2.5,2.1,5.3,/wnba/players/b/boydbr01w.html,2019
Imani McGee-Stafford,DAL,C,29,346,29,6,11.9,1.8,3.8,0.468,0,0.1,0.25,1.7,3.6,0.476,0.3,0.5,0.643,1.5,3.8,0.6,0.6,0.6,1.2,2,3.9,/wnba/players/b/boyetim01w.html,2019
Jessica Breland,ATL,F,33,767,33,33,23.2,3.2,8.3,0.378,0.3,1.2,0.237,2.9,7.2,0.401,0.9,1,0.879,1.3,7.3,1.7,1.3,1.1,1.2,2,7.5,/wnba/players/b/brelaje01w.html,2019
Kalani Brown,LAS,C,28,377,28,0,13.5,1.9,4,0.478,0,0,0,1.9,4,0.482,1.3,1.6,0.783,1.2,3.5,0.6,0.3,0.8,1,1.7,5.1,/wnba/players/b/brownka01w.html,2019
Lexie Brown,MIN,G,33,605,33,0,18.3,2.5,6.3,0.402,1.6,4.1,0.385,1,2.2,0.432,0.9,1.2,0.789,0.2,1.4,1.4,0.9,0,1.2,1.3,7.6,/wnba/players/b/brownle02w.html,2019
Kennedy Burke,IND,G-F,31,423,31,7,13.6,1.5,3.8,0.385,0.5,1.3,0.35,1,2.5,0.403,1,1.4,0.705,0.6,1.5,0.7,0.6,0.3,0.7,1,4.4,/wnba/players/b/burkeke01w.html,2019
Liz Cambage,LVA,C,32,807,32,30,25.2,6.1,12.2,0.504,0.1,0.4,0.167,6.1,11.8,0.515,3.6,4.8,0.748,2,8.2,2.1,0.6,1.6,2.3,2.8,15.9,/wnba/players/c/cambael01w.html,2019
Jordin Canada,SEA,G,30,865,30,29,28.8,3.7,9.6,0.388,0.3,1.4,0.186,3.5,8.2,0.423,2.1,2.7,0.768,0.4,2.4,5.2,2.3,0.2,2.6,1.6,9.8,/wnba/players/c/canadjo01w.html,2019
Essence Carson,PHO,G,23,425,23,13,18.5,2,5.6,0.352,0.6,1.8,0.341,1.3,3.8,0.356,1.3,1.6,0.784,0.5,2.2,1.5,0.5,0.3,0.7,1,5.8,/wnba/players/c/carsoes01w.html,2019
Arica Carter,PHO,G,6,24,6,0,4,0.2,0.8,0.2,0,0.7,0,0.2,0.2,1,0,0,NA,0,0,0.2,0.2,0,0.3,0.8,0.3,/wnba/players/c/cartear01w.html,2019
Maite Cazorla,ATL,G,31,477,31,1,15.4,0.9,3,0.312,0.4,1.8,0.236,0.5,1.2,0.421,0.7,0.8,0.875,0.1,0.7,1.6,0.6,0,0.9,0.7,3,/wnba/players/c/cazorma01w.html,2019
Tina Charles,NYL,C,33,1028,33,33,31.2,6.7,17.2,0.389,0.3,1.8,0.186,6.3,15.4,0.412,3.3,4,0.812,2,7.5,2.4,0.7,0.9,2.6,2.8,16.9,/wnba/players/c/charlti01w.html,2019
Karima Christmas-Kelly,MIN,F-G,6,72,6,0,12,0.8,3,0.278,0.5,1.8,0.273,0.3,1.2,0.286,0.5,0.8,0.6,0.2,0.8,1,0.8,0.2,0.7,1.3,2.7,/wnba/players/c/chriska02w.html,2019
Layshia Clarendon,CON,G,9,138,9,0,15.3,2,4.8,0.419,0.2,0.2,1,1.8,4.6,0.39,2,2.3,0.857,0.8,2.4,2.1,0.3,0,0.9,0.8,6.2,/wnba/players/c/clarela01w.html,2019
Alysha Clark,SEA,F,31,881,31,30,28.4,3.7,7.6,0.481,1.6,3.4,0.481,2,4.2,0.481,0.6,0.7,0.818,1.2,4.7,2.5,1.1,0.5,1.5,1.9,9.6,/wnba/players/c/clarkal01w.html,2019
Natasha Cloud,WAS,G,34,1093,34,34,32.1,3.2,8.2,0.394,1.3,4.1,0.326,1.9,4.1,0.461,1.2,1.8,0.683,0.2,2.5,5.6,1,0.2,1.9,2,9,/wnba/players/c/cloudna01w.html,2019
Nia Coffey,ATL,F,28,389,28,6,13.9,1.7,5,0.338,0.8,2.1,0.379,0.9,2.9,0.309,0.8,1.5,0.548,0.8,2.8,0.4,0.5,0.5,0.8,1.9,5,/wnba/players/c/coffeni01w.html,2019
Napheesa Collier,MIN,F,34,1131,34,34,33.3,4.9,10,0.49,0.9,2.4,0.361,4,7.6,0.531,2.4,3,0.792,1.8,6.6,2.6,1.9,0.9,1.9,2.9,13.1,/wnba/players/c/collina01w.html,2019
Sydney Colson,LVA,G,33,379,33,0,11.5,1.1,2.5,0.44,0.3,0.6,0.45,0.8,1.9,0.438,0.8,1,0.818,0.1,0.7,1.8,0.9,0.1,0.8,1.2,3.3,/wnba/players/c/colsosy01w.html,2019
Kahleah Copper,CHI,G-F,34,502,34,0,14.8,2.3,6,0.387,0.4,1.4,0.306,1.9,4.6,0.413,1.6,2.1,0.771,0.4,1.9,0.9,0.4,0.1,1.3,1.5,6.7,/wnba/players/c/coppeka01w.html,2019
Sophie Cunningham,PHO,G,32,389,32,5,12.2,0.9,2.5,0.354,0.4,1.4,0.304,0.4,1,0.424,0.9,1.1,0.882,0.2,1.4,0.8,0.3,0.1,0.6,1.7,3.1,/wnba/players/c/cunniso01w.html,2019
Damiris Dantas,MIN,F,26,667,26,26,25.7,3.4,7.9,0.432,1.6,4.1,0.393,1.8,3.8,0.475,0.7,1,0.731,1.1,4.5,3.2,0.7,0.6,1.7,2.8,9.2,/wnba/players/d/dantada01w.html,2019
Kaela Davis,DAL,F,33,634,33,16,19.2,2.3,7,0.329,0.5,1.5,0.314,1.8,5.5,0.333,0.9,1,0.879,0.5,2.2,2.1,0.5,0.2,2.2,2.4,6,/wnba/players/d/daviska01w.html,2019
Elena Delle Donne,WAS,F-G,31,901,31,31,29.1,7.1,13.8,0.515,1.7,3.9,0.43,5.4,9.9,0.549,3.7,3.8,0.974,1.5,8.2,2.2,0.6,1.3,1,1,19.5,/wnba/players/d/delleel01w.html,2019
Diamond DeShields,CHI,G,34,1027,34,34,30.2,5.6,14.1,0.399,1.5,4.6,0.316,4.2,9.5,0.44,3.4,4.1,0.836,0.9,5.5,2.4,1.3,0.4,2.2,2.7,16.2,/wnba/players/d/deshidi01w.html,2019
Blake Dietrick,SEA,G,17,106,17,1,6.2,0.1,0.6,0.1,0,0.4,0,0.1,0.2,0.25,0.2,0.4,0.667,0.1,0.6,0.9,0.2,0.1,0.6,0.8,0.4,/wnba/players/d/dietrbl01w.html,2019
Stefanie Dolson,CHI,C,34,850,34,34,25,3.6,6.9,0.519,0.9,2.4,0.361,2.7,4.4,0.607,1.3,1.4,0.898,1.2,5.6,2.2,0.6,1,1.9,3.7,9.3,/wnba/players/d/dolsost01w.html,2019
Candice Dupree,IND,F,34,1043,34,34,30.7,5.1,10.9,0.472,0,0.1,0,5.1,10.8,0.475,1.4,1.6,0.839,0.7,5,2.5,0.4,0.6,1.5,1,11.6,/wnba/players/d/dupreca01w.html,2019
AD Durr,NYL,G,18,480,18,15,26.7,3.9,8.4,0.467,0.8,2.8,0.294,3.1,5.6,0.554,1,1.2,0.818,0.3,1.6,1.7,0.6,0.4,1.2,1.9,9.7,/wnba/players/d/durras01w.html,2019
Temi Fagbenle,MIN,C,18,271,18,0,15.1,2.3,4.5,0.519,0.1,0.3,0.167,2.3,4.2,0.547,0.7,1,0.722,1.2,2.9,0.8,0.3,0.3,1.8,2.3,5.4,/wnba/players/f/fagbete01w.html,2019
Jamierra Faulkner,CHI,G,13,72,13,0,5.5,0.5,1.4,0.333,0.1,0.7,0.111,0.4,0.7,0.556,0.3,0.6,0.5,0.2,0.3,0.8,0.2,0,0.4,0.6,1.3,/wnba/players/f/faulkja01w.html,2019
Sylvia Fowles,MIN,C,34,1003,34,34,29.5,5.8,9.9,0.588,0,0,NA,5.8,9.9,0.588,2.1,2.9,0.707,2.7,8.9,1.5,0.9,1.4,2,2.6,13.6,/wnba/players/f/fowlesy01w.html,2019
Allisha Gray,DAL,G,34,1035,34,29,30.4,3.4,7.5,0.457,1,2.5,0.384,2.5,5,0.494,2.8,3.3,0.848,1.3,4.1,2.3,1.2,0.4,1.4,2.6,10.6,/wnba/players/g/grayal01w.html,2019
Chelsea Gray,LAS,G,34,1108,34,34,32.6,5.5,13.3,0.416,1.5,3.9,0.382,4.1,9.4,0.43,1.9,2.1,0.917,0.4,3.8,5.9,1,0.1,3.2,1.4,14.5,/wnba/players/g/graych01w.html,2019
Reshanda Gray,NYL,F,34,519,34,10,15.3,2.1,4.4,0.473,0,0.1,0.5,2.1,4.4,0.473,1,1.8,0.565,1.8,5.2,0.5,0.5,0.2,1.2,3.3,5.2,/wnba/players/g/grayre01w.html,2019
Brittney Griner,PHO,C,31,1018,31,31,32.8,8.7,15.5,0.564,0,0.1,0.333,8.7,15.4,0.565,3.3,4,0.808,1.6,7.2,2.4,0.7,2,2.5,2.7,20.7,/wnba/players/g/grinebr01w.html,2019
Marie Gulich,ATL,C,31,349,31,1,11.3,1.3,3.5,0.361,0.3,0.8,0.32,1,2.7,0.373,0.5,0.7,0.727,1.1,2.7,0.6,0.2,0.8,1,2,3.3,/wnba/players/g/gulima01w.html,2019
