player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link,mpg
Jocelyn Willoughby,NYL,2020,F-G,22,383,5,5,14,0.358,1.9,4.8,0.405,3.1,9.3,0.333,4.5,5.4,0.833,1.9,6.8,2.6,1.9,0.8,4.1,6.4,16.5,7.9,0.502,0.427,0.339,0.385,4.3,7.6,10.2,1.9,1.2,20.1,18.3,89,107,-0.3,0.3,0,-0.001,13.2,0.661,0.183,0.312,0.037,0.128,0.339,0.333,0.4,0.176,0.75,0.5,0.405,0.667,1,0.081,0.333,-19.9,-4.3,13,11,21,5,17,NA,50,3,16,39,109,15,37,24,72,35,42,15,53,20,15,6,32,50,128,/wnba/players/w/willojo01w.html,17.40909090909091
A'ja Wilson,LVA,2020,F,22,697,22,11.8,24.5,0.48,0,0,NA,11.8,24.5,0.48,8.4,10.7,0.781,2.4,13.3,3.2,1.9,3.1,2.5,3.5,31.9,25,0.546,0.48,0,0.436,5.9,15.4,11.1,1.9,5.5,7.8,28.2,111,94,2.1,1.9,4,0.23,9.1,1,0.145,0.425,0.277,0.153,0,0.48,0.84,0.49,0.313,0.415,NA,0.759,NA,NA,NA,12.5,6.5,12,12,37,6,78,NA,97,19,22,166,346,0,0,166,346,118,151,34,188,45,27,44,35,49,450,/wnba/players/w/wilsoa01w.html,31.681818181818183
Jackie Young,LVA,2020,G,22,568,0,8.1,16.4,0.492,0.3,1.1,0.231,7.8,15.3,0.511,4.5,5.3,0.852,1.6,8.3,5.8,1.3,0.2,3,3.4,21,15.8,0.558,0.5,0.069,0.323,3.8,9.5,18,1.3,0.3,14,19.4,109,102,1.1,0.9,2,0.144,11.6,0.931,0.085,0.365,0.259,0.222,0.069,0.511,0.75,0.464,0.51,0.5,0.231,0.378,1,0.077,0,12.4,3.3,14,10,10,6,33,NA,146,11,10,93,189,3,13,90,176,52,61,18,95,67,15,2,35,39,241,/wnba/players/y/youngja01w.html,25.818181818181817
Amanda Zahui B.,NYL,2020,C,21,531,20,6,17.1,0.353,3.2,9.3,0.34,2.9,7.8,0.369,2.3,3.3,0.694,1.4,16.5,3.7,1.8,2.4,5,6,17.6,10.6,0.473,0.446,0.543,0.196,3.1,18.4,15.3,1.8,3.8,21.3,21,82,99,-1.2,1.1,-0.1,-0.005,17.7,0.457,0.065,0.201,0.098,0.092,0.543,0.369,0.75,0.405,0.167,0.235,0.34,0.645,1,0.01,0,-12.8,11.9,19,17,30,9,17,NA,88,2,7,65,184,34,100,31,84,25,36,15,178,40,19,26,54,65,189,/wnba/players/z/zahuiam01w.html,25.285714285714285
Essence Carson,WAS,2020,G,10,168,0,5.3,18.4,0.288,1.9,7.2,0.261,3.4,11.2,0.306,0.9,1.9,0.5,1.9,5.6,1.6,1.6,0.3,3.1,2.8,13.4,1.9,0.349,0.339,0.39,0.102,4.2,6.5,4.7,1.6,0.6,14,19.8,69,109,-0.7,0.1,-0.6,-0.133,16,0.61,0.085,0.237,0.085,0.203,0.39,0.306,0.6,0.214,0.4,0.25,0.261,0.636,1,0.217,0.4,-21.3,-23.9,3,3,5,1,3,NA,13,0,4,17,59,6,23,11,36,3,6,6,18,5,5,1,10,9,43,/wnba/players/c/carsoes01w.html,16.8
Jacki Gemelos,WAS,2020,G,12,193,1,4.1,13,0.313,1.6,7.9,0.207,2.4,5.2,0.474,0.5,1.1,0.5,0.8,4.6,3.8,1.1,0.3,2.4,3.5,10.3,3.4,0.382,0.375,0.604,0.083,1.8,5.4,11.1,1.1,0.5,15.3,14.1,78,110,-0.4,0.1,-0.3,-0.059,19.7,0.396,0.042,0.208,0.042,0.104,0.604,0.474,1,0.4,0.5,0.4,0.207,0.889,0.833,0.207,0.333,-8.1,-7.7,8,0,5,0,1,NA,34,0,2,15,48,6,29,9,19,2,4,3,17,14,4,1,9,13,38,/wnba/players/g/gemelja01w.html,16.083333333333332
Shey Peddy,PHO,2020,G,8,141,0,3.5,12,0.294,0.7,6.7,0.105,2.8,5.3,0.533,3.5,3.5,1,2.5,8.5,6.7,4.2,0.4,2.5,5,11.3,11.9,0.417,0.324,0.559,0.294,5.9,9.8,19.8,4.2,0.6,15.4,14.4,98,101,0,0.3,0.3,0.082,17.7,0.441,0.088,0.176,0.118,0.059,0.559,0.533,0.667,0.5,0.5,0.5,0.105,0.25,1,0,NA,1.8,-0.7,2,2,7,2,2,NA,43,0,3,10,34,2,19,8,15,10,10,7,24,19,12,1,7,14,32,/wnba/players/p/peddysh01w.html,17.625
Natalie Achonwa,IND,2019,F,30,636,18,8.1,16.7,0.488,0.2,1,0.25,7.9,15.7,0.503,4.9,5.4,0.909,3.9,12.8,3.9,1.5,1.6,2.4,6.3,21.4,19.3,0.562,0.495,0.059,0.325,9,14.2,13.4,1.5,2.6,11.1,18.5,116,102,2.1,0.6,2.7,0.173,10,0.941,0.355,0.172,0.113,0.3,0.059,0.503,0.694,0.343,0.261,0.459,0.25,0.823,1,0,NA,-5.8,-4.7,12,6,36,8,33,NA,108,12,15,99,203,3,12,96,191,60,66,48,156,48,18,20,29,77,261,/wnba/players/a/achonna01w.html,21.2
Rebecca Allen,NYL,2019,G,24,412,2,7.9,19.1,0.417,3.5,8.3,0.426,4.4,10.8,0.409,1.6,2,0.813,1.5,7.5,2.1,1.5,2.2,2.1,6.2,21,13.5,0.527,0.51,0.436,0.103,3.3,8.4,7.4,1.5,3.6,9.4,19.1,101,107,0.5,0.2,0.6,0.059,17.8,0.564,0.122,0.077,0.09,0.276,0.436,0.409,0.684,0.5,0.357,0.279,0.426,0.833,1,0.176,0.5,-2.7,11.8,8,2,28,3,6,NA,38,1,4,65,156,29,68,36,88,13,16,12,61,17,12,18,17,51,172,/wnba/players/a/allenre01w.html,17.166666666666668
Ariel Atkins,WAS,2019,G,33,804,33,8,19.2,0.416,3.3,9.3,0.357,4.7,9.9,0.471,2.8,3.4,0.811,1.6,6,4.2,3.1,1.2,2.2,4.7,22,17,0.532,0.502,0.483,0.179,3.7,7,12.2,3.1,1.8,9.6,20,109,100,1.9,1.1,3,0.15,17.4,0.517,0.084,0.142,0.135,0.142,0.483,0.471,0.68,0.476,0.375,0.405,0.357,0.542,0.922,0.231,0.576,21.6,15.4,18,10,26,1,23,NA,146,5,15,123,296,51,143,72,153,43,53,24,93,65,48,18,34,73,340,/wnba/players/a/atkinar01w.html,24.363636363636363
Seimone Augustus,MIN,2019,G-F,12,156,7,6.6,21.1,0.313,0.7,4,0.167,5.9,17.2,0.346,1,1.3,0.75,0.7,2.3,4.9,1.6,0.3,4,1.6,14.8,3.4,0.342,0.328,0.188,0.063,1.6,2.8,15.3,1.6,0.6,15.4,22.4,72,103,-0.5,0.1,-0.4,-0.104,15.5,0.813,0.094,0.141,0.188,0.391,0.188,0.346,0.5,0.333,0.333,0.32,0.167,0.556,1,0,NA,-7,-12.1,8,3,2,1,0,NA,31,0,1,20,64,2,12,18,52,3,4,2,7,15,5,1,12,5,45,/wnba/players/a/augusse01w.html,13
Rachel Banham,CON,2019,G,29,353,0,5.3,16.6,0.322,3.2,10.4,0.306,2.2,6.2,0.349,1.3,1.9,0.692,0.1,4.3,3.7,1.2,0.3,3.7,4.9,15.1,4.7,0.435,0.417,0.626,0.113,0.3,4.9,11.4,1.2,0.5,17.7,18,82,104,-0.5,0.3,-0.2,-0.024,20.1,0.374,0.009,0.148,0.096,0.122,0.626,0.349,1,0.412,0.182,0.357,0.306,0.267,0.864,0.194,0.286,1.3,-5.2,13,7,17,2,4,NA,59,0,4,37,115,22,72,15,43,9,13,1,30,26,8,2,26,34,105,/wnba/players/b/banhara01w.html,12.172413793103448
Alana Beard,LAS,2019,G-F,16,235,3,4.8,10.6,0.449,0.2,1.1,0.2,4.6,9.5,0.477,1.5,2,0.778,0.4,5.2,5,2.6,0.7,2,4.6,11.3,10.3,0.491,0.459,0.102,0.184,1,5.8,14.8,2.6,1.1,14.5,11.7,100,99,0.2,0.4,0.5,0.087,13.7,0.898,0.163,0.184,0.163,0.388,0.102,0.477,0.5,0.556,0.375,0.474,0.2,0.619,1,0,NA,4.5,1.7,6,3,5,0,4,NA,51,1,0,22,49,1,5,21,44,7,9,2,24,23,12,3,9,21,52,/wnba/players/b/beardal01w.html,14.6875
Alex Bentley,ATL,2019,G,29,634,4,8.1,26.3,0.307,2.6,11.1,0.235,5.5,15.2,0.358,2.4,2.9,0.857,0.8,4.4,7,1.7,0.7,3.6,4.6,21.2,8.8,0.384,0.356,0.421,0.108,1.6,4.5,28.1,1.7,1.1,11.5,26.7,82,105,-1.4,0.4,-1,-0.063,18.4,0.579,0.068,0.062,0.167,0.282,0.421,0.358,0.5,0.25,0.407,0.319,0.235,0.284,0.656,0.066,0.111,-18.4,-16.7,30,7,15,3,9,NA,196,0,3,99,323,32,136,67,187,30,35,10,54,86,21,9,44,56,260,/wnba/players/b/bentlal01w.html,21.862068965517242
Monique Billings,ATL,2019,F,29,553,2,5.2,13.4,0.389,0.1,0.1,1,5.1,13.4,0.385,4.4,5.6,0.783,5.7,18.8,1.5,1.6,1.1,4.3,6.2,14.9,11.7,0.469,0.392,0.007,0.417,11.5,19.3,5.4,1.6,1.7,21.3,17.3,89,97,-0.3,1,0.7,0.049,8.3,0.993,0.306,0.285,0.229,0.174,0.007,0.385,0.455,0.39,0.333,0.32,1,0.764,1,0,NA,-7.1,3.9,12,12,33,12,23,NA,37,4,15,56,144,1,1,55,143,47,60,61,201,16,17,12,46,66,160,/wnba/players/b/billimo01w.html,19.06896551724138
DeWanna Bonner,PHO,2019,F-G,34,1120,34,8.9,23.7,0.377,2.4,9,0.272,6.5,14.7,0.441,7.2,7.9,0.916,1.6,12.2,4.3,2.1,1,2.5,2.6,27.5,20.6,0.507,0.429,0.379,0.331,3.6,13.4,16.2,2.1,1.5,8.4,26.7,103,99,2.2,1.8,4,0.144,15.4,0.621,0.196,0.163,0.133,0.129,0.379,0.441,0.646,0.366,0.343,0.323,0.272,0.464,0.75,0.157,0.267,-3.1,-6.9,25,18,23,5,68,NA,218,14,32,190,504,52,191,138,313,153,167,34,260,92,44,21,53,55,585,/wnba/players/b/bonnede01w.html,32.94117647058823
Brittany Boyd,NYL,2019,G,33,649,17,5.5,14,0.394,0.5,1.8,0.304,5,12.2,0.408,2,2.6,0.765,2.1,9.4,11.7,3.6,0.3,6.3,5.3,13.6,13,0.449,0.414,0.128,0.189,4.7,10.6,38.2,3.6,0.5,29.4,18.6,87,103,-0.6,0.6,0,0.002,8.9,0.872,0.411,0.239,0.122,0.1,0.128,0.408,0.459,0.395,0.273,0.389,0.304,0.344,0.286,0.261,0.167,-14.5,-7,54,12,24,7,15,NA,355,4,14,71,180,7,23,64,157,26,34,27,121,151,47,4,81,68,175,/wnba/players/b/boydbr01w.html,19.666666666666668
Imani McGee-Stafford,DAL,2019,C,29,346,6,8,17,0.468,0.2,0.6,0.25,7.8,16.4,0.476,1.4,2.2,0.643,6.9,17.3,2.8,2.7,2.8,5.3,9.1,17.5,14.8,0.486,0.472,0.037,0.128,14.3,19,10.4,2.7,4.5,22.8,19.9,90,98,-0.2,0.6,0.4,0.047,9.5,0.963,0.202,0.385,0.183,0.193,0.037,0.476,0.682,0.5,0.3,0.381,0.25,0.66,1,0,NA,-2.3,8.8,14,6,24,7,4,NA,44,2,5,51,109,1,4,50,105,9,14,44,111,18,17,18,34,58,112,/wnba/players/b/boyetim01w.html,11.931034482758621
Jessica Breland,ATL,2019,F,33,767,33,7,18.5,0.378,0.6,2.6,0.237,6.4,16,0.401,2,2.2,0.879,2.8,16.2,3.7,2.8,2.4,2.6,4.4,16.6,15.2,0.425,0.395,0.138,0.12,5.7,16.6,14.2,2.8,3.6,11.6,18.9,89,93,-0.4,1.9,1.5,0.076,15.6,0.862,0.113,0.105,0.156,0.487,0.138,0.401,0.484,0.345,0.349,0.41,0.237,0.821,1,0,NA,-9.3,0.4,20,9,40,3,13,NA,132,1,10,104,275,9,38,95,237,29,33,42,240,55,42,35,38,65,246,/wnba/players/b/brelaje01w.html,23.242424242424242
Kalani Brown,LAS,2019,C,28,377,0,7.3,15.3,0.478,0,0.1,0,7.3,15.1,0.482,4.9,6.2,0.783,4.6,13.2,2.3,1.2,3,3.9,6.4,19.5,15.9,0.54,0.478,0.009,0.407,10.3,14.8,7.4,1.2,4.9,17.9,19.2,102,97,0.5,0.7,1.2,0.128,5,0.991,0.504,0.363,0.027,0.097,0.009,0.482,0.632,0.317,0.333,0.364,0,0.741,NA,0,NA,-6.5,-13.3,6,12,23,4,23,NA,39,6,16,54,113,0,1,54,112,36,46,34,98,17,9,22,29,47,144,/wnba/players/b/brownka01w.html,13.464285714285714
Lexie Brown,MIN,2019,G,33,605,0,7.1,17.8,0.402,4.4,11.5,0.385,2.7,6.3,0.432,2.6,3.2,0.789,0.6,3.8,4,2.6,0.1,3.5,3.6,21.3,13.4,0.554,0.526,0.646,0.182,1.4,4.6,12.6,2.6,0.1,15.4,19.8,102,100,0.8,0.8,1.6,0.105,19.6,0.354,0.115,0.086,0.062,0.091,0.646,0.432,0.708,0.222,0.154,0.474,0.385,0.531,0.962,0.052,0.286,3.1,-1.2,21,15,18,2,12,NA,107,2,7,84,209,52,135,32,74,30,38,7,45,47,31,1,41,42,250,/wnba/players/b/brownle02w.html,18.333333333333332
Kennedy Burke,IND,2019,G-F,31,423,7,5.6,14.4,0.385,1.7,4.9,0.35,3.8,9.5,0.403,3.8,5.4,0.705,2.2,5.6,2.7,2.2,1.2,2.6,3.7,16.7,11.9,0.495,0.444,0.342,0.376,5.1,6.1,8.5,2.2,1.9,13.3,16.8,99,105,0.3,0.2,0.6,0.053,12.2,0.658,0.333,0.154,0.085,0.085,0.342,0.403,0.513,0.278,0.4,0.2,0.35,0.581,1,0.4,0.5,-6.6,-4.8,11,7,18,2,22,NA,49,4,11,45,117,14,40,31,77,31,44,18,45,22,18,10,21,30,135,/wnba/players/b/burkeke01w.html,13.64516129032258
Liz Cambage,LVA,2019,C,32,807,30,12,23.9,0.504,0.1,0.7,0.167,11.9,23.1,0.515,7.1,9.5,0.748,3.9,16,4.2,1.2,3.1,4.4,5.4,31.3,24.3,0.558,0.506,0.031,0.398,8.7,17.6,16.8,1.2,5.2,13.6,28.1,105,93,2.2,2,4.1,0.204,7.2,0.969,0.262,0.473,0.121,0.093,0.031,0.515,0.725,0.467,0.362,0.306,0.167,0.691,0.5,0.167,0,8.5,4.4,22,18,34,22,78,NA,158,26,32,196,389,2,12,194,377,116,155,63,261,68,19,51,72,88,510,/wnba/players/c/cambael01w.html,25.21875
Jordin Canada,SEA,2019,G,30,865,29,6.8,17.6,0.388,0.5,2.6,0.186,6.3,15,0.423,3.8,5,0.768,0.8,4.3,9.5,4.1,0.4,4.8,2.9,18,14.7,0.454,0.401,0.149,0.284,1.8,5,31.7,4.1,0.7,19.6,21.3,92,99,-0.1,1.4,1.3,0.061,11.4,0.851,0.263,0.246,0.142,0.201,0.149,0.423,0.658,0.324,0.366,0.276,0.186,0.24,1,0.023,0,3.9,12.7,59,17,10,1,36,NA,379,8,14,112,289,8,43,104,246,63,82,13,71,155,68,7,79,48,295,/wnba/players/c/canadjo01w.html,28.833333333333332
Essence Carson,PHO,2019,G,23,425,13,5.6,15.9,0.352,1.7,5.1,0.341,3.8,10.8,0.356,3.6,4.6,0.784,1.4,6.3,4.3,1.5,1,2.1,2.9,16.5,11.5,0.461,0.406,0.32,0.289,3.1,6.9,14.4,1.5,1.5,10.5,18,95,104,0.1,0.3,0.4,0.042,15.6,0.68,0.18,0.117,0.117,0.266,0.32,0.356,0.478,0.333,0.467,0.235,0.341,0.29,0.929,0.195,0.375,1.3,4.5,10,4,8,1,15,NA,84,5,8,45,128,14,41,31,87,29,37,11,51,35,12,8,17,23,133,/wnba/players/c/carsoes01w.html,18.47826086956522
Maite Cazorla,ATL,2019,G,31,477,1,3.1,10.1,0.312,1.4,6,0.236,1.7,4.1,0.421,2.3,2.6,0.875,0.2,2.3,5.3,1.9,0.1,3.1,2.4,10,6.4,0.444,0.382,0.591,0.258,0.4,2.3,17.8,1.9,0.2,21.9,12.3,85,106,-0.4,0.2,-0.2,-0.014,17.1,0.409,0.129,0.183,0.043,0.054,0.591,0.421,0.5,0.412,0.5,0.2,0.236,0.375,0.923,0.364,0.4,-0.7,13.4,16,9,8,1,7,NA,114,2,3,29,93,13,55,16,38,21,24,2,21,49,18,1,29,22,92,/wnba/players/c/cazorma01w.html,15.387096774193548
Tina Charles,NYL,2019,C,33,1028,33,10.8,27.7,0.389,0.5,2.9,0.186,10.2,24.8,0.412,5.3,6.5,0.812,3.2,12.2,3.8,1.1,1.4,4.2,4.5,27.4,14.8,0.448,0.398,0.104,0.235,7.1,13.8,15,1.1,2.3,12,30.2,90,106,-0.6,0.5,-0.1,-0.005,11,0.896,0.177,0.32,0.233,0.166,0.104,0.412,0.59,0.376,0.386,0.33,0.186,0.67,0.909,0.034,0.5,-15.1,-17.2,44,19,42,12,60,NA,185,10,22,220,566,11,59,209,507,108,133,65,249,78,23,29,85,92,559,/wnba/players/c/charlti01w.html,31.151515151515152
Karima Christmas-Kelly,MIN,2019,F-G,6,72,0,3.6,12.9,0.278,2.1,7.9,0.273,1.4,5,0.286,2.1,3.6,0.6,0.7,3.6,4.3,3.6,0.7,2.9,5.7,11.4,6.4,0.396,0.361,0.611,0.278,1.7,4.3,12.1,3.6,1.2,16.5,15.1,83,98,-0.1,0.1,0,0.024,16.7,0.389,0.278,0.056,0,0.056,0.611,0.286,0.4,0,NA,0,0.273,0,0.667,0.273,0.333,-4.9,-9.2,2,1,2,1,3,NA,13,1,1,5,18,3,11,2,7,3,5,1,5,6,5,1,4,8,16,/wnba/players/c/chriska02w.html,12
Layshia Clarendon,CON,2019,G,9,138,0,6.6,15.8,0.419,0.7,0.7,1,5.9,15.1,0.39,6.6,7.7,0.857,2.6,8.1,7,1.1,0,2.9,2.6,20.6,17.3,0.536,0.442,0.047,0.488,5.5,9.1,22.2,1.1,0,13.3,18.9,114,104,0.4,0.1,0.6,0.16,8.1,0.953,0.233,0.465,0.163,0.093,0.047,0.39,0.7,0.25,0.429,0.25,1,0.375,1,0,NA,5,-0.1,2,5,2,1,10,NA,44,1,2,18,43,2,2,16,41,18,21,7,22,19,3,0,8,7,56,/wnba/players/c/clarela01w.html,15.333333333333334
Alysha Clark,SEA,2019,F,31,881,30,6.8,14.2,0.481,3.1,6.4,0.481,3.8,7.8,0.481,1.1,1.3,0.818,2.2,8.7,4.7,2,1,2.9,3.6,17.8,16.3,0.602,0.589,0.447,0.093,4.9,10.1,15.8,2,1.7,16.3,15.3,112,101,2,1.1,3.1,0.141,15.4,0.553,0.165,0.215,0.08,0.093,0.447,0.481,0.692,0.353,0.316,0.545,0.481,0.54,0.902,0.16,0.588,6.8,21,26,13,29,5,9,NA,179,3,8,114,237,51,106,63,131,18,22,37,145,79,33,17,48,60,297,/wnba/players/c/clarkal01w.html,28.419354838709676
Natasha Cloud,WAS,2019,G,34,1093,34,5.2,13.3,0.394,2.1,6.6,0.326,3.1,6.7,0.461,2,2.9,0.683,0.3,4.1,9,1.7,0.3,3.1,3.3,14.6,12.2,0.501,0.475,0.495,0.215,0.7,4.7,24.1,1.7,0.5,17.5,15.5,105,104,1.7,0.8,2.5,0.09,16.7,0.505,0.179,0.151,0.068,0.1,0.495,0.461,0.66,0.405,0.263,0.357,0.326,0.323,0.867,0.094,0.231,12.5,-13,39,21,26,3,27,NA,428,6,7,110,279,45,138,65,141,41,60,6,85,189,35,7,65,69,306,/wnba/players/c/cloudna01w.html,32.14705882352941
Nia Coffey,ATL,2019,F,28,389,6,6.2,18.5,0.338,2.9,7.7,0.379,3.3,10.8,0.309,3.1,5.6,0.548,3.1,10.4,1.6,1.9,1.7,2.8,6.9,18.5,10.1,0.441,0.417,0.417,0.302,6.2,10.6,6,1.9,2.7,11.8,20.3,88,101,-0.3,0.5,0.2,0.02,15,0.583,0.23,0.101,0.137,0.115,0.417,0.309,0.438,0.214,0.263,0.188,0.379,0.52,1,0.241,0.429,-16.9,-10.3,5,5,22,6,19,NA,29,2,17,47,139,22,58,25,81,23,42,23,78,12,14,13,21,52,139,/wnba/players/c/coffeni01w.html,13.892857142857142
Napheesa Collier,MIN,2019,F,34,1131,34,7.6,15.5,0.49,1.4,3.8,0.361,6.2,11.7,0.531,3.6,4.6,0.792,2.7,10.1,4,3,1.5,3,4.5,20.2,18.5,0.576,0.534,0.243,0.296,6.6,12.1,12.6,3,2.5,14.4,17.9,111,95,2.8,2.4,5.2,0.185,11.3,0.757,0.331,0.194,0.123,0.109,0.243,0.531,0.681,0.515,0.31,0.351,0.361,0.715,0.967,0.157,0.385,6.7,17.3,28,21,36,10,36,NA,203,14,23,167,341,30,83,137,258,80,101,60,223,87,65,32,65,99,444,/wnba/players/c/collina01w.html,33.26470588235294
Sydney Colson,LVA,2019,G,33,379,0,4.8,11,0.44,1.2,2.6,0.45,3.7,8.4,0.438,3.5,4.3,0.818,0.3,3,7.7,4,0.5,3.7,5.2,14.4,13.5,0.558,0.494,0.238,0.393,0.6,3.3,24.1,4,0.9,22.1,14.3,103,96,0.4,0.8,1.2,0.126,13.1,0.762,0.143,0.286,0.131,0.179,0.238,0.438,0.75,0.333,0.364,0.467,0.45,0.286,0.889,0.3,0.5,8.8,2.8,18,8,14,1,12,NA,137,0,4,37,84,9,20,28,64,27,33,2,23,59,31,4,28,40,110,/wnba/players/c/colsosy01w.html,11.484848484848484
Kahleah Copper,CHI,2019,G-F,34,502,0,7.7,19.9,0.387,1.5,4.8,0.306,6.3,15.1,0.413,5.3,6.8,0.771,1.2,6.3,2.9,1.4,0.3,4.2,5,22.2,9.7,0.483,0.424,0.24,0.343,2.8,7.1,9.6,1.4,0.4,15.5,24.1,90,105,-0.3,0.3,0,0.003,11.1,0.76,0.373,0.132,0.157,0.098,0.24,0.413,0.487,0.333,0.375,0.3,0.306,0.453,0.933,0.327,0.313,-6.2,-11.4,19,17,19,4,33,NA,71,6,21,79,204,15,49,64,155,54,70,12,64,30,14,3,43,51,227,/wnba/players/c/coppeka01w.html,14.764705882352942
Sophie Cunningham,PHO,2019,G,32,389,5,3.8,10.7,0.354,1.9,6.2,0.304,1.9,4.5,0.424,4.1,4.6,0.882,0.8,6.1,3.4,1.5,0.5,2.7,7.2,13.6,8.1,0.532,0.443,0.582,0.43,1.8,6.7,10.6,1.5,0.8,17.6,13.9,98,104,0.2,0.3,0.5,0.053,17.3,0.418,0.177,0.127,0.038,0.076,0.582,0.424,0.643,0.3,0.667,0,0.304,0.643,0.857,0.239,0.182,-1.9,0,7,3,23,3,12,NA,61,1,5,28,79,14,46,14,33,30,34,6,45,25,11,4,20,53,100,/wnba/players/c/cunniso01w.html,12.15625
Damiris Dantas,MIN,2019,F,26,667,26,6.9,15.9,0.432,3.2,8.3,0.393,3.6,7.6,0.475,1.5,2,0.731,2.2,8.9,6.5,1.5,1.2,3.5,5.7,18.4,14.8,0.55,0.534,0.519,0.126,5.2,10.7,20.2,1.5,2,17.1,17.7,106,99,1.2,1,2.2,0.133,16.7,0.481,0.18,0.092,0.102,0.107,0.519,0.475,0.595,0.316,0.476,0.409,0.393,0.638,0.976,0.075,0.375,5.9,4.2,26,6,29,8,13,NA,183,6,10,89,206,42,107,47,99,19,26,28,116,84,19,15,45,74,239,/wnba/players/d/dantada01w.html,25.653846153846153
Kaela Davis,DAL,2019,F,33,634,16,6.5,19.7,0.329,1.4,4.3,0.314,5.1,15.3,0.333,2.5,2.8,0.879,1.4,6.2,5.9,1.5,0.5,6.2,6.7,16.8,4.6,0.401,0.364,0.221,0.143,2.8,6.8,20.6,1.5,0.8,22.9,23.2,76,107,-1.9,0.2,-1.8,-0.111,12,0.779,0.225,0.268,0.139,0.147,0.221,0.333,0.442,0.161,0.531,0.294,0.314,0.283,0.938,0.137,0.286,-13.6,-8.9,32,21,33,9,16,NA,163,5,17,76,231,16,51,60,180,29,33,16,73,69,18,6,73,79,197,/wnba/players/d/daviska01w.html,19.21212121212121
Elena Delle Donne,WAS,2019,F-G,31,901,31,12.7,24.7,0.515,3,7,0.43,9.7,17.7,0.549,6.6,6.8,0.974,2.8,14.7,3.9,1.1,2.3,1.7,1.9,35,31.8,0.633,0.576,0.283,0.274,6.6,17.2,13.2,1.1,3.6,5.9,25.7,130,98,6.2,1.5,7.7,0.343,14.1,0.717,0.138,0.215,0.213,0.126,0.283,0.549,0.712,0.446,0.549,0.537,0.43,0.548,0.827,0.066,0.375,21.4,18.1,10,8,17,3,45,NA,160,6,22,220,427,52,121,168,306,114,117,48,255,68,19,39,30,32,606,/wnba/players/d/delleel01w.html,29.06451612903226
Diamond DeShields,CHI,2019,G,34,1027,34,9.2,23,0.399,2.4,7.5,0.316,6.8,15.4,0.44,5.6,6.7,0.836,1.4,8.9,3.9,2.1,0.7,3.5,4.4,26.3,16.2,0.508,0.451,0.328,0.291,3.4,10.2,13.4,2.1,1,12,26.1,99,101,1.2,1.2,2.4,0.094,14.1,0.672,0.274,0.114,0.087,0.195,0.328,0.44,0.621,0.327,0.357,0.287,0.316,0.549,0.94,0.215,0.324,3.4,9.6,41,20,39,6,71,NA,186,17,24,192,481,50,158,142,323,117,140,29,187,82,43,14,74,92,551,/wnba/players/d/deshidi01w.html,30.205882352941178
Stefanie Dolson,CHI,2019,C,34,850,34,7,13.4,0.519,1.7,4.8,0.361,5.2,8.7,0.607,2.5,2.8,0.898,2.4,10.9,4.3,1.2,2,3.8,7.2,18.2,14.8,0.621,0.584,0.356,0.21,5.7,12.4,13.8,1.2,2.9,20.6,16.4,108,101,1.6,1.1,2.7,0.126,13.6,0.644,0.258,0.176,0.069,0.142,0.356,0.607,0.7,0.463,0.688,0.576,0.361,0.868,1,0.048,0,4.4,8.7,27,11,54,16,19,NA,177,3,9,121,233,30,83,91,150,44,49,41,189,75,21,34,66,125,316,/wnba/players/d/dolsost01w.html,25
Candice Dupree,IND,2019,F,34,1043,34,8.7,18.5,0.472,0,0.2,0,8.7,18.3,0.475,2.4,2.8,0.839,1.2,8.5,4.3,0.8,1,2.6,1.7,19.8,14.5,0.502,0.472,0.008,0.152,2.7,9.4,14.9,0.8,1.5,11.7,19.3,100,106,1.2,0.5,1.6,0.062,13.3,0.992,0.119,0.154,0.312,0.407,0.008,0.475,0.682,0.561,0.435,0.413,0,0.793,NA,0,NA,-4.2,-3.5,34,9,15,5,23,NA,195,5,7,174,369,0,3,174,366,47,56,24,169,86,15,19,52,34,395,/wnba/players/d/dupreca01w.html,30.676470588235293
