player_season,cluster,uncertainty,player,pos,age,tm,season,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,dunks_attempt,dunks_total,corner_3s_attempt,corner_3s_percent,heaves_attempts,heaves_makes,pg%,sg%,sf%,pf%,c%,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,efgpercent,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link
Lorenzo Brown_2018,Reserves,0.04958590958846065,Lorenzo Brown,PG,27,TOR,2018,14,0,139,5,12.1,0.412,0.7,4.3,0.167,4.3,7.8,0.545,0.7,0.7,1,0.4,5,5.3,4.6,1.8,0,1.1,2.5,11.3,102,108,8.2,0.459,0.353,0.059,0.8,11.1,6,12.4,1.8,0,7.9,11.9,0,0.1,0.2,0.06,-3.9,1.5,-2.5,0,14.8,0.647,0.088,0.235,0.176,0.147,0.353,0.545,0.667,0.625,0.333,0.6,0.167,0.25,0.5,0.029,1,0.417,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/brownlo01.html
Chandler Hutchison_2020,Roleplayers,0.049797653973715716,Chandler Hutchison,SF,23,CHI,2020,28,10,527,7.3,16,0.457,1.1,3.5,0.316,6.2,12.5,0.496,4.2,7.1,0.59,1.6,8.2,9.9,2.4,2.5,0.6,2.5,4.3,19.9,101,108,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0,0.7,0.7,0.06,-2.7,0.1,-2.6,-0.1,8,0.783,0.509,0.229,0.04,0.006,0.217,0.496,0.607,0.3,0.286,0,0.316,0.618,1,0.137,20,0.553,0.381,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hutchch01.html
P.J. Washington_2020,Roleplayers,0.049912395207620364,P.J. Washington,PF,21,CHO,2020,58,57,1759,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9,3.5,1.5,1.3,2.6,4.5,20.2,105,112,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.5,2,0.054,-1.7,0.1,-1.6,0.2,12.3,0.61,0.324,0.25,0.024,0.012,0.39,0.507,0.66,0.34,0.214,0.429,0.374,0.786,0.965,0.109,59,0.274,0.508,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/washipj01.html
Bam Adebayo_2020,Traditional Bigs,0.05009693319663766,Bam Adebayo,PF,22,MIA,2020,72,72,2417,8.9,16,0.557,0,0.3,0.143,8.8,15.7,0.564,5.3,7.7,0.691,3.6,11.3,14.8,7.4,1.7,1.9,4.1,3.7,23.1,116,106,20.3,0.598,0.018,0.484,8.5,24.9,17,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2,3.4,3.3,5.8,0.982,0.481,0.301,0.144,0.056,0.018,0.564,0.726,0.445,0.404,0.227,0.143,0.715,0.5,0.219,157,0.571,0.125,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/adebaba01.html
Cedi Osman_2020,Facilitors/Shooters,0.05023823938014049,Cedi Osman,SF,24,CLE,2020,65,65,1910,6.8,15.5,0.437,3.1,8.2,0.383,3.6,7.3,0.497,1.6,2.4,0.67,1,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3,107,117,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,15.8,0.473,0.269,0.125,0.057,0.021,0.527,0.497,0.604,0.355,0.371,0.308,0.383,0.545,0.894,0.007,4,0.221,0.38,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/o/osmande01.html
DeMarcus Cousins_2021,Primary Scorers/Initiators,0.050250315542025525,DeMarcus Cousins,C,30,TOT,2021,41,11,713,8.7,20.5,0.426,3.2,9.1,0.348,5.6,11.4,0.488,4,5.4,0.728,3.6,14.1,17.7,5.1,2.3,1.6,4.3,7.2,24.6,103,107,16.4,0.537,0.443,0.266,8,32.7,20,16.3,2.3,3,15.8,24.5,0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4,13.5,0.557,0.348,0.17,0.013,0.026,0.443,0.488,0.547,0.404,0.25,0.375,0.348,0.47,0.979,0.056,13,0.067,0.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/couside01.html
Michael Porter Jr._2020,Primary Scorers/Initiators,0.05087215435078496,Michael Porter Jr.,SF,21,DEN,2020,55,8,903,10.7,21,0.509,3.4,8,0.422,7.3,12.9,0.564,3.3,3.9,0.833,3.6,10.6,14.2,2.5,1.5,1.4,2.7,5.5,28,118,109,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,13.6,0.616,0.337,0.115,0.057,0.107,0.384,0.564,0.721,0.318,0.318,0.463,0.422,0.632,0.839,0.097,31,0.259,0.421,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/portemi01.html
Jordan Clarkson_2019,Primary Scorers/Initiators,0.051478548632815424,Jordan Clarkson,SG,26,CLE,2019,81,0,2214,11.9,26.5,0.448,3.2,10,0.324,8.6,16.5,0.524,3.6,4.3,0.844,1.8,4.2,6.1,4.4,1.3,0.3,3,2.5,30.6,107,119,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8,14.7,0.623,0.203,0.177,0.155,0.087,0.377,0.524,0.658,0.44,0.492,0.437,0.324,0.265,0.785,0.015,16,0.196,0.345,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/clarkjo01.html
Nerlens Noel_2018,Reserves,0.051504873736169854,Nerlens Noel,C,23,DAL,2018,30,6,472,5.8,11.2,0.524,0,0.1,0,5.8,11.1,0.529,2.2,3,0.75,5.1,12.8,17.9,2.1,3.3,2.3,2.8,6.3,13.9,109,100,16.2,0.558,0.01,0.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,0.135,-2.2,2.7,0.5,0.3,4.3,0.99,0.6,0.21,0.143,0.038,0.01,0.529,0.619,0.5,0.333,0,0,0.8,NA,0.229,19,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/n/noelne01.html
Alex Poythress_2018,Roleplayers,0.05171462398270843,Alex Poythress,PF,24,IND,2018,25,0,104,5.3,12.5,0.423,1.9,5.3,0.364,3.4,7.2,0.467,0,0,NA,3.4,4.8,8.2,1,1.4,0.5,1,7.7,12.5,108,110,7.8,0.5,0.423,0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12,0.1,0.1,0.1,0.066,-3.8,-1.3,-5.1,-0.1,12.2,0.577,0.462,0.077,0,0.038,0.423,0.467,0.583,0,NA,0,0.364,0.714,1,0.115,3,0.364,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/poythal01.html
Aaron Gordon_2019,Roleplayers,0.05178076781145158,Aaron Gordon,PF,23,ORL,2019,78,78,2633,8.7,19.4,0.449,2.2,6.4,0.349,6.5,13,0.499,3.4,4.7,0.731,2.4,8.3,10.7,5.4,1.1,1,3,3.2,23.2,107,109,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,13,0.668,0.328,0.129,0.116,0.096,0.332,0.499,0.671,0.311,0.355,0.34,0.349,0.504,0.843,0.109,104,0.251,0.402,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/gordoaa01.html
Buddy Hield_2019,Primary Scorers/Initiators,0.051786191188663566,Buddy Hield,SG,26,SAC,2019,82,82,2615,11.1,24.2,0.458,4.9,11.6,0.427,6.1,12.6,0.487,3,3.4,0.886,1.9,5.4,7.3,3.6,1,0.6,2.6,3.6,30.2,113,114,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.5,-1.4,2.1,2.7,17,0.521,0.19,0.089,0.094,0.149,0.479,0.487,0.671,0.24,0.414,0.446,0.427,0.504,0.842,0.026,34,0.194,0.516,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hieldbu01.html
Travis Wear_2018,Reserves,0.05178806267150493,Travis Wear,SF,27,LAL,2018,17,0,228,5.2,15.1,0.347,3.6,9.9,0.362,1.7,5.2,0.32,1.7,1.7,1,0,8,8,1.5,0.8,1,1.3,6.3,15.7,98,109,6.9,0.497,0.653,0.111,0,17.6,8.9,4.2,0.8,1.8,7.4,15.2,0,0.2,0.2,0.042,-3.7,0,-3.7,-0.1,22,0.347,0.014,0.014,0.097,0.222,0.653,0.32,1,0,0.429,0.25,0.362,0.625,0.941,0.014,1,0.149,0.714,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/weartr01.html
Shake Milton_2021,Facilitors/Shooters,0.052607109327857504,Shake Milton,SG,24,PHI,2021,63,4,1461,9.9,22,0.45,2.3,6.7,0.35,7.6,15.3,0.494,4.8,5.8,0.83,1.1,3.8,4.9,6.4,1.3,0.6,3.4,4.3,27,109,112,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.7,-1,-1.6,0.1,13.9,0.696,0.193,0.214,0.181,0.106,0.304,0.494,0.62,0.42,0.479,0.437,0.35,0.362,0.803,0,0,0.182,0.432,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/miltosh01.html
Daniel Oturu_2021,Traditional Bigs,0.05295390196696603,Daniel Oturu,C,21,LAC,2021,30,0,161,6.8,16,0.423,0.3,1.5,0.2,6.5,14.5,0.447,2.8,3.7,0.75,6.5,8.3,14.8,3.1,1.2,2.2,2.8,7.4,16.6,106,109,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0,0.2,0.3,0.081,-4.1,-1.1,-5.2,-0.1,7.2,0.904,0.462,0.269,0.096,0.077,0.096,0.447,0.583,0.214,0.6,0.25,0.2,0.381,1,0.115,5,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/o/oturuda01.html
Derrick White_2020,Primary Scorers/Initiators,0.053093467915673376,Derrick White,SG,25,SAS,2020,68,20,1677,7.2,15.7,0.458,2.3,6.2,0.366,5,9.6,0.518,5.1,6,0.853,1,5.4,6.4,6.9,1.3,1.7,2.5,4.3,21.8,118,114,16.4,0.593,0.391,0.382,2.3,12.1,7.2,20,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,14.2,0.609,0.254,0.192,0.094,0.069,0.391,0.518,0.6,0.528,0.385,0.368,0.366,0.385,0.81,0.02,10,0.148,0.344,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/whitede01.html
Skal Labissière_2018,Primary Scorers/Initiators,0.05332960125859232,Skal Labissière,PF,21,SAC,2018,60,28,1240,8.4,18.7,0.448,0.7,2.1,0.353,7.6,16.6,0.459,3.9,4.8,0.805,4,7.7,11.7,2.9,1,2,3,5.4,21.3,103,111,14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1,3.7,12.5,21.1,0.4,1,1.4,0.054,-1.9,-0.8,-2.7,-0.2,9.9,0.889,0.255,0.31,0.175,0.148,0.111,0.459,0.692,0.38,0.375,0.324,0.353,0.556,1,0.114,46,0.039,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/labissk01.html
Troy Daniels_2020,Facilitors/Shooters,0.05431288808431145,Troy Daniels,SG,28,TOT,2020,47,0,532,6.5,16.7,0.387,4.1,11.9,0.348,2.3,4.9,0.481,0.9,1.4,0.625,1.1,3.6,4.7,1.5,1,0.3,1.1,3.3,18,105,112,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1,0.5,5.9,16.3,0.1,0.5,0.6,0.056,-1.7,-1.2,-2.9,-0.1,21.5,0.29,0.054,0.065,0.065,0.108,0.71,0.481,0.7,0.5,0.5,0.35,0.348,0.769,0.957,0,0,0.28,0.432,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/danietr01.html
P.J. Washington_2021,Roleplayers,0.054322203481512066,P.J. Washington,PF,22,CHO,2021,64,61,1954,7.5,17.1,0.44,2.8,7.2,0.386,4.7,9.9,0.48,2.7,3.6,0.745,2.3,8.1,10.4,4,1.7,2,3.2,4.3,20.6,105,111,13.4,0.549,0.423,0.211,5.1,18.3,11.6,12.2,1.7,4,14.6,19.4,0.3,2.4,2.7,0.066,-1.5,0.6,-0.9,0.6,13.4,0.577,0.283,0.233,0.036,0.025,0.423,0.48,0.613,0.375,0.28,0.235,0.386,0.805,0.946,0.087,48,0.224,0.415,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/washipj01.html
Richaun Holmes_2018,Roleplayers,0.054388722984455296,Richaun Holmes,C,24,PHI,2018,48,2,746,8.7,15.5,0.56,0.3,2,0.129,8.4,13.5,0.624,2.4,3.6,0.661,3.7,9.9,13.6,3.9,1.3,1.9,1.6,6.3,20.1,121,103,17.4,0.585,0.129,0.232,8.6,21.4,15.2,12.3,1.3,3.2,8.6,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6,7.1,0.871,0.51,0.22,0.087,0.058,0.129,0.624,0.797,0.415,0.381,0.214,0.129,0.771,1,0.29,67,0.097,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/holmeri01.html
Jayson Tatum_2020,Facilitors/Shooters,0.05445420983310245,Jayson Tatum,PF,21,BOS,2020,66,66,2265,11.8,26.1,0.45,4,10,0.403,7.7,16.1,0.48,5.4,6.7,0.812,1.4,8.4,9.8,4.3,2,1.2,3.3,2.9,33,111,106,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4,3.4,14.4,0.617,0.248,0.155,0.126,0.089,0.383,0.48,0.618,0.374,0.396,0.394,0.403,0.433,0.545,0.05,56,0.171,0.413,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/tatumja01.html
Buddy Hield_2020,Facilitors/Shooters,0.05452826873937333,Buddy Hield,SG,27,SAC,2020,72,44,2216,10.9,25.4,0.429,5.9,15.1,0.394,5,10.4,0.479,2.5,3,0.846,1.2,5.9,7.2,4.7,1.4,0.4,3.7,3.6,30.3,106,114,16,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3,0.064,2.5,-1.4,1.1,1.7,19.1,0.408,0.13,0.078,0.082,0.118,0.592,0.479,0.675,0.352,0.4,0.401,0.394,0.396,0.723,0.015,16,0.172,0.483,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hieldbu01.html
Brad Wanamaker_2019,Facilitors/Shooters,0.05469945680286903,Brad Wanamaker,PG,29,BOS,2019,36,0,343,7,14.7,0.476,2.2,5.5,0.41,4.8,9.3,0.515,3.4,3.9,0.857,0.4,5.3,5.8,7.9,1.7,0.3,2.7,4.8,19.7,118,110,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1,15.2,0.629,0.19,0.19,0.076,0.171,0.371,0.515,0.8,0.4,0.375,0.389,0.41,0.412,0.75,0,0,0.026,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/wanambr01.html
Goran Dragić_2020,Facilitors/Shooters,0.0547180904485991,Goran Dragić,PG,33,MIA,2020,59,3,1663,9.4,21.3,0.441,3.6,9.9,0.367,5.7,11.3,0.505,5.6,7.2,0.776,0.9,4.6,5.5,8.8,1.2,0.3,4.2,3.6,28,110,113,16.3,0.573,0.467,0.34,2,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,16.2,0.533,0.182,0.152,0.106,0.093,0.467,0.505,0.697,0.391,0.338,0.507,0.367,0.338,0.653,0,0,0.169,0.404,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/dragigo01.html
Fred VanVleet_2021,Facilitors/Shooters,0.0549063823848327,Fred VanVleet,SG,26,TOR,2021,52,52,1899,8.6,22.2,0.389,4.4,12.1,0.366,4.2,10,0.416,4.3,4.9,0.885,0.8,4.8,5.6,8.4,2.2,0.9,2.4,3,26,113,113,16.8,0.534,0.547,0.22,1.8,11.3,6.4,26.7,2.2,2,9.1,23.9,2.4,1.8,4.3,0.108,2.2,0.2,2.5,2.2,18.2,0.453,0.174,0.115,0.069,0.095,0.547,0.416,0.53,0.26,0.433,0.386,0.366,0.305,0.661,0,0,0.107,0.255,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/v/vanvlfr01.html
Georgios Papagiannis_2018,Traditional Bigs,0.05532376392034244,Georgios Papagiannis,C,20,TOT,2018,17,0,122,7.5,17.4,0.429,0,0,NA,7.5,17.4,0.429,0,0,NA,5.4,9.9,15.3,3.7,1.7,2.5,3.3,5,14.9,91,107,12.2,0.429,0,0,11.6,23.4,17.2,11.2,1.6,4.7,16,18.4,-0.1,0.1,0,0.005,-3.9,-0.3,-4.1,-0.1,7.2,1,0.429,0.214,0.167,0.19,0,0.429,0.5,0.111,0.571,0.5,NA,0.667,NA,0.119,4,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/papagge01.html
Brandon Knight_2020,Facilitors/Shooters,0.05584985597544234,Brandon Knight,SG,28,TOT,2020,25,3,462,6.2,17.7,0.353,4.8,13.9,0.344,1.5,3.8,0.389,2.1,3.6,0.588,0.4,3.9,4.3,7.3,1.1,0.3,4,4.2,19.4,98,117,8.5,0.503,0.784,0.204,1,9.1,5,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3,22.1,0.216,0.066,0.066,0.078,0.006,0.784,0.389,0.364,0.273,0.538,0,0.344,0.143,0.533,0,0,0.107,0.357,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/k/knighbr03.html
Shake Milton_2019,Roleplayers,0.05585069684974864,Shake Milton,SG,22,PHI,2019,20,0,268,6,15.3,0.391,2.5,7.8,0.318,3.5,7.6,0.465,0.9,1.2,0.714,1.6,4.6,6.2,3.2,1.4,1.4,1.1,5.1,15.3,105,111,9.3,0.483,0.506,0.08,3.7,10,6.9,9.2,1.4,2.3,6.2,15,0.1,0.3,0.3,0.059,-2.6,-0.6,-3.2,-0.1,16.3,0.494,0.23,0.115,0.057,0.092,0.506,0.465,0.6,0.2,0.6,0.375,0.318,0.75,0.929,0.011,1,0.295,0.308,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/miltosh01.html
Courtney Lee_2019,Facilitors/Shooters,0.05585647146814532,Courtney Lee,SG,33,TOT,2019,34,6,428,6,14.6,0.411,1.8,6.2,0.291,4.2,8.4,0.5,1.6,2.4,0.667,1,5.1,6.1,4.2,2.4,0.3,1.6,3.6,15.4,103,112,10.3,0.492,0.426,0.163,2.2,11.2,6.7,12.8,2.4,0.6,9.2,15.3,0.1,0.4,0.4,0.05,-3.4,0.8,-2.5,-0.1,16.8,0.574,0.163,0.078,0.163,0.171,0.426,0.5,0.524,0.6,0.429,0.5,0.291,0.649,0.813,0.016,1,0.327,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/leeco01.html
Trey Lyles_2018,Roleplayers,0.05588108189156771,Trey Lyles,PF,22,DEN,2018,73,2,1391,9.6,19.6,0.491,3,7.8,0.381,6.7,11.8,0.563,3.6,5.1,0.706,2,10.4,12.4,3.2,1.1,1.2,2.2,4,25.8,116,110,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,2.7,1.2,3.9,0.135,2,-0.7,1.3,1.1,12.9,0.604,0.3,0.185,0.078,0.04,0.396,0.563,0.697,0.392,0.535,0.409,0.381,0.642,0.988,0.08,40,0.188,0.366,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/lylestr01.html
Frank Jackson_2019,Facilitors/Shooters,0.05596564151968475,Frank Jackson,PG,20,NOP,2019,61,16,1169,7.7,17.8,0.434,2.1,6.7,0.314,5.6,11.1,0.507,2.1,2.9,0.74,1,4.3,5.3,2.7,1,0.1,1.9,3.7,19.7,102,117,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,12.8,0.622,0.333,0.154,0.089,0.045,0.378,0.507,0.658,0.333,0.425,0.15,0.314,0.638,0.887,0.02,9,0.42,0.296,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jacksfr01.html
Jaylen Brown_2021,Facilitors/Shooters,0.05632566745306655,Jaylen Brown,SG,24,BOS,2021,58,58,1999,13.1,27.2,0.484,4,10,0.397,9.2,17.1,0.536,4.7,6.1,0.764,1.7,6.7,8.5,4.8,1.8,0.8,3.9,4.1,34.9,112,113,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2,4.8,0.115,3.2,-0.7,2.5,2.3,14.3,0.63,0.195,0.239,0.11,0.086,0.37,0.536,0.7,0.442,0.484,0.49,0.397,0.453,0.798,0.024,23,0.158,0.4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/brownja02.html
