player_season,cluster,uncertainty,player,pos,age,tm,season,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,dunks_attempt,dunks_total,corner_3s_attempt,corner_3s_percent,heaves_attempts,heaves_makes,pg%,sg%,sf%,pf%,c%,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,efgpercent,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link
Giannis Antetokounmpo_2021,Primary Scorers/Initiators,0,Giannis Antetokounmpo,PF,26,MIL,2021,61,61,2013,14.6,25.7,0.569,1.6,5.2,0.303,13,20.5,0.636,9.3,13.6,0.685,2.3,13.4,15.7,8.3,1.7,1.7,4.8,3.9,40.1,122,107,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9,5.6,9.5,0.799,0.451,0.193,0.094,0.062,0.201,0.636,0.837,0.401,0.359,0.324,0.303,0.428,0.299,0.169,178,0.045,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/antetgi01.html
Bradley Beal_2021,Primary Scorers/Initiators,0,Bradley Beal,SG,27,WAS,2021,60,60,2147,14.4,29.7,0.485,2.8,8,0.349,11.6,21.7,0.535,8.8,9.9,0.889,1.5,4.5,6.1,5.7,1.5,0.5,4,3,40.3,114,115,22.7,0.593,0.27,0.332,3.6,10.4,7,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9,13.3,0.73,0.177,0.274,0.143,0.136,0.27,0.535,0.66,0.53,0.47,0.452,0.349,0.43,0.723,0.021,24,0.169,0.381,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bealbr01.html
Jimmy Butler_2021,Primary Scorers/Initiators,0,Jimmy Butler,SF,31,MIA,2021,52,52,1745,10.4,21,0.497,0.7,2.9,0.245,9.7,18,0.538,10.2,11.8,0.863,2.7,7.5,10.2,10.5,3.1,0.5,3.1,2,31.8,127,108,26.5,0.607,0.139,0.565,6.3,17.1,11.8,35.1,3.1,1.1,10.6,26.6,6.6,2.7,9.3,0.255,5.4,2.3,7.7,4.3,9.3,0.861,0.327,0.289,0.166,0.079,0.139,0.538,0.722,0.441,0.426,0.362,0.245,0.358,0.68,0.053,39,0.333,0.265,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/butleji01.html
Stephen Curry_2021,Primary Scorers/Initiators,0,Stephen Curry,PG,32,GSW,2021,63,63,2152,14.4,29.8,0.482,7.4,17.5,0.421,7,12.3,0.569,7.9,8.6,0.916,0.6,6.9,7.5,7.9,1.7,0.2,4.6,2.6,44,119,111,26.3,0.655,0.587,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9,0.201,8.3,0.4,8.7,5.8,19.3,0.413,0.148,0.136,0.06,0.069,0.587,0.569,0.663,0.532,0.549,0.457,0.421,0.411,0.588,0,0,0.072,0.397,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/curryst01.html
Anthony Davis_2021,Primary Scorers/Initiators,0,Anthony Davis,PF,27,LAL,2021,36,36,1162,12.6,25.7,0.491,1.1,4.2,0.26,11.5,21.5,0.536,6.6,9,0.738,2.6,9.4,12,4.6,1.9,2.5,3.1,2.5,32.9,110,104,22.1,0.556,0.163,0.349,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2,11.7,0.837,0.243,0.204,0.232,0.158,0.163,0.536,0.785,0.536,0.415,0.33,0.26,0.575,0.962,0.098,54,0.16,0.625,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davisan02.html
Kevin Durant_2021,Primary Scorers/Initiators,0,Kevin Durant,PF,32,BRK,2021,35,32,1157,13.5,25.1,0.537,3.5,7.9,0.45,10,17.3,0.577,8.8,9.9,0.882,0.5,9.8,10.3,8.1,1,1.9,5,2.9,39.3,122,112,26.4,0.666,0.313,0.395,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,3.7,1.2,5,0.206,6.4,0.8,7.2,2.7,14.9,0.687,0.149,0.154,0.254,0.129,0.313,0.577,0.833,0.473,0.536,0.487,0.45,0.477,0.647,0.066,38,0.074,0.643,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/duranke01.html
Joel Embiid_2021,Primary Scorers/Initiators,0,Joel Embiid,C,26,PHI,2021,51,51,1585,14,27.4,0.513,1.8,4.7,0.377,12.3,22.7,0.541,14.3,16.7,0.859,3.4,13,16.4,4.4,1.5,2.1,4.8,3.7,44.1,121,104,30.3,0.636,0.171,0.61,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8,11.8,0.829,0.219,0.227,0.246,0.137,0.171,0.541,0.736,0.441,0.48,0.504,0.377,0.429,0.879,0.05,41,0.045,0.571,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/e/embiijo01.html
Robert Franks_2021,Reserves,0,Robert Franks,PF,24,ORL,2021,7,0,101,6.3,13.5,0.464,2.4,7.2,0.333,3.9,6.3,0.615,5.8,6.3,0.923,2.9,3.9,6.7,2.4,1.4,1.4,1,3.9,20.7,133,116,16.5,0.638,0.536,0.464,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0,16.4,0.464,0.214,0.143,0.036,0.071,0.536,0.615,1,0.5,0,0,0.333,0.25,1,0,0,0.2,0.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/f/frankro01.html
Rudy Gobert_2021,Traditional Bigs,0,Rudy Gobert,C,28,UTA,2021,71,71,2187,8.7,12.9,0.675,0,0.1,0,8.7,12.8,0.68,5.2,8.3,0.623,5.3,16,21.4,2,0.9,4.2,2.6,3.6,22.6,131,101,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6,0.9,7,13.7,17,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,2.7,0.993,0.77,0.209,0.005,0.009,0.007,0.68,0.798,0.281,0,0.2,0,0.767,NA,0.432,231,0.25,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/goberru01.html
Josh Hall_2021,Reserves,0,Josh Hall,SF,20,OKC,2021,21,1,336,4.2,14,0.303,0.6,5.2,0.108,3.7,8.8,0.419,3.1,6.2,0.5,0.8,7.5,8.3,4,0.6,0.1,3.5,5.2,12.2,73,117,1,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8,13.9,0.626,0.152,0.333,0.111,0.03,0.374,0.419,0.6,0.333,0.455,0.333,0.108,0.462,1,0.01,1,0.135,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/halljo01.html
Nikola Jokić_2021,Primary Scorers/Initiators,0,Nikola Jokić,C,25,DEN,2021,72,72,2488,14.5,25.7,0.566,1.8,4.7,0.388,12.7,21,0.606,6.8,7.8,0.868,4.1,11.4,15.5,11.9,1.9,1,4.4,3.8,37.7,130,109,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3,12.1,8.8,10.6,0.817,0.244,0.35,0.14,0.082,0.183,0.606,0.753,0.572,0.481,0.528,0.388,0.484,0.967,0.037,45,0.034,0.375,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jokicni01.html
Damian Lillard_2021,Primary Scorers/Initiators,0,Damian Lillard,PG,30,POR,2021,67,67,2398,12.2,27.1,0.451,5.6,14.3,0.391,6.7,12.8,0.519,9.1,9.8,0.928,0.7,5.1,5.8,10.3,1.3,0.3,4.1,2.1,39.2,125,118,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5,17.9,0.472,0.238,0.096,0.044,0.094,0.528,0.519,0.631,0.359,0.441,0.437,0.391,0.177,0.393,0.015,19,0.038,0.185,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/lillada01.html
Karl-Anthony Towns_2021,Primary Scorers/Initiators,0,Karl-Anthony Towns,C,25,MIN,2021,50,50,1689,11.9,24.5,0.486,3.4,8.8,0.387,8.5,15.7,0.541,7.5,8.7,0.859,3.7,11.1,14.8,6.3,1.1,1.6,4.5,5.2,34.6,117,113,23.1,0.612,0.36,0.355,8.2,26.4,17,22.6,1.1,2.9,13.7,29.1,3.8,1.6,5.4,0.153,4.3,0.2,4.5,2.8,12.9,0.64,0.285,0.238,0.067,0.05,0.36,0.541,0.663,0.476,0.356,0.409,0.387,0.558,0.934,0.061,47,0.079,0.28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/townska01.html
Trae Young_2021,Primary Scorers/Initiators,0,Trae Young,PG,22,ATL,2021,63,63,2125,11.3,25.7,0.438,3.1,9.2,0.343,8.1,16.6,0.491,11.2,12.6,0.886,0.9,4.8,5.7,13.8,1.2,0.3,6,2.6,36.9,117,116,23,0.589,0.357,0.491,2,10.5,6.3,45.5,1.2,0.5,16.2,33,5.9,1.3,7.2,0.163,5.3,-1.7,3.7,3,15.3,0.643,0.162,0.226,0.181,0.075,0.357,0.491,0.572,0.47,0.428,0.53,0.343,0.125,0.287,0,0,0.038,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/y/youngtr01.html
Justin Anderson_2020,Reserves,0,Justin Anderson,SG,26,BRK,2020,10,1,107,4.4,16.8,0.263,2.7,12.8,0.207,1.8,4,0.444,0.9,1.8,0.5,0.4,8.8,9.3,3.5,0,2.7,1.8,5.7,12.4,78,109,3.2,0.352,0.763,0.105,1,18.9,10.2,10.1,0,4.7,9.1,17.1,-0.2,0.1,-0.1,-0.054,-6.8,-1,-7.7,-0.2,20.3,0.237,0.211,0.026,0,0,0.763,0.444,0.375,1,NA,NA,0.207,1,1,0.053,2,0.276,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/anderju01.html
Giannis Antetokounmpo_2020,Primary Scorers/Initiators,0,Giannis Antetokounmpo,PF,25,MIL,2020,63,63,1917,16.3,29.5,0.553,2.1,7,0.304,14.2,22.5,0.631,9.5,15,0.633,3.3,17.1,20.4,8.4,1.5,1.6,5.5,4.6,44.2,116,97,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3,13.2,37.5,6.1,5,11.1,0.279,7.4,4.1,11.5,6.6,9.8,0.763,0.482,0.16,0.073,0.048,0.237,0.631,0.779,0.343,0.433,0.4,0.304,0.438,0.551,0.17,197,0.034,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/antetgi01.html
Devin Booker_2020,Primary Scorers/Initiators,0,Devin Booker,SG,23,PHO,2020,70,70,2512,11.8,24.2,0.489,2.7,7.5,0.354,9.2,16.7,0.549,8.8,9.6,0.919,0.5,5.1,5.6,8.6,0.9,0.3,5,4,35.1,115,114,20.6,0.618,0.31,0.397,1.3,12,6.6,30,0.9,0.6,14.9,30,6,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,14.1,0.69,0.228,0.136,0.213,0.112,0.31,0.549,0.72,0.463,0.487,0.424,0.354,0.416,0.61,0.017,22,0.09,0.361,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bookede01.html
Tyson Chandler_2020,Traditional Bigs,0,Tyson Chandler,C,37,HOU,2020,26,5,219,3,3.8,0.778,0,0,NA,3,3.8,0.778,1.3,2.7,0.462,5.3,8.7,13.9,1.3,1.3,1.7,1.7,6.8,7.2,135,109,10.8,0.717,0,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0,1.4,1,1,0,0,0,0,0.778,0.778,NA,NA,NA,NA,0.857,NA,0.611,11,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/chandty01.html
Anthony Davis_2020,Primary Scorers/Initiators,0,Anthony Davis,PF,26,LAL,2020,62,62,2131,12.3,24.5,0.503,1.6,4.9,0.33,10.7,19.6,0.546,9.9,11.7,0.846,3.2,9.7,12.9,4.5,2,3.2,3.4,3.5,36.1,121,102,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2,6,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8,5.4,11.1,0.801,0.343,0.172,0.155,0.13,0.199,0.546,0.758,0.413,0.412,0.322,0.33,0.578,0.986,0.157,157,0.17,0.432,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davisan02.html
Luka Dončić_2020,Primary Scorers/Initiators,0,Luka Dončić,PG,20,DAL,2020,61,61,2047,13.7,29.6,0.463,4,12.8,0.316,9.7,16.9,0.574,10.1,13.3,0.758,1.8,11.7,13.5,12.7,1.5,0.3,6.1,3.6,41.5,116,110,27.6,0.585,0.431,0.448,4.1,25,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,0.207,7.4,1,8.4,5.4,14.5,0.569,0.26,0.237,0.058,0.014,0.431,0.574,0.752,0.436,0.37,0.471,0.316,0.171,0.24,0.012,14,0.02,0.273,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/doncilu01.html
Joel Embiid_2020,Primary Scorers/Initiators,0,Joel Embiid,C,25,PHI,2020,51,51,1506,12.3,25.8,0.477,1.8,5.5,0.331,10.5,20.2,0.517,11.3,14,0.807,4.5,14.5,19.1,4.9,1.4,2.1,5.1,5.6,37.7,113,104,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6,0.192,3.7,1,4.7,2.5,12.4,0.785,0.255,0.195,0.202,0.134,0.215,0.517,0.725,0.468,0.407,0.355,0.331,0.452,0.912,0.061,45,0.035,0.333,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/e/embiijo01.html
Michael Frazier_2020,Reserves,0,Michael Frazier,SG,25,HOU,2020,13,0,145,2.2,9.3,0.241,1.3,7.3,0.174,1,1.9,0.5,2.9,4.5,0.643,0.3,2.9,3.2,0.6,0.6,0,1.6,7,8.6,76,116,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11,-0.3,20.3,0.207,0.172,0.034,0,0,0.793,0.5,0.6,0,NA,NA,0.174,1,1,0.034,1,0.304,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/f/frazimi01.html
Rudy Gobert_2020,Traditional Bigs,0,Rudy Gobert,C,27,UTA,2020,68,68,2333,8.1,11.6,0.693,0,0,NA,8.1,11.6,0.693,5.3,8.4,0.63,4.8,14.3,19.1,2.1,1.1,2.8,2.7,4.5,21.4,130,104,21.7,0.699,0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,2.1,1,0.837,0.158,0.005,0,0,0.693,0.755,0.386,0,NA,NA,0.749,NA,0.425,221,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/goberru01.html
James Harden_2020,Primary Scorers/Initiators,0,James Harden,SG,30,HOU,2020,68,68,2483,12.5,28.2,0.444,5.6,15.7,0.355,7,12.5,0.556,12.9,14.9,0.865,1.3,7,8.3,9.5,2.3,1.1,5.7,4.2,43.5,120,108,29.1,0.626,0.557,0.528,2.9,16,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,16.6,0.443,0.243,0.177,0.018,0.005,0.557,0.556,0.668,0.414,0.444,0.5,0.355,0.139,0.171,0.015,20,0.045,0.342,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hardeja01.html
Jaxson Hayes_2020,Traditional Bigs,0,Jaxson Hayes,C,19,NOP,2020,64,14,1080,7.5,11.1,0.672,0,0.2,0.25,7.4,10.9,0.678,5.3,8.1,0.647,4.2,6.9,11.1,2.4,1.1,2.4,2.3,6.9,20.2,131,111,17.6,0.689,0.015,0.734,9.5,16,12.7,7.2,1.1,4.3,13.4,15,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,2.8,0.985,0.838,0.124,0.023,0,0.015,0.678,0.751,0.25,0.333,NA,0.25,0.809,1,0.432,101,0.25,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hayesja02.html
Dwight Howard_2020,Traditional Bigs,0,Dwight Howard,C,34,LAL,2020,69,2,1306,7.4,10.1,0.729,0.1,0.2,0.6,7.2,9.9,0.732,4,7.8,0.514,6.3,12.2,18.5,1.6,1.1,2.9,3.1,8.1,18.8,125,103,18.7,0.696,0.018,0.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,0.197,-1,1.2,0.2,0.7,2.5,0.982,0.794,0.181,0,0.007,0.018,0.732,0.814,0.38,NA,0.5,0.6,0.618,1,0.448,116,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/howardw01.html
Kyrie Irving_2020,Primary Scorers/Initiators,0,Kyrie Irving,PG,27,BRK,2020,20,20,658,14.3,29.9,0.478,4,10.2,0.394,10.3,19.7,0.522,6.8,7.3,0.922,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.4,119,109,26.2,0.595,0.341,0.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,0.21,6.7,0.9,7.7,1.6,14.6,0.659,0.19,0.173,0.195,0.101,0.341,0.522,0.671,0.444,0.506,0.405,0.394,0.203,0.357,0,0,0.099,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/i/irvinky01.html
Nikola Jokić_2020,Primary Scorers/Initiators,0,Nikola Jokić,C,24,DEN,2020,73,73,2336,12,22.7,0.528,1.7,5.4,0.314,10.3,17.3,0.594,5.2,6.4,0.817,3.5,11.5,15,10.8,1.8,0.9,4.8,4.7,30.8,119,108,24.9,0.605,0.238,0.281,8,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2,7.4,5.5,12,0.762,0.237,0.275,0.143,0.107,0.238,0.594,0.724,0.599,0.49,0.435,0.314,0.511,0.85,0.014,15,0.039,0.5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jokicni01.html
Kawhi Leonard_2020,Primary Scorers/Initiators,0,Kawhi Leonard,SF,28,LAC,2020,57,57,1848,13.6,29,0.47,3.1,8.3,0.378,10.5,20.7,0.506,9.1,10.3,0.886,1.4,8.9,10.3,7.2,2.6,0.8,3.8,2.9,39.5,117,104,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,14.6,0.713,0.167,0.174,0.226,0.147,0.287,0.506,0.698,0.452,0.445,0.446,0.378,0.284,0.626,0.059,59,0.052,0.412,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/leonaka01.html
Damian Lillard_2020,Primary Scorers/Initiators,0,Damian Lillard,PG,29,POR,2020,66,66,2474,12,26,0.463,5.2,13,0.401,6.8,13,0.524,8.9,10,0.888,0.6,4.8,5.5,10.2,1.3,0.4,3.7,2.2,38.1,126,117,26.9,0.627,0.5,0.384,1.4,10.5,6,34.4,1.3,0.8,11,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,16.8,0.5,0.295,0.079,0.062,0.064,0.5,0.524,0.618,0.311,0.405,0.471,0.401,0.099,0.289,0.014,16,0.036,0.417,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/l/lillada01.html
Karl-Anthony Towns_2020,Primary Scorers/Initiators,0,Karl-Anthony Towns,C,24,MIN,2020,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7,8.8,0.796,3.7,11.1,14.8,6,1.3,1.6,4.3,4.6,36.2,121,110,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.7,1.3,5.1,0.204,7,0.8,7.8,2.9,14,0.555,0.328,0.148,0.032,0.047,0.445,0.586,0.721,0.457,0.25,0.276,0.412,0.505,0.816,0.064,38,0.101,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/townska01.html
Tremont Waters_2020,Reserves,0,Tremont Waters,PG,22,BOS,2020,11,1,119,5.7,19.9,0.286,1.6,9.7,0.167,4.1,10.1,0.4,3.2,3.2,1,0,4.9,4.9,6.5,4.1,0.8,6.1,5.3,16.2,73,103,4.3,0.381,0.49,0.163,0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1,-7.5,-0.2,16.8,0.51,0.143,0.184,0.122,0.061,0.49,0.4,0.714,0.222,0.167,0.667,0.167,0.2,0.25,0,0,0.125,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/watertr01.html
Trae Young_2020,Primary Scorers/Initiators,0,Trae Young,PG,21,ATL,2020,60,60,2120,12,27.5,0.437,4.5,12.5,0.361,7.5,15,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,114,117,23.9,0.595,0.455,0.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1,16.8,0.545,0.183,0.167,0.146,0.05,0.455,0.501,0.596,0.452,0.467,0.413,0.361,0.161,0.298,0,0,0.033,0.579,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/y/youngtr01.html
