player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link
Leslie Johnson,WAS,1998,F,6,15,0,3.5,6.9,0.5,0,0,NA,3.5,6.9,0.5,0,0,NA,0,3.5,3.5,0,0,13.8,10.4,6.9,-10.6,0.5,0.5,0,0,0,4.1,12.6,0,0,66.7,17.7,36,111,-0.1,0,-0.1,-0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsle01w.html
Pollyanna Johns Kimbrough,CHA,1998,C,24,180,0,6.6,13.5,0.489,0,0,NA,6.6,13.5,0.489,5.4,8.4,0.643,4.2,11.1,1.8,0.9,0.6,2.7,2.7,18.7,16.4,0.541,0.489,0,0.622,9.7,12.7,6.1,0.9,0.9,13.6,17.1,107,96,0.5,0.2,0.7,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnspo01w.html
Tiffani Johnson,SAC,1998,C,6,32,0,0,10.4,0,0,0,NA,0,10.4,0,3.5,6.9,0.5,5.2,17.4,0,3.5,0,5.2,8.7,3.5,-2.4,0.129,0,0,0.667,11.6,19.8,0,3.5,0,27.9,15.7,34,89,-0.2,0.1,-0.1,-0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsti01w.html
Vickie Johnson,NYL,1998,G-F,30,905,30,9,20.2,0.446,1.3,3.5,0.375,7.7,16.8,0.461,3.9,5.1,0.768,2.7,7,4.6,1.9,0.4,2.8,4.3,23.3,18.7,0.518,0.479,0.171,0.251,6.3,8.3,17.6,1.9,0.7,11,21.3,108,94,3.1,1.2,4.3,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsvi01w.html
Merlakia Jones,CLE,1998,G,30,683,21,8.7,18.7,0.464,0.6,1.6,0.35,8.1,17.1,0.474,4.8,6.4,0.753,2.2,7.5,3.1,2.5,0.2,4.1,5.5,22.7,16.1,0.528,0.479,0.085,0.345,6.1,9.4,11.4,2.5,0.4,16.1,22.7,98,95,1.3,0.8,2.1,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jonesme01w.html
Aneta Kausaite,DET,1998,F,10,58,0,4.7,18.6,0.25,0,1.9,0,4.7,16.8,0.278,3.7,6.5,0.571,7.4,10.2,0.9,2.8,0,2.8,3.7,13,7.5,0.303,0.25,0.1,0.35,16.4,11.2,3.1,2.8,0,11.5,20.4,76,95,-0.1,0.1,0,-0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/kausaan01w.html
Tanja Kostic,CLE,1998,F,5,30,0,3.6,5.4,0.667,0,0,NA,3.6,5.4,0.667,1.8,3.6,0.5,1.8,3.6,3.6,0,0,5.4,3.6,9,4.1,0.644,0.667,0,0.667,4.9,4.5,11.2,0,0,43.6,11,81,104,0,0,0,-0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/kostita01w.html
Andrea Kuklova,PHO,1998,G-F,29,340,2,6.1,15.2,0.4,0.2,1.1,0.143,5.9,14.1,0.42,3.2,5.8,0.556,3,5.9,5,2.9,0.6,6.4,6.4,15.5,8.6,0.438,0.405,0.074,0.379,7,7,17,2.9,1,26.5,20.3,79,93,-0.5,0.5,0.1,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/kukloan01w.html
Monica Lamb,HOU,1998,C,30,649,25,5.7,10.6,0.541,0,0,NA,5.7,10.6,0.541,2.5,3.6,0.69,5.4,12.3,0.8,2.1,1.8,2.3,7.5,13.9,15,0.573,0.541,0,0.344,12.5,14.1,2.5,2.1,2.7,16.1,12.3,113,89,1.8,1.4,3.2,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/l/lambmo01w.html
Lisa Leslie*,LAS,1998,C,28,898,28,12,25.1,0.478,0.5,1.4,0.391,11.4,23.7,0.483,8.1,10.5,0.768,4.6,16.9,4.2,2.5,3.6,6,7.2,32.5,28.6,0.548,0.488,0.054,0.418,10.3,18.9,17.9,2.5,5.3,16.9,30,104,88,3.6,2.1,5.7,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rebecca Lobo*,NYL,1998,C,30,875,30,8.7,18,0.484,0.8,2.5,0.308,7.9,15.5,0.512,4.2,5.9,0.71,4.5,13.2,2.8,1.1,2.1,4.3,6.3,22.4,18.4,0.544,0.505,0.139,0.331,10.3,15.6,10.7,1.1,3.3,17.2,21,102,91,2.2,1.6,3.8,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mwadi Mabika,LAS,1998,G,29,710,23,6.5,19.3,0.339,2.5,8,0.308,4,11.2,0.36,2.2,3.2,0.698,2.2,9.5,3.3,2.2,0.7,2.8,5.5,17.8,12.7,0.429,0.403,0.416,0.167,4.9,10.7,11.5,2.2,1,11.8,19.7,92,95,0.6,0.8,1.4,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mabikmw01w.html
Sharon Manning,CHA,1998,F-C,30,575,6,5.6,12.6,0.44,0,0.2,0,5.6,12.4,0.447,4.1,6.2,0.667,5.7,15.6,2.8,3,0.7,4,5.8,15.3,15.8,0.497,0.44,0.015,0.493,12.9,17.8,9.3,3,1,20.9,16.6,96,89,0.7,1.3,2,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mannish01w.html
Rhonda Mapp,CHA,1998,C,21,456,14,9.9,19.5,0.506,0.1,1.2,0.1,9.7,18.3,0.532,5.3,7.1,0.75,4.2,10.6,3.9,1.5,1,4.6,7.1,25.2,19.7,0.557,0.509,0.061,0.366,9.5,12,15,1.5,1.4,17,23.3,104,94,1.4,0.6,2,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mapprh01w.html
Suzie McConnell Serio,CLE,1998,G,28,882,28,4.9,10.8,0.455,1.8,4.4,0.408,3.1,6.5,0.486,3.1,4.3,0.729,0.5,3.8,10.9,3,0.3,6.4,3,14.8,15.2,0.58,0.537,0.403,0.398,1.3,4.7,35.3,3,0.5,33.5,17,95,96,1.1,0.9,2.1,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mcconsu01w.html
Nikki McCray,WAS,1998,G,29,969,28,10.2,24.4,0.419,1.2,3.9,0.319,9,20.6,0.438,5.7,7.7,0.748,1.8,4.6,4.8,2.3,0.1,6.7,4.2,27.4,16.3,0.493,0.444,0.158,0.314,4.1,5.4,23.2,2.3,0.2,19.5,29.5,91,107,0.8,-0.7,0.1,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mccrani01w.html
Pamela McGee,LAS,1998,F-C,30,570,22,7.5,17.1,0.437,0,0.4,0,7.5,16.7,0.447,4,6.5,0.614,5.8,13.5,1.2,2.1,2.2,5,9.7,19,13.3,0.475,0.437,0.022,0.383,13.1,15.2,4.4,2.1,3.3,20.2,21,89,93,0.2,0.8,1,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mcgeepa01w.html
Penny Moore,WAS,1998,F,29,756,26,6.4,18.5,0.344,1.3,6.3,0.207,5.1,12.2,0.416,2.3,3.2,0.717,2.3,7.3,3.1,3,1.4,4.2,4,16.3,11.4,0.41,0.38,0.341,0.17,5.2,8.7,12.5,3,2.1,17.4,20.6,81,102,-0.7,0,-0.7,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/moorepe01w.html
Yolanda Moore,HOU,1998,F-C,30,533,4,3.4,7.5,0.451,0.1,0.2,0.5,3.3,7.3,0.449,3.5,4.3,0.805,3.4,9.1,1.1,2.7,0,2.1,5.7,10.3,10.9,0.55,0.458,0.028,0.577,7.9,10.4,3.2,2.7,0,18.3,9.8,109,90,1,1.1,2,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mooreyo01w.html
Eva Nemcova,CLE,1998,F,30,972,30,7.3,15.7,0.466,1.6,3.5,0.452,5.7,12.2,0.47,3.7,4.2,0.893,1.6,6.2,3.7,1.8,1.2,3.6,4.3,19.9,16,0.568,0.516,0.221,0.267,4.3,7.7,13.1,1.8,1.8,16.9,18.7,104,96,2.4,1,3.3,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/n/nemcoev01w.html
Murriel Page,WAS,1998,F,30,955,30,5.7,11.8,0.479,0,0.1,0,5.7,11.7,0.484,2.2,3.5,0.631,4.4,11.3,2.2,1,0.7,3.2,5.3,13.5,12,0.507,0.479,0.009,0.3,9.8,13.4,8.6,1,1,19.1,14.1,96,106,1,-0.5,0.5,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/pagemu01w.html
Wendy Palmer,UTA,1998,F,28,761,21,10.1,21.5,0.472,0.4,1.2,0.353,9.7,20.3,0.479,5.7,8.7,0.653,4.9,13,2.1,1.3,0.3,3.9,5.2,26.4,19.9,0.521,0.482,0.055,0.404,11.3,14.6,8.7,1.3,0.5,13.4,25.1,101,102,2.1,0,2.2,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/palmewe01w.html
Tia Paschal,CHA,1998,F,20,110,0,5.4,18.2,0.297,0.5,2,0.25,4.9,16.2,0.303,2,3,0.667,2,7.4,4.4,3.9,0,5.4,5.9,13.3,6.2,0.341,0.311,0.108,0.162,4.5,8.4,14.5,3.9,0,21.7,21.4,68,91,-0.4,0.2,-0.2,-0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/paschti01w.html
Ticha Penicheiro,SAC,1998,G,30,1080,30,2.8,8.5,0.333,0.5,2.2,0.233,2.3,6.3,0.369,3.6,5.6,0.642,0.7,7.3,11.6,3.4,0.2,6,4.6,9.8,12.3,0.446,0.364,0.261,0.661,1.5,8.3,37.3,3.4,0.2,35.3,14.2,83,94,-0.5,1.4,0.9,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/penicti01w.html
Kim Perrot,HOU,1998,G,30,986,30,5,12.4,0.404,1.7,6.2,0.269,3.4,6.3,0.536,2.8,4,0.7,1,5.2,8.1,4.8,0,4.7,4,14.5,16,0.51,0.47,0.495,0.321,2.3,6,25.5,4.8,0,24.8,16,98,87,1.5,2.5,4,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/perroki01w.html
Bridget Pettis,PHO,1998,G,30,849,28,7.3,19.3,0.377,2.2,7.9,0.285,5,11.4,0.441,4.9,5.7,0.865,2.2,6.6,4,1.9,0.6,4,4.8,21.7,14.8,0.498,0.435,0.41,0.297,5,7.8,14.2,1.9,0.9,15.5,21.7,99,94,1.7,1.2,2.9,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/pettibr01w.html
Franthea Price,SAC,1998,G,26,379,1,6.3,16.9,0.374,4.1,11.4,0.359,2.2,5.4,0.405,1.9,2.6,0.722,1,6.5,5.1,2.9,0.3,4.7,4.3,18.6,14.2,0.517,0.496,0.678,0.157,2.3,7.4,18.6,2.9,0.5,20.7,19.1,94,96,0.4,0.4,0.8,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/pricefr01w.html
Brandy Reed,PHO,1998,F,24,254,0,10.7,20.4,0.526,0.4,1.7,0.25,10.3,18.7,0.552,4.7,6.7,0.71,7.7,16.7,4.3,3.9,1.5,7.1,6.4,26.6,24.9,0.571,0.537,0.084,0.326,17.8,19.8,17.5,3.9,2.2,23.3,25.6,99,85,0.7,0.7,1.4,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/reedbr01w.html
Michelle Reed,LAS,1998,G-F,9,49,0,3.3,12,0.273,1.1,4.3,0.25,2.2,7.6,0.286,7.6,13,0.583,2.2,12,2.2,2.2,1.1,6.5,4.3,15.2,8.3,0.43,0.318,0.364,1.091,4.9,13.4,6.8,2.2,1.6,26.9,20.3,75,93,-0.1,0.1,0,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/reedmi01w.html
Tracy Reid,CHA,1998,F,30,966,30,8.5,17.4,0.487,0,0.1,0,8.5,17.3,0.49,6.2,10.1,0.613,3.4,8.8,2.6,2.2,0.7,4,3.3,23.2,18.3,0.53,0.487,0.006,0.584,7.7,10,9.4,2.2,1,15.4,22.1,101,94,2.3,1.3,3.6,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/reidtr01w.html
Tammi Reiss,UTA,1998,G,22,477,17,6,15,0.403,1.8,6,0.296,4.2,8.9,0.475,2.1,3.2,0.655,1.6,4.4,5.4,1.2,0.1,2.8,3.6,16,12.3,0.487,0.463,0.403,0.216,3.6,4.9,19,1.2,0.2,14.6,16.5,100,107,0.8,-0.3,0.4,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/reissta01w.html
Nyree Roberts,HOU,1998,C,14,55,0,6.1,7.2,0.857,0,0,NA,6.1,7.2,0.857,4.1,7.2,0.571,3.1,10.2,2,1,0,4.1,3.1,16.3,16.3,0.794,0.857,0,1,7.1,11.7,6.7,1,0,28.4,12.2,116,92,0.2,0.1,0.3,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/roberny01w.html
Eugenia Rycraw,LAS,1998,C,20,226,4,3.5,7.5,0.469,0,0,NA,3.5,7.5,0.469,3.8,5.2,0.727,4,11.8,0.9,1.6,4.2,3.3,6.4,10.8,12.5,0.552,0.469,0,0.688,9.1,13.2,3,1.6,6.3,25.1,11,97,93,0.2,0.3,0.6,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/r/rycraeu01w.html
Alessandra Santos de Oliveira,WAS,1998,C,16,481,12,6.8,13.2,0.516,0,0,NA,6.8,13.2,0.516,5.4,11.7,0.463,6.5,13.9,0.1,1.3,0.8,5.9,4.9,19,13.1,0.519,0.516,0,0.885,14.5,16.5,0.4,1.3,1.1,24.5,20.7,86,105,-0.1,-0.2,-0.3,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/santoal01w.html
Olympia Scott,UTA,1998,C,29,466,1,6.6,15.4,0.43,0.1,0.6,0.2,6.5,14.9,0.438,4.2,7.4,0.569,4.2,9.7,2.5,2.7,1.1,5.6,8.9,17.6,11,0.471,0.433,0.037,0.481,9.7,10.9,9.1,2.7,1.7,23,20.9,84,100,-0.3,0.2,-0.1,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/scottol01w.html
Raegan Scott,CLE,1998,F-C,22,167,0,4.5,12.3,0.368,0,0.6,0,4.5,11.7,0.389,3.2,3.9,0.833,1.6,9.4,2.3,1,1.6,2.9,7.8,12.3,7.7,0.439,0.368,0.053,0.316,4.4,11.7,7.3,1,2.5,17.2,15.1,86,95,0,0.2,0.2,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/scottra01w.html
Adrienne Shuler,WAS,1998,G,25,363,12,4.4,12,0.369,1.9,5.4,0.342,2.6,6.6,0.391,2,2.4,0.824,1.7,7.4,6.9,3.1,0.4,5.9,7.4,12.7,10.5,0.486,0.446,0.452,0.202,3.8,8.8,25.8,3.1,0.6,30.9,16.2,84,102,-0.2,0,-0.1,-0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/shulead01w.html
Christy Smith,CHA,1998,G,24,448,18,3.3,9.1,0.36,2.2,6.9,0.316,1.1,2.2,0.5,2.1,2.4,0.85,0.4,4.1,8.6,1.2,0,5.8,4.1,10.8,8.3,0.531,0.48,0.76,0.267,0.8,4.7,26.2,1.2,0,36.4,13.6,86,98,-0.1,0.3,0.3,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/smithch01w.html
Tangela Smith,SAC,1998,C,28,707,10,8.8,21.9,0.401,0.4,1.1,0.357,8.4,20.8,0.404,3.1,4.2,0.741,3.5,10.1,2.3,1.3,3.5,3.7,6.1,21.1,14.9,0.444,0.41,0.05,0.194,7.9,11.6,9.1,1.3,5.5,13.4,23.1,90,96,0.3,0.7,1.1,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/smithta01w.html
Leila Sobral,WAS,1998,F,15,71,0,4.4,17.5,0.25,2.2,8,0.273,2.2,9.5,0.231,7.3,11,0.667,2.2,7.3,4.4,3.7,1.5,6.6,10.2,18.3,8.8,0.408,0.313,0.458,0.625,4.9,8.7,16.5,3.7,2.2,22.7,24.7,78,100,-0.1,0,-0.1,-0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/sobrale01w.html
Rachael Sporn,DET,1998,F,30,535,1,6.1,14.8,0.408,0,0,NA,6.1,14.8,0.408,1.6,3.2,0.5,5.1,10.9,3.8,0.8,1.2,3.4,5.9,13.7,11.1,0.422,0.408,0,0.218,11.3,12,13.4,0.8,1.8,17.4,16.5,90,96,0.2,0.6,0.8,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/spornra01w.html
Maria Stepanova,PHO,1998,C,20,130,0,10.9,25.6,0.426,0,0,NA,10.9,25.6,0.426,5.9,9.2,0.636,7.1,15.9,2.9,1.3,4.6,3.8,12.2,27.7,21,0.467,0.426,0,0.361,16.4,18.9,12,1.3,6.8,11.3,28.1,99,88,0.3,0.3,0.6,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/stepama01w.html
Rehema Stephens,SAC,1998,G,8,81,0,7.5,28.1,0.268,1.4,8.2,0.167,6.2,19.9,0.31,1.4,2.7,0.5,4.8,6.9,2.7,1.4,0.7,7.5,5.5,17.8,0.2,0.304,0.293,0.293,0.098,10.7,7.8,10.4,1.4,1.1,20.5,31,61,102,-0.5,0,-0.5,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/stephre01w.html
Andrea Stinson,CHA,1998,G,30,1046,30,9,21.4,0.418,1.5,5.3,0.282,7.5,16.1,0.463,3.9,5.2,0.75,1.5,7.1,6.9,2.8,0.8,4,3.7,23.3,19.6,0.491,0.453,0.249,0.242,3.4,8.1,25.6,2.8,1.1,14.4,23.7,100,93,2.5,1.7,4.2,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/stinsan01w.html
Tora Suber,CHA,1998,G,30,682,12,4.6,14.7,0.314,2.9,9.2,0.31,1.7,5.5,0.319,2.3,3.7,0.63,1,4.2,6.8,2.4,0.1,3.5,4.4,14.4,11,0.441,0.411,0.627,0.249,2.2,4.8,21.7,2.4,0.1,17.7,17,92,96,0.4,0.7,1.1,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/suberto01w.html
Sheryl Swoopes*,HOU,1998,F-G,29,937,29,10.4,24.3,0.427,2.2,6,0.36,8.2,18.3,0.449,4.3,5.2,0.826,2.3,8.9,3.7,4.3,0.8,3.5,2.5,27.2,24.4,0.511,0.472,0.247,0.212,5.5,10.3,14.1,4.3,1.3,11.6,25.5,105,85,3.4,2.6,6,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alicia Thompson,NYL,1998,F,19,126,0,4,17.3,0.231,0.4,0.4,1,3.6,16.9,0.211,5.3,8.4,0.632,3.1,10.7,1.8,0.4,0.9,3.6,5.3,13.8,4.2,0.327,0.244,0.026,0.487,7.2,12.6,5.7,0.4,1.4,14.5,20.8,73,94,-0.3,0.2,-0.1,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/t/thompal01w.html
Tina Thompson*,HOU,1998,F,27,874,27,7.8,18.6,0.419,2.4,6.6,0.359,5.4,12,0.452,4,4.8,0.851,4.2,12.3,1.5,2,1.6,3,5.7,22,19.2,0.532,0.483,0.356,0.256,9.7,14.2,5.3,2,2.4,12.8,20.1,108,88,2.9,2,5,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michele Timms,PHO,1998,G,30,934,30,4.1,13,0.318,1.8,6.1,0.298,2.3,6.9,0.336,2,2.9,0.694,1.1,4.3,9.2,2.2,0.2,4,4.4,12.1,10.7,0.423,0.388,0.466,0.22,2.4,5.1,29.6,2.2,0.3,22,15.4,91,94,0.5,1.3,1.8,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/t/timmsmi01w.html
Penny Toler,LAS,1998,G,30,945,30,8.2,19.7,0.415,1.4,3.4,0.417,6.8,16.3,0.415,3.1,4.2,0.743,2.1,6,8.1,1.8,0.2,5.7,4.3,20.8,15.3,0.485,0.451,0.172,0.212,4.7,6.7,29.8,1.8,0.3,20.9,22.8,94,100,1.3,0.4,1.7,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/t/tolerpe01w.html
Chantel Tremitiere,UTA,1998,G,28,709,18,3.6,9.9,0.364,1.4,3.7,0.367,2.3,6.2,0.361,3.1,4.1,0.759,1,4.7,7.7,1.7,0.2,3.2,4,11.6,11.7,0.498,0.432,0.371,0.409,2.2,5.2,25,1.7,0.2,21.2,12.7,101,105,1.1,-0.3,0.8,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/t/tremich01w.html
