player,tm,season,pos,g,mp,gs,fga,x3pa,fta,trb,astpercent,stlpercent,blkpercent,distance,pred_class,prob1,prob2,prob3,prob4,prob5,prob6,prob7,player_season,uncertainty
Cole Anthony,ORL,2022,PG,65,2059,65,0.9479841487729113,0.7887966456644068,0.7358188227652221,-0.17436513202208645,1.6443021252240635,-0.728049805887841,-0.6604169980908038,0.5577506386172687,7,5.17382248912086e-43,1.228226526687e-9,9.009283454359984e-4,2.4379161018479666e-4,0.030558610457930725,1.5385311716308844e-14,0.968296668358207,Cole Anthony_2022,0.03170333164179295
OG Anunoby,TOR,2022,SF,48,1728,48,0.6926992028244471,0.7887966456644068,-0.33400262152579563,-0.3238427492097036,-0.3814476987210249,0.9848029363281815,-0.26753436466567976,0.3253141107620776,7,2.96727593425401e-41,0.21997914675252683,0.1898444938469898,0.0069631075153868145,3.5570974766479285e-5,0.26713440279086714,0.31604327811946303,OG Anunoby_2022,0.6839567218805369
Trevor Ariza,LAL,2022,SF,24,462,11,-1.4134016012503832,0.36814325581253754,-0.9758954881004062,-0.09962632342827765,-0.777544033011964,-0.3854792574446365,-0.39849524247405443,1.2127990353000806,2,1.6502636929860198e-38,0.9940342209472044,0.00017469400808388264,0.0033201874408537225,4.3042007788803357e-16,0.002443857554839433,2.7040049018239197e-5,Trevor Ariza_2022,0.005965779052795606
Deni Avdija,WAS,2022,SF,82,1984,8,-0.5411780359264635,0.03162054393104197,-0.33400262152579563,0.4235453367283825,-0.2909113937402388,-0.04290870900143208,0.059867829855257,0.17739995667241065,2,4.992801144862046e-22,0.5355458845623611,2.9455279464328486e-6,0.08395608073774546,1.988428364284544e-6,0.3793910198226856,0.0011020809208973092,Deni Avdija_2022,0.4644541154376389
Deandre Ayton,PHO,2022,C,58,1713,58,0.5650567298502154,-1.6509930154764358,-0.07724547489595134,1.9432344448024907,-0.7662269948893657,-0.728049805887841,0.19082870766363183,-1.3862639579897846,1,0.9822350852633822,3.835120159939026e-17,4.8306889860895775e-42,3.6678312652233178e-6,0.017084799809827165,6.764468272856918e-4,2.682394854484376e-10,Deandre Ayton_2022,0.017764914736617787
LaMelo Ball,CHO,2022,PG,75,2422,75,1.6712914956268938,1.349667832133566,0.26509738727717425,0.24915478334282926,2.413860717560745,1.498658758992988,-0.39849524247405443,0.4943588582931259,7,2.4830450720293985e-67,4.844038583600448e-11,3.265976207890069e-5,1.3977867164598881e-5,0.033274983511245936,6.964686888103846e-27,0.9666783788110703,LaMelo Ball_2022,0.03332162118892967
Lonzo Ball,CHI,2022,PG,35,1212,35,-0.3284405809694099,1.1533629168693604,-1.3182383502735318,-0.29892981301176724,0.6370857323128184,1.8412293074361927,0.2563091465678192,1.3395825959483663,4,3.0112727209979328e-58,0.00592837505495427,0.41713907281909957,0.5699232884755114,1.394019588263724e-11,1.5846989811106092e-6,0.0070076789375126194,Lonzo Ball_2022,0.43007671152448856
Mo Bamba,ORL,2022,C,71,1824,69,-0.11570312601235669,0.3120561371656216,-0.9758954881004062,1.5695404018334478,-0.7888610711345623,-0.8993350801094433,2.6790853860227513,0.15626936323102972,4,5.986280164740882e-29,1.1002656917393345e-34,4.157832960841119e-29,0.9056086013310731,0.001428570786343092,0.09296282788258445,4.737990766956303e-32,Mo Bamba_2022,0.09439139866892687
Desmond Bane,MEM,2022,SF,76,2266,76,1.3309115676956078,1.2935807134866504,-0.37679547929743634,-0.44840743019938456,-0.09852174565606843,0.6422323878849767,-0.46397568137824174,0.6845341992655551,7,7.283537018551919e-59,0.02205505595357956,0.05684330210989257,6.655842417612178e-5,7.074766045083168e-5,0.012598408097891664,0.9083659277540089,Desmond Bane_2022,0.09163407224599107
Harrison Barnes,SAC,2022,PF,77,2587,77,-0.3071668354737046,0.08770766257795794,1.5060902626547548,-0.22419100441795867,-0.43803288933401624,-0.8993350801094433,-0.8568583148033659,-0.012775384300018573,7,2.1157474771025916e-20,7.351619985596379e-7,1.749443217551962e-4,6.013067601733485e-5,1.1551235568483784e-5,0.33270865055865384,0.6670439880460066,Harrison Barnes_2022,0.3329560119539934
Scottie Barnes,TOR,2022,PF,74,2617,74,0.1821293109275188,-0.7535991171257809,-0.03445261712431079,0.4235453367283825,0.03728271181511061,-0.04290870900143208,0.19082870766363183,-0.5621708137759249,6,7.835774121391178e-6,0.0035427072538685837,2.787301441927954e-7,0.07593164810582688,0.044880814690354195,0.8494368762781912,0.02619983916749374,Scottie Barnes_2022,0.1505631237218088
RJ Barrett,NYK,2022,SF,70,2417,70,1.6500177501311883,0.5644481710767434,1.8056402670562397,-0.12453925962621377,0.059916788060307244,-1.0706203543310455,-0.7258974369949912,-0.32973428592073384,7,5.7427235431172e-31,2.2236983028217642e-6,1.1101352758945419e-6,6.3294615421619906e-6,0.005881165292711886,0.015062488977718067,0.9790466824344488,RJ Barrett_2022,0.02095331756555119
Will Barton,DEN,2022,SG,71,2277,71,0.5012354933630991,0.8168402049878651,-0.6335526259272805,-0.3985815578035121,0.3654768173704604,-0.5567645316662388,-0.39849524247405443,0.5154894517345069,2,9.029663620384294e-43,0.5903948595227474,0.14885941541475833,4.6925274654020316e-4,0.0018882980624791885,1.1429950118918385e-4,0.2582738747522856,Will Barton_2022,0.4096051404772526
Keita Bates-Diop,SAS,2022,SF,59,956,14,-0.796462981874928,-1.0059911510369026,-0.46238119484071766,0.6726746987077445,-0.9812507192187325,-0.21419398322303448,-0.39849524247405443,-1.0904356498104504,6,3.7142596623530557e-4,0.008028625044808143,1.9091319334930665e-10,0.003448042538690564,6.071697656906605e-7,0.9881509606984877,3.3839109949263216e-7,Keita Bates-Diop_2022,0.011849039301512265
Nicolas Batum,LAC,2022,PF,59,1462,54,-0.8390104728663386,0.732709527017491,-1.2326526347302504,-0.09962632342827765,-0.5285691943148024,0.6422323878849767,0.3872700243761938,1.4029743762725095,4,1.8889785336625802e-46,0.0904602961987067,0.0062797840584337145,0.6456345417685596,1.1707059824737505e-13,0.2576229906630141,2.3873111691430352e-6,Nicolas Batum_2022,0.3543654582314404
Kent Bazemore,LAL,2022,SF,39,545,14,-1.0092004368319816,0.17183834054833177,-1.147066919186969,-0.6975367921787466,-0.7096418042763745,1.156088210549784,-0.20205392576149236,0.9592319140035085,3,9.519820907689396e-31,0.2937930810400166,0.5270076724336249,0.07159562779949885,6.658166279807021e-15,0.10696495140848498,6.386673183674656e-4,Kent Bazemore_2022,0.4729923275663751
Darius Bazley,OKC,2022,PF,69,1924,53,-0.11570312601235669,0.1157512219014158,0.0511330984189707,0.5231970815201274,-0.7549099567667674,-0.04290870900143208,1.0420744134180673,-0.18182013183106685,6,1.79007501805759e-22,2.0843437504708072e-7,7.000634339202341e-9,0.08247739557327897,4.936276779639647e-4,0.9170287470676706,1.4246077295067023e-8,Darius Bazley_2022,0.08297125293232943
Bradley Beal,WAS,2022,SG,40,1439,40,2.032945169053885,0.22792545919524776,1.2065402582532698,-0.5978850473870017,1.8593258495534308,-0.5567645316662388,-0.5949365591866165,-0.09729775806554272,7,9.814453257702047e-29,2.5419013251984323e-13,5.973636059861457e-6,8.719021781893968e-11,0.016299426857194647,3.444814806363391e-17,0.9836945994193008,Bradley Beal_2022,0.01630540058069918
Malik Beasley,MIN,2022,SG,79,1976,18,0.7565204393115633,2.499453764395343,-1.1898597769586097,-0.8470144093663637,-0.6643736517859814,-0.8993350801094433,-0.7913778758991786,1.5297579369207959,2,4.1417339329885576e-117,0.8814122387436288,1.5014476879445836e-5,1.921982087947062e-6,6.506635451396199e-5,5.964343706565318e-8,0.11850569879945276,Malik Beasley_2022,0.11858776125637116
Patrick Beverley,MIN,2022,PG,58,1476,54,-0.6049992724135798,0.3961868151359954,0.0511330984189707,-0.29892981301176724,1.1463524478297402,1.156088210549784,1.0420744134180673,0.6422730123827932,4,2.5162845135656205e-33,2.8330785148218217e-11,0.00106154679932544,0.9989377651433031,2.52088821452658e-7,5.368985020365185e-11,4.35886530056843e-7,Patrick Beverley_2022,0.0010622348566968753
Saddiq Bey,DET,2022,SF,82,2704,82,0.7565204393115633,1.2935807134866504,0.17951167173389274,-0.22419100441795867,-0.064570631288273575,-0.3854792574446365,-0.8568583148033659,0.8113177599138408,7,1.3554254573232175e-57,0.2924649842473004,0.004418041029191238,0.0019715933090132375,3.7257422665936e-4,0.022396069141111093,0.6783767380467246,Saddiq Bey_2022,0.3216232619532754
Khem Birch,TOR,2022,C,55,991,28,-1.4559490922417941,-1.5949058968295198,-0.24841690598251412,0.7972393796974255,-0.7662269948893657,-0.04290870900143208,0.5182309021845686,-1.5130475186380707,6,0.2620568146669874,8.712721194250365e-8,1.7502668624714576e-12,5.390119936536339e-4,6.254522408369922e-10,0.737404085580308,4.6365647151639296e-12,Khem Birch_2022,0.262595914419692
Goga Bitadze,IND,2022,C,50,729,16,-0.009334398533829896,-0.2768586086269955,0.9069902538517848,0.7474135073015533,-0.3588136224758285,-0.21419398322303448,2.089761435885065,-0.66782378098283,4,2.320602293594332e-12,9.377736202929947e-20,4.2021479867576025e-16,0.7582140250669184,0.005906802281148319,0.23587917264961167,1.0413335870601444e-18,Goga Bitadze_2022,0.24178597493308163
Bismack Biyombo,PHO,2022,C,36,506,3,-0.6688205089006956,-1.7912108120937256,1.1209545427099883,1.7439309552190014,-0.9246655286057412,-0.728049805887841,1.8278396802683152,-1.956789980907072,1,0.9666384956702833,5.811568984746723e-20,9.871374248524177e-33,1.261194721940775e-4,1.2043396706190717e-9,0.03323538365318266,1.485573028974871e-24,Bismack Biyombo_2022,0.03336150432971674
Nemanja Bjelica,GSW,2022,C,71,1142,0,-0.49863054493505293,0.003576984607584107,-0.29120976375415486,0.9218040606871065,0.614451656067622,0.4709471136633747,0.2563091465678192,0.11400817634826746,4,2.3448327148378045e-21,0.0058640156209864795,4.483689179757164e-9,0.9939287113069869,2.6281215607083563e-5,3.222333610556424e-5,1.4876403662474362e-4,Nemanja Bjelica_2022,0.006071288693013099
Eric Bledsoe,LAC,2022,PG,54,1361,29,-0.030608144029534802,-0.1366408120097057,0.008340240647330145,-0.5729721111890655,1.1010842953393472,1.6699440332145903,-0.39849524247405443,0.1351387697896484,3,3.075888032224913e-20,6.234979235852261e-5,0.8647417627215888,0.009613273765519651,2.8051048818937876e-7,4.922633734671086e-9,0.1255823282874112,Eric Bledsoe_2022,0.13525823727841124
Bogdan Bogdanović,ATL,2022,SG,63,1848,27,0.8841629122857958,1.6301034253681457,-0.46238119484071766,-0.5729721111890655,0.12781901679589677,0.4709471136633747,-0.7258974369949912,1.0648848812104137,2,2.648697840775777e-73,0.7330323443517475,0.0385990313329746,1.8192542221750945e-4,4.476660418732299e-6,1.5081040454297516e-4,0.2280314118280985,Bogdan Bogdanović_2022,0.26696765564825253
Bojan Bogdanović,UTA,2022,PF,69,2131,69,0.969257894268617,1.2655371541631923,0.7786116805368628,-0.4982333025952568,-0.641739575540785,-1.2419056285526477,-1.1842605093243026,0.4309670779689827,7,1.7751174542349262e-54,0.04861549547581574,0.008801865993713675,8.506865101130585e-5,0.003971287851241151,0.03731809252667536,0.9012081895015436,Bojan Bogdanović_2022,0.09879181049845642
Devin Booker,PHO,2022,SG,68,2345,68,2.6073362974379295,0.957058001605155,1.3777116893398327,-0.47332036639732067,0.9086946472551766,0.12837656522017032,-0.5294561202824292,0.5366200451758881,7,3.32764334044717e-44,7.205151726103466e-17,6.996200881688177e-9,5.2373662485587425e-11,0.003176025142522897,2.1038242286346825e-6,0.9968218639846732,Devin Booker_2022,0.0031781360153267935
Brandon Boston Jr.,LAC,2022,SG,51,760,0,0.8628891667900901,0.22792545919524776,0.17951167173389274,-0.42349449400144823,-0.4833010418244093,0.2996618394417723,-0.20205392576149236,0.24079173699655348,7,1.0226923858037882e-24,1.0448957360428884e-5,0.0072506015340095846,9.333459434192973e-5,3.454604471805585e-4,0.46941557389072774,0.5228845805763798,Brandon Boston Jr._2022,0.47711541942362024
Chris Boucher,TOR,2022,PF,80,1690,9,0.033213092457581424,0.1157512219014158,0.6502331072219407,1.4200627846458307,-1.3773470535096717,-0.21419398322303448,1.6313983635557534,-0.3086036924793529,4,1.1362492498564279e-21,3.190538339390141e-13,2.955366392782702e-20,0.7230277808636816,0.04250876903060719,0.2344634501053798,1.3141350939729144e-14,Chris Boucher_2022,0.2769722191363184
Avery Bradley,LAL,2022,SG,62,1406,45,-1.0730216733190974,0.22792545919524776,-1.5322026391317352,-1.0712308351477897,-1.1170551766899117,0.4709471136633747,-0.7913778758991786,0.9592319140035085,2,5.693035906169317e-32,0.5991340780242697,0.20134013012280194,0.013573167116865145,2.1036041421194783e-13,0.18089877896368017,0.005053845772173122,Avery Bradley_2022,0.40086592197573034
Ignas Brazdeikis,ORL,2022,SF,42,536,1,0.011939346961875765,0.42423037445945355,-0.5479669103839991,-0.5978850473870017,-0.41539881308881976,-1.0706203543310455,-0.8568583148033659,0.09287758290688651,2,2.502655160823929e-30,0.9403450755273559,0.014690370659549994,1.1499012928176227e-4,4.36496283806148e-5,0.022882504906896355,0.021923409148535213,Ignas Brazdeikis_2022,0.05965492447264409
Mikal Bridges,PHO,2022,SF,82,2854,82,-0.5199042904307583,-0.3049021679504536,-0.6763454836989211,-0.7473626645746189,-0.641739575540785,0.12837656522017032,-0.46397568137824174,-0.05503657118278046,6,1.1170350281410913e-15,0.42068855782952386,0.10392732828051397,0.0010857848467314057,5.313509411777457e-7,0.448003329970659,0.026294467721629244,Mikal Bridges_2022,0.551996670029341
Miles Bridges,CHO,2022,PF,80,2837,80,0.7565204393115633,0.42423037445945355,0.6074402494502997,0.14950303855108438,0.1504530930410932,-0.3854792574446365,0.2563091465678192,-0.24521191215520968,5,1.374496807917556e-27,0.098741786338155,0.0047383005150253765,0.26506765745899624,0.37932270841619775,0.18450184261984248,0.06762770465178239,Miles Bridges_2022,0.6206772915838022
Oshae Brissett,IND,2022,SF,67,1564,25,-0.2433455989865884,0.2840125778421637,0.3934759605920963,0.5730229539159997,-0.9020314523605448,-0.21419398322303448,-0.13657348685730494,0.07174698946550558,6,9.814815013040305e-27,0.24836226146212517,1.5034595926363845e-8,0.01793512673417368,1.8433906498087624e-5,0.7301358709373348,0.003548291925272122,Oshae Brissett_2022,0.2698641290626652
Malcolm Brogdon,IND,2022,PG,36,1206,36,1.0969003672428495,0.34009969648907945,1.1209545427099883,-0.3487556854076397,1.4179613627720982,-0.5567645316662388,-0.5294561202824292,-0.07616716462416177,7,2.631370268824396e-29,2.981137546842465e-8,0.0035098525173228763,3.396829064324632e-5,0.024689065959807972,5.900675275419413e-12,0.9717670834149494,Malcolm Brogdon_2022,0.02823291658505056
Dillon Brooks,MEM,2022,SF,32,885,31,2.4371463334722865,0.4803174931063693,0.6502331072219407,-0.8470144093663637,0.11650197867329855,0.6422323878849767,-0.6604169980908038,-0.05503657118278046,7,1.5634072487818155e-31,5.17392043733676e-14,2.4966413142011526e-5,6.128608394702759e-12,1.4883524639591924e-5,1.6854687744073123e-4,0.9997916031785979,Dillon Brooks_2022,2.0839682140205706e-4
Bruce Brown,BRK,2022,SF,72,1774,45,-0.6688205089006956,-1.0620782696838185,-0.29120976375415486,0.12459010235314825,-0.32486250810803363,0.9848029363281815,0.5182309021845686,-1.0904356498104504,6,8.732654172697872e-4,2.3617778968231083e-5,2.4024036114565282e-4,0.08672486034235014,7.86598025740906e-6,0.912129577445075,5.726749336347975e-7,Bruce Brown_2022,0.08787042255492505
Greg Brown III,POR,2022,SF,48,640,6,-0.5199042904307583,-0.4731635238912013,0.35068310282045573,0.34880652813457413,-0.7096418042763745,0.8135176621065792,1.2385157301306295,-0.6044320006586872,6,6.203495696950773e-11,2.8058976454341666e-9,5.064239376079448e-8,0.07236641065255417,2.266838988212079e-5,0.9276108667234567,7.237805950171488e-10,Greg Brown III_2022,0.07238913327654328
Jaylen Brown,BOS,2022,SF,66,2220,66,2.1818613875238224,1.1253193575459026,1.2493331160249104,0.024938357561403356,0.3994279317382548,0.12837656522017032,-0.7258974369949912,0.1985305501137916,7,3.1914841307519157e-50,6.776587040544965e-8,1.7116152817000535e-8,3.410056633894721e-6,0.00299578229040832,8.501977537732592e-4,0.9961505250171616,Jaylen Brown_2022,0.0038494749828383856
Sterling Brown,DAL,2022,SG,49,628,3,-0.9666529458405707,0.2840125778421637,-1.275445492501891,0.7474135073015533,-0.777544033011964,-0.728049805887841,-0.5294561202824292,0.7479259795896983,2,4.979390565892157e-32,0.9721211637035088,2.425031145239307e-11,0.009729121103331137,1.3300414411779936e-9,0.018058992086802044,9.072175206670072e-5,Sterling Brown_2022,0.02787883629649124
Troy Brown Jr.,CHI,2022,SF,66,1055,7,-1.0730216733190974,-0.05251013403933187,-1.275445492501891,0.12459010235314825,-0.6983247661537763,0.2996618394417723,-0.9223387537075531,0.3041835173206967,2,9.34831072449445e-22,0.5477490940386096,1.1968529330547416e-4,0.06665112830832953,1.5070085968915722e-9,0.3780796398384725,0.00740045101427458,Troy Brown Jr._2022,0.4522509059613904
Jalen Brunson,DAL,2022,PG,79,2524,61,0.6714254573287423,-0.3890328459208275,0.008340240647330145,-0.6726238559808103,1.1237183715845438,-0.3854792574446365,-1.1187800704201152,-0.09729775806554272,7,5.973864149478526e-14,4.3596577678579025e-5,0.007603708202555464,2.520458627703532e-6,0.005992416297054272,3.7217490765781196e-9,0.986357754742275,Jalen Brunson_2022,0.01364224525772495
Thomas Bryant,WAS,2022,C,27,439,9,-0.05188188952524046,-0.4731635238912013,0.1367188139622522,0.8221523158953616,-0.7322758805215709,-1.4131909027742502,1.5004374857473786,-0.43538725312763893,6,1.2756781032073811e-10,1.7504481593132702e-15,8.114045580728038e-17,0.08432107442128534,8.768976599063816e-4,0.9148020277912301,8.419754443164607e-15,Thomas Bryant_2022,0.0851979722087699
Reggie Bullock,DAL,2022,SF,68,1902,37,-0.7751892363792223,1.1253193575459026,-1.2326526347302504,-0.6227979835849378,-0.9359825667283397,-0.728049805887841,-0.7258974369949912,1.5508885303621764,2,2.268504947826289e-60,0.9873873863864817,0.004166461199563721,5.420045240841614e-4,4.1953289961836483e-13,0.0077463135415646025,1.5783434788622282e-4,Reggie Bullock_2022,0.012612613613518286
