player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Beatrice Mompremier,CON,F,32,275,32,0,275,26,53,0.491,0,0,NA,26,53,0.491,5,12,0.417,28,77,7,12,8,18,44,57,/wnba/players/m/momprbe01w.html,2021
Astou Ndour,CHI,C-F,20,342,20,8,342,46,116,0.397,8,34,0.235,38,82,0.463,32,34,0.941,32,95,8,7,16,17,43,132,/wnba/players/n/ndouras01w.html,2021
Kia Nurse,PHO,G,32,835,32,32,835,98,273,0.359,59,167,0.353,39,106,0.368,49,62,0.79,14,113,56,17,2,48,72,304,/wnba/players/n/nurseki01w.html,2021
Leaonna Odom,NYL,F,18,217,18,0,217,21,45,0.467,5,17,0.294,16,28,0.571,9,12,0.75,11,21,8,5,5,10,25,56,/wnba/players/o/odomle01w.html,2021
Arike Ogunbowale,DAL,G,32,1003,32,32,1003,199,520,0.383,80,213,0.376,119,307,0.388,121,140,0.864,23,103,104,36,0,68,72,599,/wnba/players/o/ogunbar01w.html,2021
Chiney Ogwumike,LAS,F-C,7,134,7,3,134,20,49,0.408,3,4,0.75,17,45,0.378,6,8,0.75,11,29,9,6,3,6,23,49,/wnba/players/o/ogwumch01w.html,2021
Nneka Ogwumike,LAS,F,18,570,18,18,570,109,205,0.532,11,30,0.367,98,175,0.56,32,40,0.8,26,117,48,26,5,39,32,261,/wnba/players/o/ogwumnn01w.html,2021
Michaela Onyenwere,NYL,F,32,711,32,29,711,91,227,0.401,37,113,0.327,54,114,0.474,56,67,0.836,21,94,18,14,9,34,80,275,/wnba/players/o/onyenmi01w.html,2021
Candace Parker,CHI,F-C,23,615,23,23,615,116,253,0.458,24,73,0.329,92,180,0.511,50,63,0.794,32,193,91,19,27,56,37,306,/wnba/players/p/parkeca01w.html,2021
Cheyenne Parker,ATL,F,13,270,13,11,270,50,110,0.455,10,30,0.333,40,80,0.5,22,28,0.786,13,58,16,15,12,17,28,132,/wnba/players/p/parkech01w.html,2021
JiSu Park,LVA,C,25,223,25,0,223,17,52,0.327,0,4,0,17,48,0.354,15,18,0.833,16,46,21,3,16,19,28,49,/wnba/players/p/parkji01w.html,2021
Shey Peddy,PHO,G,32,560,32,5,560,61,148,0.412,27,81,0.333,34,67,0.507,23,25,0.92,24,75,79,29,3,31,33,172,/wnba/players/p/peddysh01w.html,2021
Chelsey Perry,IND,F,6,40,6,0,40,5,18,0.278,2,9,0.222,3,9,0.333,1,2,0.5,0,6,2,3,0,2,7,13,/wnba/players/p/perrych01w.html,2021
Theresa Plaisance,WAS,F,31,559,31,11,559,71,202,0.351,35,116,0.302,36,86,0.419,22,27,0.815,21,135,42,25,21,37,68,199,/wnba/players/p/plaisth01w.html,2021
Kelsey Plum,LVA,G,26,665,26,0,665,128,293,0.437,44,114,0.386,84,179,0.469,85,90,0.944,11,66,93,26,1,43,56,385,/wnba/players/p/plumke01w.html,2021
Aerial Powers,MIN,F-G,14,309,14,7,309,61,143,0.427,11,35,0.314,50,108,0.463,55,60,0.917,13,51,29,5,5,41,29,188,/wnba/players/p/powerae01w.html,2021
Epiphanny Prince,SEA,G,29,416,29,2,416,58,132,0.439,25,50,0.5,33,82,0.402,26,29,0.897,10,47,48,20,6,25,33,167,/wnba/players/p/princep01w.html,2021
Allie Quigley,CHI,G,26,635,26,11,635,121,270,0.448,54,119,0.454,67,151,0.444,47,49,0.959,17,69,60,13,7,30,37,343,/wnba/players/q/quiglal01w.html,2021
DiDi Richards,NYL,G-F,31,346,31,0,346,27,64,0.422,10,22,0.455,17,42,0.405,6,10,0.6,9,34,25,17,6,16,24,70,/wnba/players/r/richadi01w.html,2021
Danielle Robinson,IND,G,24,659,24,24,659,88,211,0.417,5,25,0.2,83,186,0.446,56,63,0.889,8,85,89,38,2,42,50,237,/wnba/players/r/robinda01w.html,2021
Mercedes Russell,SEA,C,30,740,30,28,740,92,149,0.617,0,0,NA,92,149,0.617,36,47,0.766,50,184,49,27,11,38,79,220,/wnba/players/r/russeme01w.html,2021
Satou Sabally,DAL,F,17,423,17,14,423,69,165,0.418,18,55,0.327,51,110,0.464,47,61,0.77,27,100,48,4,14,39,54,203,/wnba/players/s/sabalsa01w.html,2021
Katie Lou Samuelson,SEA,F,27,566,27,24,566,72,158,0.456,26,74,0.351,46,84,0.548,19,26,0.731,11,95,46,18,7,30,45,189,/wnba/players/s/samueka02w.html,2021
Jessica Shepard,MIN,F,22,231,22,0,231,16,44,0.364,1,12,0.083,15,32,0.469,12,16,0.75,24,71,38,3,4,18,20,45,/wnba/players/s/shepaje01w.html,2021
Kylee Shook,NYL,F,30,567,30,19,567,71,152,0.467,24,61,0.393,47,91,0.516,4,5,0.8,20,121,41,10,15,38,47,170,/wnba/players/s/shookky01w.html,2021
Odyssey Sims,ATL,G,30,753,30,21,753,105,284,0.37,16,69,0.232,89,215,0.414,35,48,0.729,15,75,108,37,2,49,45,261,/wnba/players/s/simsod01w.html,2021
Destiny Slocum,LVA,G,21,133,21,0,133,7,22,0.318,5,15,0.333,2,7,0.286,3,5,0.6,3,19,12,3,1,7,19,22,/wnba/players/s/slocude01w.html,2021
Alanna Smith,PHO,F,18,117,18,0,117,8,34,0.235,4,21,0.19,4,13,0.308,1,4,0.25,5,24,10,7,6,6,10,21,/wnba/players/s/smithal01w.html,2021
Azura Stevens,CHI,F-C,30,587,30,11,587,90,180,0.5,15,45,0.333,75,135,0.556,26,32,0.813,49,137,23,24,20,28,54,221,/wnba/players/s/steveaz01w.html,2021
Breanna Stewart,SEA,F,28,934,28,28,934,194,442,0.439,48,143,0.336,146,299,0.488,133,157,0.847,34,268,76,33,48,46,51,569,/wnba/players/s/stewabr01w.html,2021
Shekinna Stricklen,ATL,F,24,236,24,0,236,22,85,0.259,14,66,0.212,8,19,0.421,2,5,0.4,2,22,8,10,4,3,26,60,/wnba/players/s/stricsh01w.html,2021
Brittney Sykes,LAS,G,32,939,32,20,939,115,284,0.405,11,42,0.262,104,242,0.43,61,79,0.772,37,146,70,58,15,45,79,302,/wnba/players/s/sykesbr01w.html,2021
Stephanie Talbot,SEA,F,30,538,30,9,538,69,143,0.483,27,65,0.415,42,78,0.538,6,8,0.75,12,86,48,14,13,49,58,171,/wnba/players/t/talbost01w.html,2021
Diana Taurasi,PHO,G,16,455,16,16,455,70,191,0.366,41,121,0.339,29,70,0.414,62,72,0.861,3,71,79,3,9,47,38,243,/wnba/players/t/tauradi01w.html,2021
Alyssa Thomas,CON,F,3,37,3,0,37,4,15,0.267,0,0,NA,4,15,0.267,3,4,0.75,1,10,4,1,0,3,4,11,/wnba/players/t/thomaal01w.html,2021
Jasmine Thomas,CON,G,30,887,30,30,887,113,293,0.386,42,105,0.4,71,188,0.378,49,56,0.875,13,73,122,39,6,67,53,317,/wnba/players/t/thomaja01w.html,2021
Kayla Thornton,DAL,F,31,857,31,25,857,83,197,0.421,22,63,0.349,61,134,0.455,45,53,0.849,65,173,45,26,7,30,62,233,/wnba/players/t/thornka01w.html,2021
Kristi Toliver,LAS,G,19,525,19,19,525,67,162,0.414,28,83,0.337,39,79,0.494,16,19,0.842,9,28,54,14,0,32,36,178,/wnba/players/t/tolivkr01w.html,2021
Brianna Turner,PHO,F,32,994,32,32,994,108,195,0.554,0,1,0,108,194,0.557,33,46,0.717,78,302,56,24,42,47,70,249,/wnba/players/t/turnebr01w.html,2021
Courtney Vandersloot,CHI,G,32,977,32,32,977,129,298,0.433,36,104,0.346,93,194,0.479,42,49,0.857,16,109,275,54,12,97,66,336,/wnba/players/v/vandeco01w.html,2021
Kia Vaughn,PHO,C,28,441,28,2,441,59,133,0.444,0,1,0,59,132,0.447,12,20,0.6,23,76,36,5,6,36,44,130,/wnba/players/v/vaughki01w.html,2021
Victoria Vivians,IND,G,31,661,31,8,661,77,231,0.333,32,127,0.252,45,104,0.433,25,30,0.833,14,95,40,35,4,41,57,211,/wnba/players/v/viviavi01w.html,2021
Jasmine Walker,LAS,F,2,20,2,0,20,0,5,0,0,4,0,0,1,0,0,2,0,0,1,2,2,1,1,1,0,/wnba/players/w/walkeja01w.html,2021
Megan Walker,PHO,F,29,426,29,7,426,46,148,0.311,20,75,0.267,26,73,0.356,19,30,0.633,6,39,25,5,8,23,52,131,/wnba/players/w/walkeme01w.html,2021
Stephanie Watts,CHI,G,6,84,6,0,84,4,19,0.211,1,10,0.1,3,9,0.333,6,8,0.75,8,22,3,3,2,8,13,15,/wnba/players/w/wattsst01w.html,2021
Erica Wheeler,LAS,G,32,967,32,32,967,160,384,0.417,33,92,0.359,127,292,0.435,81,98,0.827,16,98,152,43,8,87,86,434,/wnba/players/w/wheeler01w.html,2021
Sami Whitcomb,NYL,G,30,843,30,28,843,124,262,0.473,76,179,0.425,48,83,0.578,27,33,0.818,10,151,81,31,10,62,53,351,/wnba/players/w/whitcsa01w.html,2021
Sydney Wiese,WAS,G,27,578,27,8,578,41,127,0.323,23,79,0.291,18,48,0.375,14,18,0.778,5,36,43,10,0,27,20,119,/wnba/players/w/wiesesy01w.html,2021
Courtney Williams,ATL,G,32,1101,32,32,1101,228,546,0.418,39,102,0.382,189,444,0.426,34,53,0.642,46,218,128,34,16,58,53,529,/wnba/players/w/willico01w.html,2021
Elizabeth Williams,ATL,C-F,32,761,32,32,761,80,155,0.516,0,0,NA,80,155,0.516,27,53,0.509,63,157,38,36,43,25,60,187,/wnba/players/w/williel01w.html,2021
Kiana Williams,SEA,G,10,35,10,0,35,1,7,0.143,1,6,0.167,0,1,0,1,1,1,0,4,2,1,0,2,3,4,/wnba/players/w/williki02w.html,2021
Riquna Williams,LVA,G,32,833,32,32,833,114,257,0.444,63,151,0.417,51,106,0.481,46,50,0.92,6,83,51,25,11,21,47,337,/wnba/players/w/williri02w.html,2021
A'ja Wilson,LVA,F,32,1021,32,32,1021,207,466,0.444,1,1,1,206,465,0.443,169,193,0.876,63,298,98,28,40,46,49,584,/wnba/players/w/wilsoa01w.html,2021
Aaliyah Wilson,IND,G,14,119,14,0,119,6,26,0.231,1,7,0.143,5,19,0.263,2,4,0.5,5,12,8,3,2,9,17,15,/wnba/players/w/wilsoaa01w.html,2021
Jackie Young,LVA,G,32,1016,32,32,1016,155,306,0.507,5,20,0.25,150,286,0.524,75,90,0.833,20,130,103,36,11,47,58,390,/wnba/players/y/youngja01w.html,2021
Amanda Zahui B.,LAS,C,30,714,30,27,714,106,247,0.429,30,107,0.28,76,140,0.543,33,43,0.767,24,154,29,18,35,54,99,275,/wnba/players/z/zahuiam01w.html,2021
Shavonte Zellous,WAS,G,28,442,28,5,442,43,114,0.377,10,41,0.244,33,73,0.452,25,31,0.806,16,66,44,11,6,23,48,121,/wnba/players/z/zellosh01w.html,2021
Kristine Anigwe,TOT,F-C,10,136,10,1,136,12,29,0.414,0,0,NA,12,29,0.414,10,18,0.556,11,33,5,5,1,12,28,34,/wnba/players/a/anigwkr01w.html,2021
Cierra Burdick,TOT,F,14,64,14,0,64,5,11,0.455,0,0,NA,5,11,0.455,3,5,0.6,7,20,6,3,3,3,6,13,/wnba/players/b/burdici01w.html,2021
Emma Cannon,TOT,F,20,295,20,6,295,45,101,0.446,7,24,0.292,38,77,0.494,13,18,0.722,25,74,17,5,4,32,42,110,/wnba/players/c/cannoem01w.html,2021
Layshia Clarendon,TOT,G,22,543,22,20,543,92,178,0.517,5,14,0.357,87,164,0.53,29,37,0.784,12,65,119,13,0,66,60,218,/wnba/players/c/clarela01w.html,2021
Lauren Cox,TOT,F,26,305,26,0,305,25,65,0.385,2,8,0.25,23,57,0.404,16,20,0.8,16,77,12,14,16,16,29,68,/wnba/players/c/coxla01w.html,2021
Candice Dupree,TOT,F,26,463,26,6,463,74,170,0.435,1,7,0.143,73,163,0.448,18,22,0.818,15,78,17,12,5,22,29,167,/wnba/players/d/dupreca01w.html,2021
Dana Evans,TOT,G,29,221,29,0,221,27,79,0.342,18,45,0.4,9,34,0.265,23,26,0.885,1,11,30,5,1,17,21,95,/wnba/players/e/evansda02w.html,2021
Bria Holmes,TOT,G,19,318,19,5,318,31,96,0.323,8,33,0.242,23,63,0.365,13,23,0.565,20,49,20,15,6,21,21,83,/wnba/players/h/holmebr01w.html,2021
Joyner Holmes,TOT,F,5,28,5,0,28,5,10,0.5,3,4,0.75,2,6,0.333,0,0,NA,0,4,3,0,1,2,3,13,/wnba/players/h/holmejo02w.html,2021
Natasha Mack,TOT,F,4,18,4,0,18,2,3,0.667,0,0,NA,2,3,0.667,2,2,1,1,4,0,0,0,2,2,6,/wnba/players/m/mackna01w.html,2021
Karlie Samuelson,TOT,F,14,206,14,3,206,16,44,0.364,12,31,0.387,4,13,0.308,7,9,0.778,3,26,11,7,0,8,21,51,/wnba/players/s/samueka01w.html,2021
Kiah Stokes,TOT,C,24,443,24,8,443,16,28,0.571,1,2,0.5,15,26,0.577,4,6,0.667,35,130,20,10,16,13,33,37,/wnba/players/s/stokeki01w.html,2021
Shatori Walker-Kimbrough,TOT,G,17,350,17,13,350,40,78,0.513,8,25,0.32,32,53,0.604,30,35,0.857,4,24,16,12,5,20,28,118,/wnba/players/w/walkesh01w.html,2021
Kristine Anigwe,DAL,F-C,3,30,3,0,30,3,6,0.5,0,0,NA,3,6,0.5,1,2,0.5,1,6,0,1,0,2,7,7,/wnba/players/a/anigwkr01w.html,2021
Cierra Burdick,PHO,F,4,19,4,0,19,2,4,0.5,0,0,NA,2,4,0.5,0,0,NA,3,7,3,1,1,1,2,4,/wnba/players/b/burdici01w.html,2021
Emma Cannon,LVA,F,3,17,3,0,17,2,5,0.4,0,2,0,2,3,0.667,2,2,1,2,5,1,0,1,3,3,6,/wnba/players/c/cannoem01w.html,2021
Layshia Clarendon,NYL,G,1,3,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,2,1,0,/wnba/players/c/clarela01w.html,2021
Lauren Cox,IND,F,11,95,11,0,95,6,19,0.316,1,3,0.333,5,16,0.313,2,2,1,5,22,3,4,3,7,9,15,/wnba/players/c/coxla01w.html,2021
Candice Dupree,SEA,F,16,260,16,2,260,41,94,0.436,1,4,0.25,40,90,0.444,11,11,1,8,40,11,7,3,13,21,94,/wnba/players/d/dupreca01w.html,2021
Dana Evans,DAL,G,6,24,6,0,24,1,6,0.167,1,3,0.333,0,3,0,2,2,1,0,0,3,0,0,4,3,5,/wnba/players/e/evansda02w.html,2021
Bria Holmes,LAS,G,17,312,17,5,312,31,95,0.326,8,33,0.242,23,62,0.371,13,23,0.565,20,47,20,15,6,20,21,83,/wnba/players/h/holmebr01w.html,2021
Joyner Holmes,NYL,F,1,5,1,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,1,1,0,/wnba/players/h/holmejo02w.html,2021
Natasha Mack,CHI,F,3,16,3,0,16,2,3,0.667,0,0,NA,2,3,0.667,2,2,1,1,4,0,0,0,2,2,6,/wnba/players/m/mackna01w.html,2021
Karlie Samuelson,LAS,F,11,174,11,3,174,13,34,0.382,11,23,0.478,2,11,0.182,5,7,0.714,3,25,9,7,0,5,20,42,/wnba/players/s/samueka01w.html,2021
Kiah Stokes,NYL,C,9,135,9,0,135,6,11,0.545,1,2,0.5,5,9,0.556,2,2,1,8,38,5,4,6,6,14,15,/wnba/players/s/stokeki01w.html,2021
Shatori Walker-Kimbrough,CON,G,1,4,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,1,1,1,0,/wnba/players/w/walkesh01w.html,2021
Layshia Clarendon,MIN,G,21,540,21,20,540,92,178,0.517,5,14,0.357,87,164,0.53,29,37,0.784,12,65,119,13,0,64,59,218,/wnba/players/c/clarela01w.html,2021
Joyner Holmes,LVA,F,4,23,4,0,23,5,10,0.5,3,4,0.75,2,6,0.333,0,0,NA,0,4,2,0,1,1,2,13,/wnba/players/h/holmejo02w.html,2021
Shatori Walker-Kimbrough,WAS,G,16,346,16,13,346,40,78,0.513,8,25,0.32,32,53,0.604,30,35,0.857,4,23,16,12,4,19,27,118,/wnba/players/w/walkesh01w.html,2021
Kristine Anigwe,LAS,F-C,7,106,7,1,106,9,23,0.391,0,0,NA,9,23,0.391,9,16,0.563,10,27,5,4,1,10,21,27,/wnba/players/a/anigwkr01w.html,2021
Emma Cannon,CON,F,5,58,5,0,58,8,17,0.471,4,8,0.5,4,9,0.444,1,2,0.5,5,15,4,0,1,5,10,21,/wnba/players/c/cannoem01w.html,2021
Natasha Mack,MIN,F,1,2,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/m/mackna01w.html,2021
Cierra Burdick,MIN,F,3,10,3,0,10,2,3,0.667,0,0,NA,2,3,0.667,2,3,0.667,0,1,0,0,0,0,0,6,/wnba/players/b/burdici01w.html,2021
Dana Evans,CHI,G,23,197,23,0,197,26,73,0.356,17,42,0.405,9,31,0.29,21,24,0.875,1,11,27,5,1,13,18,90,/wnba/players/e/evansda02w.html,2021
Cierra Burdick,SEA,F,7,35,7,0,35,1,4,0.25,0,0,NA,1,4,0.25,1,2,0.5,4,12,3,2,2,2,4,3,/wnba/players/b/burdici01w.html,2021
Emma Cannon,IND,F,12,220,12,6,220,35,79,0.443,3,14,0.214,32,65,0.492,10,14,0.714,18,54,12,5,2,24,29,83,/wnba/players/c/cannoem01w.html,2021
Kiah Stokes,LVA,C,15,308,15,8,308,10,17,0.588,0,0,NA,10,17,0.588,2,4,0.5,27,92,15,6,10,7,19,22,/wnba/players/s/stokeki01w.html,2021
Lauren Cox,LAS,F,15,210,15,0,210,19,46,0.413,1,5,0.2,18,41,0.439,14,18,0.778,11,55,9,10,13,9,20,53,/wnba/players/c/coxla01w.html,2021
Karlie Samuelson,SEA,F,3,32,3,0,32,3,10,0.3,1,8,0.125,2,2,1,2,2,1,0,1,2,0,0,3,1,9,/wnba/players/s/samueka01w.html,2021
Candice Dupree,ATL,F,10,203,10,4,203,33,76,0.434,0,3,0,33,73,0.452,7,11,0.636,7,38,6,5,2,9,8,73,/wnba/players/d/dupreca01w.html,2021
Bria Holmes,LVA,G,2,6,2,0,6,0,1,0,0,0,NA,0,1,0,0,0,NA,0,2,0,0,0,1,0,0,/wnba/players/h/holmebr01w.html,2021
Natalie Achonwa,MIN,F,11,160,11,0,160,27,39,0.692,0,1,0,27,38,0.711,13,16,0.813,11,42,17,5,2,10,20,67,/wnba/players/a/achonna01w.html,2022
Julie Allemand,CHI,G,13,190,13,0,190,11,22,0.5,6,11,0.545,5,11,0.455,8,9,0.889,5,22,44,5,0,18,13,36,/wnba/players/a/allemju01w.html,2022
Rebecca Allen,NYL,G,13,282,13,9,282,35,98,0.357,16,49,0.327,19,49,0.388,16,18,0.889,4,43,17,11,11,16,22,102,/wnba/players/a/allenre01w.html,2022
Yvonne Anderson,CON,G,11,101,11,0,101,12,26,0.462,4,10,0.4,8,16,0.5,7,7,1,3,9,12,3,2,11,14,35,/wnba/players/a/anderyv01w.html,2022
Kristine Anigwe,PHO,F-C,10,65,10,1,65,5,10,0.5,0,0,NA,5,10,0.5,5,10,0.5,5,13,2,1,2,6,12,15,/wnba/players/a/anigwkr01w.html,2022
Ariel Atkins,WAS,G,26,777,26,26,777,133,318,0.418,53,141,0.376,80,177,0.452,64,76,0.842,26,83,63,37,5,38,77,383,/wnba/players/a/atkinar01w.html,2022
Amy Atwell,LAS,F,4,32,4,1,32,1,9,0.111,1,6,0.167,0,3,0,0,0,NA,1,2,2,0,0,2,1,3,/wnba/players/a/atwelam01w.html,2022
Shakira Austin,WAS,C-F,26,545,26,22,545,83,153,0.542,0,1,0,83,152,0.546,45,71,0.634,42,158,20,19,21,37,60,211,/wnba/players/a/austish01w.html,2022
Rachel Banham,MIN,G,25,430,25,5,430,74,167,0.443,41,103,0.398,33,64,0.516,24,30,0.8,3,27,66,6,2,32,51,213,/wnba/players/b/banhara01w.html,2022
Kierstan Bell,LVA,G,12,88,12,1,88,6,23,0.261,3,18,0.167,3,5,0.6,4,4,1,2,13,5,1,2,4,6,19,/wnba/players/b/bellki01w.html,2022
Katie Benzan,WAS,G,3,27,3,0,27,5,9,0.556,5,7,0.714,0,2,0,3,4,0.75,1,2,1,0,1,2,7,18,/wnba/players/b/benzaka01w.html,2022
Monique Billings,ATL,F,20,360,20,7,360,48,108,0.444,0,1,0,48,107,0.449,32,40,0.8,38,130,22,19,8,27,49,128,/wnba/players/b/billimo01w.html,2022
Sue Bird,SEA,G,19,498,19,19,498,53,140,0.379,40,99,0.404,13,41,0.317,10,10,1,2,34,113,23,3,43,13,156,/wnba/players/b/birdsu01w.html,2022
DeWanna Bonner,CON,F-G,20,613,20,20,613,95,225,0.422,29,89,0.326,66,136,0.485,54,70,0.771,13,83,54,24,8,32,35,273,/wnba/players/b/bonnede01w.html,2022
Lexie Brown,LAS,G,24,659,24,15,659,71,154,0.461,42,95,0.442,29,59,0.492,1,3,0.333,6,64,54,27,3,26,36,185,/wnba/players/b/brownle02w.html,2022
Kennedy Burke,WAS,G-F,16,222,16,4,222,33,74,0.446,11,32,0.344,22,42,0.524,10,17,0.588,8,35,7,16,4,8,17,87,/wnba/players/b/burkeke01w.html,2022
Rae Burrell,LAS,G-F,3,44,3,1,44,1,9,0.111,1,6,0.167,0,3,0,2,2,1,1,3,1,2,0,1,4,5,/wnba/players/b/burrera01w.html,2022
Veronica Burton,DAL,G,24,316,24,0,316,11,40,0.275,5,21,0.238,6,19,0.316,15,15,1,11,32,30,21,4,23,29,42,/wnba/players/b/burtove01w.html,2022
Maya Caldwell,ATL,G,3,62,3,3,62,10,20,0.5,5,8,0.625,5,12,0.417,1,2,0.5,1,3,7,2,0,6,3,26,/wnba/players/c/caldwma01w.html,2022
Liz Cambage,LAS,C,23,547,23,23,547,110,216,0.509,4,13,0.308,106,203,0.522,82,105,0.781,32,150,51,14,38,52,73,306,/wnba/players/c/cambael01w.html,2022
Jordin Canada,LAS,G,20,514,20,15,514,69,183,0.377,3,31,0.097,66,152,0.434,47,59,0.797,3,41,102,26,3,55,35,188,/wnba/players/c/canadjo01w.html,2022
Bridget Carleton,MIN,F,25,460,25,2,460,38,97,0.392,20,59,0.339,18,38,0.474,11,13,0.846,11,62,27,11,5,15,40,107,/wnba/players/c/carlebr01w.html,2022
DiJonai Carrington,CON,G-F,23,401,23,2,401,49,131,0.374,12,40,0.3,37,91,0.407,34,50,0.68,25,65,23,20,1,35,46,144,/wnba/players/c/carridi01w.html,2022
Chennedy Carter,LAS,G,17,254,17,2,254,56,123,0.455,1,7,0.143,55,116,0.474,20,29,0.69,3,27,34,9,8,28,29,133,/wnba/players/c/cartech01w.html,2022
Alysha Clark,WAS,F,19,498,19,19,498,68,143,0.476,23,73,0.315,45,70,0.643,15,16,0.938,19,93,42,17,5,25,35,174,/wnba/players/c/clarkal01w.html,2022
Natasha Cloud,WAS,G,24,771,24,24,771,91,220,0.414,34,105,0.324,57,115,0.496,52,67,0.776,12,85,172,25,7,70,37,268,/wnba/players/c/cloudna01w.html,2022
Nia Clouden,CON,G,16,121,16,0,121,10,23,0.435,6,11,0.545,4,12,0.333,5,8,0.625,0,10,13,5,1,4,11,31,/wnba/players/c/cloudni01w.html,2022
Alaina Coates,IND,C,8,75,8,0,75,7,11,0.636,0,0,NA,7,11,0.636,14,15,0.933,6,16,2,2,3,5,18,28,/wnba/players/c/coateal01w.html,2022
Nia Coffey,ATL,F,16,336,16,16,336,35,101,0.347,9,31,0.29,26,70,0.371,23,31,0.742,7,83,12,10,2,35,35,102,/wnba/players/c/coffeni01w.html,2022
Charli Collier,DAL,F-C,13,53,13,0,53,7,17,0.412,0,1,0,7,16,0.438,8,10,0.8,3,7,0,0,0,6,12,22,/wnba/players/c/collich01w.html,2022
Sydney Colson,LVA,G,12,107,12,0,107,9,29,0.31,3,10,0.3,6,19,0.316,5,5,1,3,6,17,2,0,6,13,26,/wnba/players/c/colsosy01w.html,2022
Kahleah Copper,CHI,G-F,19,529,19,19,529,97,209,0.464,25,61,0.41,72,148,0.486,51,67,0.761,15,97,39,9,0,41,43,270,/wnba/players/c/coppeka01w.html,2022
Lorela Cubaj,NYL,F,11,88,11,0,88,4,12,0.333,0,0,NA,4,12,0.333,0,0,NA,9,23,4,0,2,5,12,8,/wnba/players/c/cubajlo01w.html,2022
Elissa Cunane,MIN,C,3,10,3,0,10,1,2,0.5,0,1,0,1,1,1,0,0,NA,2,5,0,0,0,1,1,2,/wnba/players/c/cunanel01w.html,2022
Sophie Cunningham,PHO,G,18,497,18,10,497,71,149,0.477,41,103,0.398,30,46,0.652,27,30,0.9,12,80,27,17,4,15,66,210,/wnba/players/c/cunniso01w.html,2022
Damiris Dantas,MIN,F,13,236,13,13,236,28,87,0.322,16,57,0.281,12,30,0.4,5,6,0.833,10,53,24,3,1,13,16,77,/wnba/players/d/dantada01w.html,2022
Rennia Davis,MIN,F,1,3,1,0,3,1,1,1,0,0,NA,1,1,1,0,0,NA,0,0,0,0,0,1,0,2,/wnba/players/d/davisre01w.html,2022
Elena Delle Donne,WAS,F-G,17,463,17,17,463,106,217,0.488,28,68,0.412,78,149,0.523,45,51,0.882,19,105,37,9,18,20,25,285,/wnba/players/d/delleel01w.html,2022
Diamond DeShields,PHO,G,25,622,25,14,622,110,280,0.393,15,72,0.208,95,208,0.457,78,105,0.743,16,97,49,25,15,54,90,313,/wnba/players/d/deshidi01w.html,2022
Jasmine Dickey,DAL,G,15,68,15,0,68,6,24,0.25,1,3,0.333,5,21,0.238,5,7,0.714,5,11,2,3,1,4,9,18,/wnba/players/d/dickeja01w.html,2022
Skylar Diggins-Smith,PHO,G,24,829,24,24,829,165,381,0.433,35,111,0.315,130,270,0.481,106,122,0.869,23,98,134,45,22,64,65,471,/wnba/players/d/diggisk01w.html,2022
Stefanie Dolson,NYL,C,24,542,24,24,542,74,141,0.525,16,42,0.381,58,99,0.586,31,34,0.912,21,103,41,9,21,37,79,195,/wnba/players/d/dolsost01w.html,2022
Queen Egbo,IND,C,23,542,23,22,542,72,159,0.453,0,0,NA,72,159,0.453,34,54,0.63,44,156,25,22,31,48,69,178,/wnba/players/e/egboqu01w.html,2022
Emily Engstler,IND,F,25,480,25,6,480,56,154,0.364,8,33,0.242,48,121,0.397,11,21,0.524,66,148,38,21,30,29,83,131,/wnba/players/e/engstem01w.html,2022
Dana Evans,CHI,G,23,296,23,1,296,41,104,0.394,18,49,0.367,23,55,0.418,22,25,0.88,5,22,37,8,3,24,23,122,/wnba/players/e/evansda02w.html,2022
Sylvia Fowles,MIN,C,20,577,20,20,577,129,201,0.642,0,0,NA,129,201,0.642,44,71,0.62,55,197,19,23,23,44,48,302,/wnba/players/f/fowlesy01w.html,2022
Rebekah Gardner,CHI,G,23,509,23,2,509,82,149,0.55,9,28,0.321,73,121,0.603,37,46,0.804,28,77,29,34,13,37,53,210,/wnba/players/g/gardnre01w.html,2022
Allisha Gray,DAL,G,21,674,21,21,674,99,220,0.45,42,103,0.408,57,117,0.487,60,73,0.822,21,113,48,24,17,22,43,300,/wnba/players/g/grayal01w.html,2022
Chelsea Gray,LVA,G,23,665,23,23,665,112,236,0.475,20,59,0.339,92,177,0.52,46,50,0.92,4,70,136,35,8,58,38,290,/wnba/players/g/graych01w.html,2022
Megan Gustafson,PHO,C,24,192,24,0,192,29,49,0.592,6,14,0.429,23,35,0.657,7,10,0.7,10,37,11,2,3,15,44,71,/wnba/players/g/gustame01w.html,2022
Dearica Hamby,LVA,F,24,688,24,24,688,102,202,0.505,16,54,0.296,86,148,0.581,59,79,0.747,31,188,27,32,5,38,50,279,/wnba/players/h/hambyde01w.html,2022
