player,tm,season,pos,g,mp,gs,fga,x3pa,fta,trb,astpercent,stlpercent,blkpercent,distance,pred_class,prob1,prob2,prob3,prob4,prob5,prob6,prob7,player_season,uncertainty
Jessica Breland,IND,2021,F,26,544,18,0.021683411309203465,-1.0354365386493936,-1.1041946325854437,1.6796082942015118,0.16211181054461893,-0.4392409330800017,3.0758632818361864,-0.40086257943832504,5,0.0017881465721084138,1.553542814497533e-49,6.786165497132838e-35,0.27193635948850764,0.7261425963348539,1.3289760452921787e-4,1.9023616809872507e-37,Jessica Breland_2021,0.2738574036651461
Liz Cambage,LVA,2021,C,25,595,24,1.0377894569646922,-1.120259595135475,1.7363327196121545,2.078203861287585,-0.7113856827637794,-0.02636604545532983,2.7344520889418114,-1.326642208626142,1,0.5192474087714543,7.498139895304549e-43,7.978802417080254e-46,0.015516514200315175,0.4647777614973844,4.5831553084684645e-4,9.46216535354801e-31,Liz Cambage_2021,0.48075259122854574
Jordin Canada,SEA,2021,G,29,542,3,-0.7865827613712997,-1.091985242973448,0.6875226203391952,-0.6372284394862879,1.1586371198119463,0.24888387962778466,-0.6796598400019391,-0.67859646819467,3,1.4859864882780178e-6,4.3919694413230134e-9,0.9360638060335214,0.018749707632705497,1.3354332775564715e-6,6.18277848689289e-10,0.045183659903761,Jordin Canada_2021,0.06393619396647865
Bridget Carleton,MIN,2021,F,32,618,10,-1.3177291034184868,0.2651836608038543,-1.1915954741915233,-0.6621406624291677,-0.4899356140377066,0.38650884216934206,-0.543095362844189,0.7795064477761421,2,2.7901823117005744e-31,0.608632154601204,0.14475286700893272,0.04246650000094708,1.4522768155713169e-12,0.1918348120800698,0.012313666307393998,Bridget Carleton_2021,0.391367845398796
Chennedy Carter,ATL,2021,G,11,280,11,1.6151224374507656,-1.0071621864873666,1.2993285115817546,-1.5589806883728319,1.0233065222571243,-0.4392409330800017,-0.20168416994981395,-1.1414862827885786,7,6.21952134171761e-7,2.754931141650253e-10,0.0010767163027095605,1.1927182106034418e-12,0.00593559102721746,2.5973795462553293e-12,0.9929870704386551,Chennedy Carter_2021,0.007012929561344916
Kaila Charles,CON,2021,G-F,30,488,4,-0.5325562499574275,-0.4134007910847967,-0.7108908453580838,0.13505047174297874,-0.5391467404212783,-0.3016159705384443,0.4128559772600613,-0.44715156089771574,6,2.551452747257933e-12,1.9729384551981337e-4,1.9416345661083732e-5,0.013454816518046461,4.710726257709581e-5,0.9862617412816145,1.96247440297514e-5,Kaila Charles_2021,0.013738258718385521
Tina Charles,WAS,2021,C,27,900,27,3.023814909836785,0.7458476475583156,1.2993285115817546,1.4553982877155955,-0.1208521661609186,-0.5768658956215591,0.4128559772600613,-0.33142910724923863,6,5.463379423866783e-36,2.2459326193762417e-22,3.107539931570653e-29,5.0262351569176895e-5,0.11735878448036055,0.8825781472371874,1.2805930883362515e-5,Tina Charles_2021,0.11742185276281258
Natasha Cloud,WAS,2021,G,27,852,27,-1.040609272785172,0.15208625215574592,-0.44868832053984414,-0.7119651083149267,2.228979118654631,0.5241338047108994,-0.8162243171596891,0.5712060312088831,3,2.200845252323302e-33,3.328755664855679e-21,0.9832456380865551,0.0036898182694941987,6.059871570978753e-10,7.912561025529974e-28,0.01306454303796397,Natasha Cloud_2021,0.016754361913444926
Nia Coffey,LAS,2021,F,32,805,17,-0.6480228460546421,0.7175732953962886,-0.8856925285702438,-0.2137206494573353,-1.1050746938323535,-0.16399100799688723,1.9833474645741864,0.8720844106949235,4,5.374114766441945e-43,7.417000092694478e-21,1.446776188334926e-13,0.8797818405463226,1.2391182434640012e-6,0.12021692033528836,3.5977436005702936e-19,Nia Coffey_2021,0.12021815945367742
Charli Collier,DAL,2021,F-C,28,345,18,-0.9482359959074,-1.4595518210798006,-0.3612874789337641,1.6297838483157527,-1.535672049688606,-1.6778655959540172,-0.20168416994981395,-1.3729311900855328,1,0.9513095102296647,9.0201921963593e-5,1.1320849615192708e-27,0.0012554060023894158,5.88773630540534e-7,0.04734429294489153,1.2746113718798995e-10,Charli Collier_2021,0.0486904897703353
Napheesa Collier,MIN,2021,F,29,1003,29,0.7144829878924915,-0.272029030274661,0.643822199536155,0.23469936351449666,0.03908399458568939,0.11125891708622726,1.0273961244699363,-0.67859646819467,6,3.2210063543169717e-12,1.2306211123001471e-8,5.839534526872128e-6,0.20805580330288864,0.3301016657393121,0.46183164827531287,5.030838527140829e-6,Napheesa Collier_2021,0.5381683517246871
Te'a Cooper,LAS,2021,G,31,682,13,0.5759230725758335,0.12381189999371864,0.9060247243543951,-1.160385121286759,-0.37921057967467037,0.38650884216934206,-0.543095362844189,0.015738253696192802,3,5.983053082153691e-22,0.002343823008235606,0.37082952832772276,8.223592199751259e-6,6.61215045409236e-5,0.266292532358021,0.3604597712092799,Te'a Cooper_2021,0.6291704716722772
Kahleah Copper,CHI,2021,G-F,32,986,32,0.5066431149175046,-0.24375467811263402,0.556421357930075,-0.48775510182901066,-0.6867801195719937,-0.5768658956215591,-0.6796598400019391,-0.8406079033025379,6,1.9809621048583315e-13,0.24735459556266834,0.013949198985977549,1.2621193395986833e-4,5.1798921590518676e-5,0.7323380892982442,0.0061801052973605945,Kahleah Copper_2021,0.2676619107017558
Sophie Cunningham,PHO,2021,G,30,524,4,-0.8096760805907425,0.7458476475583156,-0.7108908453580838,-0.6870528853720471,-0.6621745563802077,-0.5768658956215591,-0.3382486471075639,0.8257954292355327,2,9.563908969604898e-43,0.7572739395057945,0.015657942135231397,0.003985589055839276,1.7597535417930944e-8,0.2004281411929778,0.022654370512621865,Sophie Cunningham_2021,0.24272606049420553
Crystal Dangerfield,MIN,2021,G,31,623,10,0.2988032419425185,0.3500067172899359,-0.4049878997368041,-0.9361751148008428,0.9125814878940876,-0.16399100799688723,-0.8845065557385641,0.2703276517228424,3,3.2525007056276164e-30,0.006526038103712739,0.8424376842787141,6.894733672375455e-5,2.1995699883702965e-4,2.1781220317556178e-8,0.15074735150079227,Crystal Dangerfield_2021,0.15756231572128587
Damiris Dantas,MIN,2021,F,24,572,20,-0.34780969620188384,1.1134142256646682,-0.9730933701763236,-0.0393350888571785,-0.04703547658556105,-1.2649907083293455,-0.406530885686439,1.0109513550730964,2,2.977546509121757e-54,0.9255148138289065,0.004025412201486445,0.03062898394247892,1.7210107082802304e-5,0.001582777970837994,0.03823080194920728,Damiris Dantas_2021,0.07448518617109345
Diamond DeShields,CHI,2021,G,32,860,22,0.2988032419425185,-0.13065726946452538,0.9497251451574349,-0.5624917706576493,-0.13315494775681172,0.5241338047108994,-0.3382486471075639,-0.23885114433045682,7,2.366426512646611e-16,0.006091425845583097,0.11010427936081943,7.755655650810058e-4,1.2079794302992023e-4,0.42962345971399435,0.4532844715714921,Diamond DeShields_2021,0.5467155284285079
Blake Dietrick,ATL,2021,G,9,141,0,-1.6872222109295743,0.18036060431777295,-1.8908022070401629,-0.9112628918579634,-0.5145411772294926,-0.02636604545532983,-0.6796598400019391,0.8720844106949235,6,1.2382141826220997e-29,0.18835127587950096,0.05011980355447202,0.15721685607064306,2.213888396287266e-12,0.5379337254936487,0.06637833899952088,Blake Dietrick_2021,0.4620662745063513
Skylar Diggins-Smith,PHO,2021,G,32,1040,32,0.6452030302341626,0.4631041259380443,2.479239873263834,-0.9112628918579634,1.6507483836476635,-0.16399100799688723,0.20800926152343605,-0.12312869068197968,5,1.2866453866258355e-32,1.0071651682473512e-20,0.0038763999045061345,8.955539750163586e-7,0.6458081738033021,3.8361981900596056e-17,0.35031453073821756,Skylar Diggins-Smith_2021,0.35419182619669787
Stefanie Dolson,CHI,2021,C,24,480,15,-0.39399633464076955,-0.07410856514047108,-1.0167937909793636,0.010489357028580903,-0.625266211592529,-1.6778655959540172,1.0273961244699363,-0.076839709222589,6,1.8659188097073966e-18,1.2721311681886268e-11,1.4144096537659853e-8,0.032655542363516046,8.00625395435606e-4,0.9665438125353194,5.548910338839675e-9,Stefanie Dolson_2021,0.0334561874646806
Sylvia Fowles,MIN,2021,C,31,934,31,0.16024332662586058,-1.4595518210798006,0.643822199536155,2.0532916383447053,-0.809807935530923,1.6251335050433575,2.3930408960474363,-1.9283989675982232,1,0.9788276410087655,2.79926072396427e-29,6.682718552193848e-32,0.018750150018683662,1.112630736898267e-4,0.0023109458988610407,2.963659297364554e-27,Sylvia Fowles_2021,0.021172358991234486
Allisha Gray,DAL,2021,G,25,694,16,0.2526166035036328,0.2651836608038543,0.25051841230879557,0.23469936351449666,-0.6006606484007431,0.11125891708622726,0.7542671701544363,0.10831621661497459,6,3.404312308336491e-26,4.9769278501366406e-6,2.3391709208488832e-6,0.03108246609353014,7.138914368755257e-4,0.968187160609776,9.16576104750291e-6,Allisha Gray_2021,0.031812839390223946
Chelsea Gray,LVA,2021,G,32,926,32,0.09096336896753161,-0.38512643892276965,-1.0604942117824037,-0.9610873377437222,1.9337123603532012,0.24888387962778466,-0.543095362844189,0.24718316099314708,3,1.9793893539079597e-20,5.8689952300966724e-8,0.873313110397285,4.6819457150855643e-7,2.0335608013327908e-4,3.433183113470409e-21,0.12648300663805756,Chelsea Gray_2021,0.126686889602715
Reshanda Gray,NYL,2021,F,15,210,0,-0.44018297307965565,-0.8657904256772309,0.7749234619452748,0.9322416059151247,-1.338827544154319,-1.2649907083293455,-0.06511969279206394,-1.48865364373401,6,0.003011624540461198,2.679061934904882e-4,1.9356728464494053e-14,0.0018023913390812637,1.457055544741948e-7,0.9949179294483347,2.773058145411823e-9,Reshanda Gray_2021,0.005082070551665319
Brittney Griner,PHO,2021,C,30,983,30,1.3610959260368931,-1.318180060269665,1.2556280907787147,1.5799594024299934,0.1990201553322974,-1.6778655959540172,2.1199119417319365,-1.3034977178964466,1,0.9956998391917856,6.930432316909626e-38,1.334354455170251e-38,3.8542901707431046e-4,0.0038834846993222685,3.124709181825478e-5,1.9758064697240084e-24,Brittney Griner_2021,0.004300160808214382
Arella Guirantes,LAS,2021,G,25,291,2,-0.024503227129683062,-0.10238291730249836,0.11941714989967535,-0.7119651083149267,-0.785202372339137,-0.5768658956215591,-0.20168416994981395,0.7332174663167514,3,5.605403448574012e-19,8.999160189159066e-4,0.7685382480353768,0.003938640412900313,6.302741946342885e-5,0.15542064033925515,0.0711395277740887,Arella Guirantes_2021,0.23146175196462315
Dearica Hamby,LVA,2021,F,29,710,0,-0.18615646166578345,-0.7526930170291223,1.5615310363999946,1.1564516124010409,-0.5514495220171712,0.5241338047108994,-0.7479420785808141,-1.326642208626142,6,1.9261985781118232e-4,6.264756083008114e-8,2.708122077450593e-19,0.008435710886645527,4.5460336410470355e-6,0.9913670547720739,5.802267412865701e-9,Dearica Hamby_2021,0.008632945227926125
Isabelle Harrison,DAL,2021,F,28,665,5,0.3911765188202899,-1.4312774689177736,0.16311757070271554,1.031890497686643,-0.8221107171268159,0.7993837297940136,0.6859849315755613,-1.696954060301269,1,0.6319465256574784,1.2692654606920963e-11,7.533842587973394e-15,0.008818183787464596,0.001052014927634702,0.35818326038460185,1.52301210857883e-8,Isabelle Harrison_2021,0.36805347434252156
Tyasha Harris,DAL,2021,G,32,522,3,-0.6480228460546421,0.20863495647980024,-0.579789582948964,-0.9112628918579634,1.232453809387304,-0.7144908581631162,0.07144478436568606,0.5712060312088831,3,2.0466205858501687e-28,2.0431062875370986e-7,0.6584284683504201,0.2823007884811965,4.517141034898689e-5,1.347518193089725e-11,0.05922536743393091,Tyasha Harris_2021,0.3415715316495799
Bernadett Hatar,IND,2021,C,7,106,2,-0.671116165274085,-1.4595518210798006,-0.4049878997368041,0.010489357028580903,-1.4741581417091414,-0.4392409330800017,0.5494204544178112,-1.1183417920588832,1,0.7613243902466151,5.845948687306664e-8,1.3001574490077632e-5,0.021680589596651235,0.002585307097501632,0.21311894719613897,0.0012777058291165645,Bernadett Hatar_2021,0.23867560975338487
Tianna Hawkins,ATL,2021,F,28,433,8,-0.5094629307379842,0.7458476475583156,-0.7108908453580838,0.3592604782288945,-1.129680257024139,-0.7144908581631162,0.8908316473121862,0.5712060312088831,6,7.475475686956732e-42,1.1776336799005816e-5,7.49484505234598e-8,0.22221742236940992,7.096828475353625e-5,0.7776996014317814,1.5662880553195167e-7,Tianna Hawkins_2021,0.2223003985682186
Tiffany Hayes,ATL,2021,G,21,595,19,0.806856264770263,0.5762015345861529,0.9060247243543951,-0.7617895542006858,0.3589563160789056,1.3498835799602427,-0.6796598400019391,-0.33142910724923863,3,1.5732283680842563e-33,0.006719955084431235,0.9808057045958524,0.004285907243977177,3.451393544464054e-4,4.390588568931662e-4,0.007404234864399728,Tiffany Hayes_2021,0.019194295404147632
Ruthy Hebard,CHI,2021,F,30,505,6,-0.7634894421518568,-1.4030031167557464,-0.4049878997368041,1.081714943572402,-0.969744096277531,0.24888387962778466,1.0273961244699363,-1.696954060301269,6,0.4826665759710321,3.5727950659872738e-12,6.2295591271634995e-15,0.0022418537091893286,4.2632157988352056e-7,0.5150911439946161,3.3688538767603234e-15,Ruthy Hebard_2021,0.4849088560053839
Natisha Hiedeman,CON,2021,G,32,644,5,-0.13996982322689774,1.5658038602571023,-0.05538453331248428,-0.9361751148008428,0.026781212989796504,0.6617587672524562,-0.474813124265314,1.2423962623700506,7,1.8400967547011946e-70,0.07180827438981745,0.3407151251381132,0.011718363174882623,7.400265190160933e-8,0.0016641674325307573,0.5740939958620035,Natisha Hiedeman_2021,0.4259060041379965
Myisha Hines-Allen,WAS,2021,F,18,462,17,1.56893579901188,-0.1872059737885797,0.818623882748315,1.2810127271154388,0.45737856884604916,1.2122586174186858,0.2762915001023111,-0.7017409589243654,5,9.508973940938277e-14,2.0952938502279276e-9,6.518393057985583e-20,0.05999233521166842,0.8256241750896975,0.11256278184793675,0.0018207057553083674,Myisha Hines-Allen_2021,0.17437582491030246
Natasha Howard,NYL,2021,F,13,357,13,1.7305890335479803,-0.04583421297844405,-0.011684112509444473,1.081714943572402,-0.23157720052395503,0.7993837297940136,-0.06511969279206394,-0.8637523940322336,6,1.032050474305129e-17,7.773985140640577e-9,4.460145582895393e-15,0.0022510058502513155,0.043457416604843285,0.9534729348715834,8.186348993329377e-4,Natasha Howard_2021,0.046527065128416645
Sabrina Ionescu,NYL,2021,G,30,899,26,-0.11687650400745447,1.1416885778266952,0.032016308293595724,0.15996269468585822,2.4504291873807045,-1.1273657457877881,-0.133401931370939,1.1035293179918777,4,6.31772644685862e-61,7.200212854118622e-20,0.09375697541596306,0.7633477843494855,0.0020920894826956735,6.40359700761381e-30,0.14080315075185604,Sabrina Ionescu_2021,0.23665221565051453
Briann January,CON,2021,G,29,877,29,-1.5486622956129164,-0.21548032595060673,-0.8856925285702438,-1.5340684654299526,0.06368955777747538,-0.4392409330800017,-0.8162243171596891,1.1729627901809643,3,6.568087410960817e-25,0.1546625566769791,0.8399846056696506,0.005288246587230803,8.188664525455906e-16,6.441322534650301e-6,5.814974360442935e-5,Briann January_2021,0.1600153943303494
Moriah Jefferson,DAL,2021,G,29,500,28,-0.4170896538602128,0.010714491345610264,-1.6723001030249631,-0.6870528853720471,1.0602148670448026,0.937008692335571,-0.474813124265314,0.524917049749492,3,1.0101943588754743e-25,4.399865671798964e-4,0.9345777464094844,3.733004628897187e-4,1.9061534000202081e-7,1.32325655476575e-10,0.06460877581277995,Moriah Jefferson_2021,0.06542225359051557
Brionna Jones,CON,2021,F,32,980,32,0.4142698380397332,-1.4030031167557464,0.6001217787331152,1.031890497686643,-0.5391467404212783,0.7993837297940136,0.07144478436568606,-1.9052544768685276,6,0.15505667948751603,2.607070501150872e-6,1.6822638539352852e-15,0.009061495360551723,7.306455956953987e-6,0.8358719106462417,9.792306935042224e-10,Brionna Jones_2021,0.16412808935375833
Jazmine Jones,NYL,2021,G,27,448,0,-0.11687650400745447,0.010714491345610264,0.33791925391487515,-0.3631939871146128,-0.4284217060582419,-0.3016159705384443,0.13972702294456113,-0.076839709222589,6,5.919169210286261e-20,0.035144533675185476,0.011757300307311652,0.003909574496035983,9.34120661890594e-5,0.9396363524992554,0.009458826956022764,Jazmine Jones_2021,0.06036364750074463
Jonquel Jones,CON,2021,F,27,856,27,1.5227491605729941,0.6044758867481799,1.4304297739908742,2.5764483201451767,0.28513962650354824,0.38650884216934206,1.5053717945220613,-0.37771808870862933,5,5.375654560015493e-34,6.26495183158162e-17,1.1328634793272778e-43,0.060495808282673876,0.9394442886030389,5.990311428769496e-5,5.10227874372017e-19,Jonquel Jones_2021,0.06055571139696114
Betnijah Laney,NYL,2021,G-F,32,1069,32,0.8992295416480344,-0.017559860816417017,0.6001217787331152,-0.6621406624291677,1.8598956707778433,-1.1273657457877881,-0.9527887943174391,-0.007406237033502543,7,2.3962202568702825e-23,4.3184626591727673e-10,0.03013951192185223,1.7212794495384307e-6,0.01278971702022255,1.0879928047906275e-17,0.9570690493466291,Betnijah Laney_2021,0.042930950653370936
Jantel Lavender,IND,2021,F,27,539,14,0.22952328428418955,-0.9223391300012851,-1.0604942117824037,0.33434825528601503,-0.23157720052395503,-2.503615371203361,-0.6796598400019391,-0.09998419995228433,5,1.4646805660200403e-4,1.5826920329443964e-6,4.74135213766354e-12,8.197208016328988e-6,0.8883824058736196,0.002755902305720199,0.10870544385926764,Jantel Lavender_2021,0.11161759412638039
Jewell Loyd,SEA,2021,G,31,962,31,1.707495714328537,1.1416885778266952,0.818623882748315,-0.5375795477147698,0.7895536719351582,0.7993837297940136,-0.7479420785808141,0.5712060312088831,7,2.1353400282617162e-52,9.798404365760513e-7,5.39280266173593e-4,1.7740758186580277e-6,1.2869331274604627e-4,4.42225616515198e-6,0.9993248502486598,Jewell Loyd_2021,6.751497513401983e-4
Marina Mabrey,DAL,2021,G,32,773,8,2.1231754602785102,2.0181934948495366,-0.4049878997368041,-0.11407175768581693,0.9002787062981948,0.38650884216934206,-0.26996640852868903,0.94151788288401,7,9.592489428158552e-92,0.0010072277869572252,0.0015374534552606586,4.898798247263089e-7,0.0028101026648922186,1.492400614522484e-10,0.9946447260638251,Marina Mabrey_2021,0.005355273936174854
Ezi Magbegor,SEA,2021,C,30,456,3,0.20642996506474628,-1.1768082994595293,0.032016308293595724,1.0568027206295225,-0.7728995907432441,0.24888387962778466,2.5296053732051864,-1.0720528105994922,1,0.4601925695930561,5.212868595356124e-36,1.996404415572007e-22,0.2265754664109148,0.29883384543760494,0.014398118558423862,9.505170774331774e-24,Ezi Magbegor_2021,0.5398074304069439
Kayla McBride,MIN,2021,G,32,1010,32,-0.0937831847880112,0.8306707040443969,0.2942188331118354,-0.7368773312578063,-0.4653300508459208,-0.7144908581631162,-0.8162243171596891,0.9878068643434006,3,1.3044449537088148e-43,0.13449452366034784,0.408593323407758,5.427988570079278e-4,2.155640780393713e-7,0.34791015452494994,0.10845898398585806,Kayla McBride_2021,0.591406676592242
Erica McCall,WAS,2021,F,23,356,6,-1.4793823379545876,-1.4312774689177736,0.11941714989967535,1.3557493959440772,-1.129680257024139,-1.1273657457877881,0.4128559772600613,-1.7200985510309643,1,0.8870433833253674,3.185633041401442e-10,3.95370218104542e-21,5.149613012010617e-6,1.7729047227166699e-12,0.11295146674128434,7.481965402178933e-17,Erica McCall_2021,0.11295661667463264
Teaira McCowan,IND,2021,C,32,848,23,-0.30162305776299814,-1.4595518210798006,1.6489318780060742,2.5017116513165374,-0.982046877873424,-0.9897407832462307,2.3930408960474363,-2.2755663285436545,1,0.9981732093013771,2.6015332136859313e-29,4.2115414207747797e-48,1.2868226030673497e-5,1.3920392736755215e-12,0.0018139224711993546,2.7877405115808294e-38,Teaira McCowan_2021,0.0018267906986229043
Aari McDonald,ATL,2021,G,30,493,4,0.22952328428418955,1.5658038602571023,0.4253200955209552,-0.9112628918579634,0.3958646608665845,1.0746336548771285,-0.474813124265314,1.1961072809106599,3,4.4969832698249056e-70,6.2228503290797e-4,0.5629835391350336,0.0021652244661901007,9.296990345005638e-8,3.098548207167729e-5,0.4341978729138927,Aari McDonald_2021,0.43701646086496637
Kelsey Mitchell,IND,2021,G,32,1059,32,1.6151224374507656,1.4244320994469666,-0.05538453331248428,-1.160385121286759,-0.05933825818145394,-0.16399100799688723,-0.6796598400019391,0.7100729755870556,7,3.4690042701456156e-63,0.05288158604530967,0.08970201221347837,9.525215311799167e-8,4.311930070295097e-4,0.001104463261447349,0.8558806502205819,Kelsey Mitchell_2021,0.1441193497794181
Leilani Mitchell,WAS,2021,G,31,725,12,-1.040609272785172,1.3396090429608856,-1.1915954741915233,-1.1105606754009998,0.23592850011997626,-0.9897407832462307,-0.9527887943174391,1.8904420028015227,3,5.176655526119727e-67,0.005592748559872425,0.9152406768119599,0.0720967297078937,1.3614079321073816e-12,6.727408427899762e-5,0.007002570834632951,Leilani Mitchell_2021,0.08475932318804014
Tiffany Mitchell,IND,2021,G,28,765,25,0.044776730528645906,-0.5547725518949324,1.8237335612182342,-0.8365262230293244,-0.3053938900993126,-0.9897407832462307,-1.0210710328963142,-0.7248854496540608,6,2.3157863986563165e-7,9.741100004367306e-7,0.011606332353804524,2.6917206157414036e-6,4.382561163236917e-5,0.5056847663002834,0.48266117832502436,Tiffany Mitchell_2021,0.49431523369971664
Astou Ndour,CHI,2021,C-F,20,342,8,-0.0014099079102397993,-0.04583421297844405,0.2942188331118354,1.305924950058318,-1.4249470153255694,-1.1273657457877881,1.4370895559431864,-0.67859646819467,6,3.6247826629020653e-17,1.1654472235007578e-12,8.208962298500841e-19,0.47613020597222133,0.007941304726700842,0.5159284892998808,3.182598027781683e-14,Astou Ndour_2021,0.4840715107001192
Kia Nurse,PHO,2021,G,32,835,32,0.021683411309203465,1.5092551559330483,-0.18648579572160429,-0.413018433000372,-0.5391467404212783,-0.9897407832462307,-0.9527887943174391,1.0803848272621828,2,1.2937801755241813e-67,0.6504598830934455,0.021359851046615,0.0017413558487286123,1.2963457044501105e-5,0.00710716900921669,0.31931877754494997,Kia Nurse_2021,0.3495401169065545
Leaonna Odom,NYL,2021,F,18,217,0,-1.5486622956129164,-0.35685208676074254,-0.7108908453580838,-0.985999560686602,-1.129680257024139,-0.9897407832462307,0.13972702294456113,-0.4702960516274111,6,9.106626491804777e-13,1.699347472798014e-9,1.6272437586342734e-9,1.574730012564484e-4,1.879391661992214e-8,0.9998345292798919,7.975597432354516e-6,Leaonna Odom_2021,1.6547072010808517e-4
Arike Ogunbowale,DAL,2021,G,32,1003,32,2.2848286948146104,1.6506269167431837,1.2556280907787147,-0.8614384459722042,0.494286913633728,0.11125891708622726,-1.0893532714751892,0.45548357756040603,7,3.836107548923556e-71,1.406840572516805e-5,0.0020497896914736607,3.730867861517673e-8,6.347610458590628e-4,2.657720582795984e-6,0.9972986858276812,Arike Ogunbowale_2021,0.0027013141723187806
Chiney Ogwumike,LAS,2021,F-C,7,134,3,0.46045647647861887,-1.0354365386493936,-0.536089162145924,0.6083827076576902,-0.2930911085034197,0.6617587672524562,0.34457373868118624,-1.1183417920588832,6,0.004012098113965977,7.994575390605104e-8,3.0817945729139895e-8,0.0038864654584189594,0.06703832035479033,0.9246052156478299,4.577896612952602e-4,Chiney Ogwumike_2021,0.07539478435217006
Nneka Ogwumike,LAS,2021,F,18,570,18,0.3911765188202899,-0.696144312705068,-0.31758705813072413,0.4838215929432923,0.28513962650354824,0.7993837297940136,-0.543095362844189,-0.21570665360076147,7,1.304333452086548e-7,2.6453695895507674e-5,2.2549655553276397e-11,0.004202098881108209,0.0021330241795489147,0.009486146742211219,0.9841521460453421,Nneka Ogwumike_2021,0.01584785395465793
